wals_code,iso_code,IDS_NAME,glottocode,Name,latitude,longitude,genus,family,macroarea,countrycodes,1A Consonant Inventories,2A Vowel Quality Inventories,3A Consonant-Vowel Ratio,4A Voicing in Plosives and Fricatives,5A Voicing and Gaps in Plosive Systems,6A Uvular Consonants,7A Glottalized Consonants,8A Lateral Consonants,9A The Velar Nasal,10A Vowel Nasalization,11A Front Rounded Vowels,12A Syllable Structure,13A Tone,14A Fixed Stress Locations,15A Weight-Sensitive Stress,16A Weight Factors in Weight-Sensitive Stress Systems,17A Rhythm Types,18A Absence of Common Consonants,19A Presence of Uncommon Consonants,20A Fusion of Selected Inflectional Formatives,21A Exponence of Selected Inflectional Formatives,22A Inflectional Synthesis of the Verb,23A Locus of Marking in the Clause,24A Locus of Marking in Possessive Noun Phrases,25A Locus of Marking: Whole-language Typology,26A Prefixing vs. Suffixing in Inflectional Morphology,27A Reduplication,28A Case Syncretism,29A Syncretism in Verbal Person/Number Marking,30A Number of Genders,31A Sex-based and Non-sex-based Gender Systems,32A Systems of Gender Assignment,33A Coding of Nominal Plurality,34A Occurrence of Nominal Plurality,35A Plurality in Independent Personal Pronouns,36A The Associative Plural,37A Definite Articles,38A Indefinite Articles,39A Inclusive/Exclusive Distinction in Independent Pronouns,40A Inclusive/Exclusive Distinction in Verbal Inflection,41A Distance Contrasts in Demonstratives,42A Pronominal and Adnominal Demonstratives,43A Third Person Pronouns and Demonstratives,44A Gender Distinctions in Independent Personal Pronouns,45A Politeness Distinctions in Pronouns,46A Indefinite Pronouns,47A Intensifiers and Reflexive Pronouns,48A Person Marking on Adpositions,49A Number of Cases,50A Asymmetrical Case-Marking,51A Position of Case Affixes,52A Comitatives and Instrumentals,53A Ordinal Numerals,54A Distributive Numerals,55A Numeral Classifiers,56A Conjunctions and Universal Quantifiers,57A Position of Pronominal Possessive Affixes,58A Obligatory Possessive Inflection,59A Possessive Classification,"60A Genitives, Adjectives and Relative Clauses",61A Adjectives without Nouns,62A Action Nominal Constructions,63A Noun Phrase Conjunction,64A Nominal and Verbal Conjunction,65A Perfective/Imperfective Aspect,66A The Past Tense,67A The Future Tense,68A The Perfect,69A Position of Tense-Aspect Affixes,70A The Morphological Imperative,71A The Prohibitive,72A Imperative-Hortative Systems,73A The Optative,74A Situational Possibility,75A Epistemic Possibility,76A Overlap between Situational and Epistemic Modal Marking,77A Semantic Distinctions of Evidentiality,78A Coding of Evidentiality,79A Suppletion According to Tense and Aspect,80A Verbal Number and Suppletion,"81A Order of Subject, Object and Verb",82A Order of Subject and Verb,83A Order of Object and Verb,"84A Order of Object, Oblique, and Verb",85A Order of Adposition and Noun Phrase,86A Order of Genitive and Noun,87A Order of Adjective and Noun,88A Order of Demonstrative and Noun,89A Order of Numeral and Noun,90A Order of Relative Clause and Noun,91A Order of Degree Word and Adjective,92A Position of Polar Question Particles,93A Position of Interrogative Phrases in Content Questions,94A Order of Adverbial Subordinator and Clause,95A Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,96A Relationship between the Order of Object and Verb and the Order of Relative Clause and Noun,97A Relationship between the Order of Object and Verb and the Order of Adjective and Noun,98A Alignment of Case Marking of Full Noun Phrases,99A Alignment of Case Marking of Pronouns,100A Alignment of Verbal Person Marking,101A Expression of Pronominal Subjects,102A Verbal Person Marking,103A Third Person Zero of Verbal Person Marking,104A Order of Person Markers on the Verb,105A Ditransitive Constructions: The Verb 'Give',106A Reciprocal Constructions,107A Passive Constructions,108A Antipassive Constructions,109A Applicative Constructions,110A Periphrastic Causative Constructions,111A Nonperiphrastic Causative Constructions,112A Negative Morphemes,113A Symmetric and Asymmetric Standard Negation,114A Subtypes of Asymmetric Standard Negation,115A Negative Indefinite Pronouns and Predicate Negation,116A Polar Questions,117A Predicative Possession,118A Predicative Adjectives,119A Nominal and Locational Predication,120A Zero Copula for Predicate Nominals,121A Comparative Constructions,122A Relativization on Subjects,123A Relativization on Obliques,124A 'Want' Complement Subjects,125A Purpose Clauses,126A 'When' Clauses,127A Reason Clauses,128A Utterance Complement Clauses,129A Hand and Arm,130A Finger and Hand,131A Numeral Bases,132A Number of Non-Derived Basic Colour Categories,133A Number of Basic Colour Categories,134A Green and Blue,135A Red and Yellow,136A M-T Pronouns,137A N-M Pronouns,138A Tea,139A Irregular Negatives in Sign Languages,140A Question Particles in Sign Languages,141A Writing Systems,142A Para-Linguistic Usages of Clicks,143F Postverbal Negative Morphemes,90B Prenominal relative clauses,144Y The Position of Negative Morphemes in Object-Initial Languages,90C Postnominal relative clauses,144P NegSOV Order,144J SVNegO Order,144N Obligatory Double Negation in SOV languages,144S SOVNeg Order,144X Verb-Initial with Clause-Final Negative,"144A Position of Negative Word With Respect to Subject, Object, and Verb",90G Double-headed relative clauses,90E Correlative relative clauses,144V Verb-Initial with Preverbal Negative,144I SNegVO Order,144R SONegV Order,143B Obligatory Double Negation,144M Multiple Negative Constructions in SOV Languages,144U Double negation in verb-initial languages,144G Optional Double Negation in SVO languages,144K SVONeg Order,144B Position of negative words relative to beginning and end of clause and with respect to adjacency to verb,144F Obligatory Double Negation in SVO languages,90D Internally-headed relative clauses,144E Multiple Negative Constructions in SVO Languages,144D The Position of Negative Morphemes in SVO Languages,"81B Languages with two Dominant Orders of Subject, Object, and Verb",143E Preverbal Negative Morphemes,143C Optional Double Negation,90F Adjoined relative clauses,143A Order of Negative Morpheme and Verb,144W Verb-Initial with Negative that is Immediately Postverbal or between Subject and Object,144O Optional Double Negation in SOV languages,144Q SNegOV Order,144L The Position of Negative Morphemes in SOV Languages,144H NegSVO Order,144C Languages with different word order in negative clauses,144T The Position of Negative Morphemes in Verb-Initial Languages,143G Minor morphological means of signaling negation,143D Optional Triple Negation,39B Inclusive/Exclusive Forms in Pama-Nyungan,137B M in Second Person Singular,136B M in First Person Singular,109B Other Roles of Applied Objects,10B Nasal Vowels in West Africa,25B Zero Marking of A and P Arguments,21B Exponence of Tense-Aspect-Mood Inflection,108B Productivity of the Antipassive Construction,130B Cultural Categories of Languages with Identity of 'Finger' and 'Hand',58B Number of Possessive Nouns,79B Suppletion in Imperatives and Hortatives
kno,,NA,kano1245,Kanoê,-13.25,-61,Kapixana,Kapixana,South America,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Case suffixes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 SOV,1 SV,1 OV,,,1 Genitive-Noun,2 Noun-Adjective,1 Demonstrative-Noun,1 Numeral-Noun,,,2 Final,1 Initial interrogative phrase,1 Initial subordinator word,,,2 OV and NAdj,,,,2 Subject affixes on verb,,,,,,,,,,,,,,,1 Question particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knb,khd,NA,badi1247,Kanum (Bädi),-8.833333333,140.75,Morehead and Upper Maro Rivers,Morehead and Upper Maro Rivers,Papunesia,ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,,,,,,1 SOV,1 SV,1 OV,,1 Postpositions,1 Genitive-Noun,,,1 Numeral-Noun,,,,,,1 OV and Postpositions,,,,,,,,,,,,,,,,,2 Negative particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 None,,,,,,,11 NoSOVNeg,,21 Other,,,,,,,,,,,,,,,,,1 NegV,,,1 NegV,,,,14 Other NegV,,,,4 None,,,,,,,,,,,,
knp,kcd,NA,ngka1235,Kanum (Ngkâlmpw),-8.666666667,140.9166667,Morehead and Upper Maro Rivers,Morehead and Upper Maro Rivers,Papunesia,ID,,,,,,,,,,,,,,,,,,,,,,,3 Double marking,2 Dependent marking,5 Inconsistent or other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Absent,1 No possessive classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Non-zero marking,,,,1 None reported,
knr,knc,NA,cent2050,Kanuri,12,13,Western Saharan,Saharan,Africa,NE TD SD NG,3 Average,3 Large (7-14),3 Average,4 In both plosives and fricatives,3 Missing /p/,1 None,1 No glottalized consonants,"2 /l/, no obstruent laterals",1 Initial velar nasal,2 Contrast absent,1 None,2 Moderately complex,2 Simple tone system,,,,,1 All present,1 None,,,,3 Double marking,2 Dependent marking,5 Inconsistent or other,2 Strongly suffixing,1 Productive full and partial reduplication,1 No case marking,3 Not syncretic,1 None,1 No gender,1 No gender,2 Plural suffix,"6 All nouns, always obligatory",5 Person-number stem + pronominal plural affix,1 Associative same as additive plural,1 Definite word distinct from demonstrative,1 Indefinite word distinct from 'one',3 No inclusive/exclusive,3 No inclusive/exclusive,2 Two-way contrast,,1 Unrelated,6 No gender distinctions,1 No politeness distinction,,,2 No person marking,6 6-7 cases,4 Subtractive-quantitatively asymmetrical,6 Postpositional clitics,2 Differentiation,"5 First/one-th, two-th, three-th",,1 Absent,"3 Formally similar, with interrogative",2 Possessive suffixes,2 Absent,1 No possessive classification,4 Adjectives and relative clauses collapsed,2 Without marking,6 Mixed,2 'And' identical to 'with',2 Differentiation,1 Grammatical marking,"1 Present, no remoteness distinctions",1 Inflectional future exists,3 Other perfect,2 Tense-aspect suffixes,1 Second singular and second plural,4 Special imperative + special negative,4 Neither type of system,2 Inflectional optative absent,2 Verbal constructions,3 Other,3 No overlap,1 No grammatical evidentials,1 No grammatical evidentials,1 Tense,1 None,1 SOV,1 SV,1 OV,4 OXV,1 Postpositions,2 Noun-Genitive,2 Noun-Adjective,2 Noun-Demonstrative,2 Noun-Numeral,1 Noun-Relative clause,2 Adjective-Degree word,6 No question particle,1 Initial interrogative phrase,5 Mixed,1 OV and Postpositions,2 OV and NRel,2 OV and NAdj,2 Nominative - accusative (standard),2 Nominative - accusative (standard),2 Accusative,2 Subject affixes on verb,5 Both the A and P arguments,2 No zero realization,4 Both orders of A and P occur,1 Indirect-object construction,,1 Present,3 No antipassive,3 Benefactive and other; both bases,1 Sequential but no purposive,2 Morphological but no compound,1 Negative affix,3 Both,3 A/Cat,1 Predicate negation also present,2 Interrogative verb morphology,4 Conjunctional,3 Mixed,1 Different,2 Possible,1 Locational,,,,3 Deranked,1 Balanced,1 Balanced,1 Balanced,1 Identical,2 Different,1 Decimal,,,,,1 No M-T pronouns,"3 N-M pronouns, non-paradigmatic",2 Words derived from Min Nan Chinese te,,,,,2 [V-Neg],,,1 Noun-Relative clause (NRel) dominant,4 No NegSOV,,,2 Suffix&NoDoubleNeg,,20 MorphNeg,,,,,8 No SONegV,,,,,,,,,,,,4 None,,,4 [V-Neg],,,4 No SNegOV,6 SO[V-Neg],,,,4 None,,,2 m in second person singular,1 No m in first person singular,2 Locative,,2 Non-zero marking,,4 no antipassive,,1 None reported,2 Imperative
kyo,kny,NA,kany1247,Kanyok,-7.333333333,23.58333333,Bantoid,Niger-Congo,Africa,CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Plural prefix,,,,,,,,,,,,,,,,,,,,,2 Marked by reduplication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Prepositions,2 Noun-Genitive,2 Noun-Adjective,2 Noun-Demonstrative,2 Noun-Numeral,1 Noun-Relative clause,,,,,,5 Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Noun-Relative clause (NRel) dominant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kpm,pam,NA,pamp1243,Kapampangan,15.33333333,120.5,Central Luzon,Austronesian,Papunesia,PH,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Productive full and partial reduplication,,,,,,,,,,,,,,,,,6 No gender distinctions,,,,2 No person marking,,,,,,,,,,,,,,,,,,,,,4 Mixed type,,,,,,,,1 No grammatical evidentials,1 No grammatical evidentials,,,,2 VS,2 VO,1 VOX,2 Prepositions,2 Noun-Genitive,3 No dominant order,,1 Numeral-Noun,1 Noun-Relative clause,,,1 Initial interrogative phrase,,4 VO and Prepositions,4 VO and NRel,5 Other,,,3 Ergative,,5 Both the A and P arguments,2 No zero realization,2 A precedes P,,,2 Absent,1 Implicit patient,,,,,,,,,,1 Verbal encoding,1 Different,1 Impossible,,,,,,,,,,,,,,,,,,,,,,,,,,1 Noun-Relative clause (NRel) dominant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 productive,,,
kpn,kpg,NA,kapi1249,Kapingamarangi,1.05,154.75,Oceanic,Austronesian,Papunesia,FM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Identical,2 Different,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kar,kah,NA,kara1482,Kara (in Central African Republic),10,23,Bongo-Bagirmi,Central Sudanic,Africa,CF,,,,,,,,,,,,,,,,,,,,,,,,,,2 Strongly suffixing,,,,,,,8 Plural clitic,,,,,,,,,,,,,,,,,,9 No case affixes or adpositional clitics,,,,,,2 Possessive suffixes,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,,,,,,2 SVO,1 SV,2 VO,,2 Prepositions,2 Noun-Genitive,2 Noun-Adjective,2 Noun-Demonstrative,2 Noun-Numeral,1 Noun-Relative clause,,2 Final,2 Not initial interrogative phrase,,4 VO and Prepositions,4 VO and NRel,4 VO and NAdj,,,,,,,,,,,,,,,2 Negative particle,,,,1 Question particle,,,,,,,,,,,,,,,,,,,,,,,,,,,1 VNeg,,,1 Noun-Relative clause (NRel) dominant,,7 No SVNegO,,,,4 SVONeg,,,,8 No SNegVO,,,,,,1 NoDoubleNeg,"6 End, not immed postverbal",,,,4 SVONeg,,4 None,,,2 VNeg,,,,,4 No NegSVO,,,4 None,,,,,,,,,,,,
kra,leu,NA,kara1486,Kara (in Papua New Guinea),-2.833333333,151.1166667,Oceanic,Austronesian,Papunesia,PG,,,,,,,,,,,,,,1 No fixed stress,5 Unbounded: Stress can be anywhere,7 Combined,4 Undetermined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
krc,krc,NA,kara1465,Karachay-Balkar,43.5,42,Turkic,Altaic,Eurasia,RU,,,,,,,,,2 No initial velar nasal,,,,,,,,,,,,,,,,,2 Strongly suffixing,,,,,,,2 Plural suffix,,,2 Unique affixal associative plural,"4 No definite, but indefinite article",2 Indefinite word same as 'one',,,,,,,,1 Interrogative-based,,,,,1 Case suffixes,,,,,,2 Possessive suffixes,,,,,,,,,,,,2 Tense-aspect suffixes,1 Second singular and second plural,1 Normal imperative + normal negative,,,,,,,,,,1 SOV,1 SV,1 OV,,1 Postpositions,1 Genitive-Noun,1 Adjective-Noun,1 Demonstrative-Noun,1 Numeral-Noun,2 Relative clause-Noun,,6 No question particle,2 Not initial interrogative phrase,,1 OV and Postpositions,1 OV and RelN,1 OV and AdjN,,,,2 Subject affixes on verb,,,,,2 Distinct from reflexive,,,,,,5 Variation between negative word and affix,,,,2 Interrogative verb morphology,,,,,,4 Gap,4 Gap,,,,,,2 Different,2 Different,,,,,,,,,,,,,3 VNeg&[V-Neg],1 Relative clause-Noun (RelN) dominant,,,4 No NegSOV,,,7 Type 1 / Type 2,,16 More than one position,,,,,8 No SONegV,,5 SOVNeg/SO[V-Neg],,,,4 Immed postverbal,,,,,,4 None,,,10 Type 2 / Type 4,,,4 No SNegOV,15 More than one construction,,,,4 None,,,,,,,,,,,,
krj,gbd,NA,kara1476,Karadjeri,-19,122,Western Pama-Nyungan,Pama-Nyungan,Australia,AU,,,,,,,,,,,,,,,,,,,,,,,,,,2 Strongly suffixing,,,,,,,,,,,,,,,,,,,,,,,,,1 Case suffixes,,,,,,,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,,,,,,,,,,1 Postpositions,3 No dominant order,3 No dominant order,,,,,1 Initial,,,,,5 Other,,,,,,,,,,,,,,,2 Negative particle,,,,1 Question particle,,,,,,,,,,,,,,,,,,,,,,,,,,,4 None,,,,,,,,,,,,,,,,,,,,,,,,,,1 NegV,,,1 NegV,,,,,,,,4 None,,,,,,,,,,,,
krm,kdr,NA,kara1464,Karaim,54.66666667,24.91666667,Turkic,Altaic,Eurasia,LT UA,,,,,,,,,2 No initial velar nasal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Interrogative-based,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Inflectional optative present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Words derived from Sinitic cha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jva,kpj,Karajá,kara1500,Karajá,-10,-50.33333333,Karajá,Macro-Ge,South America,BR,,,,,,,,,3 No velar nasal,,,,,,,,,,,,,,,,,,,,,,,,2 Plural suffix,,,,,,,,,,,,,,,,,,,,,,,,1 Possessive prefixes,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,,,,,,1 SOV,1 SV,1 OV,,1 Postpositions,1 Genitive-Noun,2 Noun-Adjective,1 Demonstrative-Noun,3 No dominant order,,1 Degree word-Adjective,,2 Not initial interrogative phrase,,1 OV and Postpositions,,2 OV and NAdj,,,,,,,,,2 Distinct from reflexive,,,,,,,,,,,,,,,,,,,,,,,2 Different,1 Identical,,3 4,2 4.5-5.5,5 Yellow/green/blue,3 Yellow/green/blue vs. red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Farmer-foragers,,
kkp,kaa,NA,kara1467,Karakalpak,43,60,Turkic,Altaic,Eurasia,UZ,,,,,,,,,2 No initial velar nasal,,,,,,,,,,,,,,,,,2 Strongly suffixing,,,,,,,2 Plural suffix,,,,,2 Indefinite word same as 'one',,,,,,,,3 Special,,,,,1 Case suffixes,,,,,,2 Possessive suffixes,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,,,,,,1 SOV,1 SV,1 OV,,1 Postpositions,1 Genitive-Noun,1 Adjective-Noun,1 Demonstrative-Noun,1 Numeral-Noun,2 Relative clause-Noun,1 Degree word-Adjective,6 No question particle,2 Not initial interrogative phrase,,1 OV and Postpositions,1 OV and RelN,1 OV and AdjN,,,,,,,,,,,,,,,1 Negative affix,,,1 Predicate negation also present,2 Interrogative verb morphology,,,,,,,,,,,,,,,,,,,,,,1 Words derived from Sinitic cha,,,,,2 [V-Neg],1 Relative clause-Noun (RelN) dominant,,,4 No NegSOV,,,2 Suffix&NoDoubleNeg,,20 MorphNeg,,,,,8 No SONegV,,,,,,,,,,,,4 None,,,4 [V-Neg],,,4 No SNegOV,6 SO[V-Neg],,,,4 None,,,,,,,,,,,,
krg,sna,NA,shon1251,Karanga,-20,31,Bantoid,Niger-Congo,Africa,ZW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Two-way contrast,1 Identical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kkw,zkk,NA,kara1289,Karankawa,28,-97,Karankawa,Karankawa,North America,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9 No case affixes or adpositional clitics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7 No dominant order,,3 No dominant order,6 No dominant order,,,,1 Demonstrative-Noun,,,,,,,5 Other,5 Other,5 Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Different,1 Identical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Hunter-gatherers,,
kao,kyj,NA,kara1487,Karao,16.5,120.8333333,Northern Luzon,Austronesian,Papunesia,PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Subject is left implicit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
krt,kpt,Karata,kara1474,Karata,42.58333333,46.33333333,Avar-Andic-Tsezic,Nakh-Daghestanian,Eurasia,RU,,,,,,,,,3 No velar nasal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 Second person number-neutral,4 Special imperative + special negative,4 Neither type of system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
krl,krl,NA,kare1335,Karelian,64,32,Finnic,Uralic,Eurasia,RU,,,,,,,,,,,,,,2 Initial,8 Fixed stress (no weight-sensitivity),4 Long vowel or coda consonant,1 Trochaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Interrogative-based,,,,,,,"7 First, second, three-th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kbw,bwe,NA,bwek1238,Karen (Bwe),19.5,97,Karen,Sino-Tibetan,Eurasia,MM,,,,,,,,,,,,,,,,,,,,,,,,,,5 Weakly prefixing,,,,,,,9 No plural,,,,2 Demonstrative word used as definite article,2 Indefinite word same as 'one',,,,,,,,,,,,,9 No case affixes or adpositional clitics,,,,,,1 Possessive prefixes,,,,,,,,,,,,5 No tense-aspect inflection,,,,,,,,,,,,2 SVO,1 SV,2 VO,,2 Prepositions,1 Genitive-Noun,2 Noun-Adjective,2 Noun-Demonstrative,2 Noun-Numeral,1 Noun-Relative clause,2 Adjective-Degree word,2 Final,2 Not initial interrogative phrase,5 Mixed,4 VO and Prepositions,4 VO and NRel,4 VO and NAdj,,,,,,,,,,,,,,,6 Double negation,,,,1 Question particle,,,,,,,,,,,,,,,,,,,,,,,,,,,1 VNeg,,,1 Noun-Relative clause (NRel) dominant,,7 No SVNegO,,,,18 ObligDoubleNeg,,,,6 Prefix&OnlyWithAnotherNeg,,3 [Neg-V]Neg,,,,3 OnlyWithAnotherNeg,"6 End, not immed postverbal",5 S[Neg-V]ONeg,,,14 ObligNeg,,2 [Neg-V],,,14 ObligDoubleNeg,,,,,4 No NegSVO,,,4 None,,,,,,,,,,,,
kpw,pwo,NA,east2341,Karen (Pwo),13,99.16666667,Karen,Sino-Tibetan,Eurasia,CN MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Identity,,,,,,,,,,,,,,,,,2 SVO,1 SV,2 VO,1 VOX,2 Prepositions,1 Genitive-Noun,2 Noun-Adjective,2 Noun-Demonstrative,2 Noun-Numeral,1 Noun-Relative clause,,2 Final,,5 Mixed,4 VO and Prepositions,4 VO and NRel,4 VO and NAdj,,,,,,,,,,,,,,,,,,,1 Question particle,,,,,,,,,,,,,,,,,,,,,,,,,,,1 VNeg,,,1 Noun-Relative clause (NRel) dominant,,7 No SVNegO,,,,4 SVONeg,,,,8 No SNegVO,,,,,,1 NoDoubleNeg,"6 End, not immed postverbal",,,,4 SVONeg,,4 None,,,2 VNeg,,,,,4 No NegSVO,,,4 None,,,,,,,,,,,,
ksg,ksw,NA,sgaw1245,Karen (Sgaw),18,97,Karen,Sino-Tibetan,Eurasia,MM,4 Moderately large,3 Large (7-14),3 Average,3 In fricatives alone,1 Other,1 None,3 Implosives only,"2 /l/, no obstruent laterals",,,1 None,2 Moderately complex,3 Complex tone system,,,,,1 All present,5 'Th' sounds,,,2 2-3 categories per word,,,,1 Little affixation,,,,,,,7 Plural word,,,,5 No definite or indefinite article,5 No definite or indefinite article,,,,,,,,,,,,,9 No case affixes or adpositional clitics,,,,,,,,,,,,,,,,,,5 No tense-aspect inflection,,,,,,,,,,,,2 SVO,1 SV,2 VO,1 VOX,2 Prepositions,1 Genitive-Noun,2 Noun-Adjective,2 Noun-Demonstrative,2 Noun-Numeral,1 Noun-Relative clause,2 Adjective-Degree word,2 Final,2 Not initial interrogative phrase,5 Mixed,4 VO and Prepositions,4 VO and NRel,4 VO and NAdj,,,,,,,,,,,,,,,6 Double negation,,,,1 Question particle,,,,,,,,,,,,,,,,,,,,,,3 Others,,,,,1 VNeg,,,1 Noun-Relative clause (NRel) dominant,,7 No SVNegO,,,,18 ObligDoubleNeg,,,,5 Word&OnlyWithAnotherNeg,,1 NegVNeg,,,,3 OnlyWithAnotherNeg,,1 SNegVONeg,,,14 ObligNeg,,1 NegV,,,14 ObligDoubleNeg,,,,,4 No NegSVO,,,4 None,,,,,,,,,,,,
vka,vka,NA,kari1304,Kariera,-20.5,118.5,Western Pama-Nyungan,Pama-Nyungan,Australia,AU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Inclusive and exclusive differentiated,,,,,,,,,,
kmj,kdj,NA,kara1483,Karimojong,3,34.16666667,Nilotic,Eastern Sudanic,Africa,UG,,,,,,,,,,,,,,,,,,,,,,,,,,5 Weakly prefixing,,,,,,,1 Plural prefix,,,,5 No definite or indefinite article,5 No definite or indefinite article,,,,,,,,,,,,,9 No case affixes or adpositional clitics,,,,,,1 Possessive prefixes,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,,,,,,3 VSO,2 VS,2 VO,1 VOX,2 Prepositions,2 Noun-Genitive,2 Noun-Adjective,2 Noun-Demonstrative,2 Noun-Numeral,1 Noun-Relative clause,3 No dominant order,2 Final,2 Not initial interrogative phrase,1 Initial subordinator word,4 VO and Prepositions,4 VO and NRel,4 VO and NAdj,,,,2 Subject affixes on verb,,,,,,,,,,,5 Variation between negative word and affix,,,,1 Question particle,,,,,,,,,2 Balanced/deranked,2 Balanced/deranked,2 Balanced/deranked,1 Balanced,,,,,,,,,,,,,,,4 None,,,1 Noun-Relative clause (NRel) dominant,,,,,4 No clause-final neg,16 More than one position,,,7 Type 1 / Type 2,,,,,,,,3 Immed preverbal,,,,,,3 NegV&[Neg-V],,,7 Type 1 / Type 3,6 None,,,,,,12 NegVSO/[Neg-V]SO,4 None,,,,,,,,,,,,
