Form,transcription,alt_form,alt_transcription,language,english.name,ontological.category,has.phon,phon,method
arc,StandardOrth,NA,NA,Romanian,bow,Person/Thing,NA,ark,epitran
bue,StandardOrth,NA,NA,Danish,bow,Person/Thing,NA,,
båge,StandardOrth,NA,NA,Swedish,bow,Person/Thing,NA,boːjeː,epitran
bow,StandardOrth,NA,NA,English,bow,Person/Thing,NA,bawˈ,cmu.in.ipa
boog,StandardOrth,NA,NA,Dutch,bow,Person/Thing,NA,boːx,epitran
Bogen,StandardOrth,NA,Original (M. R. Key),German,bow,Person/Thing,FALSE,boːɡən,epitran
loks,StandardOrth,NA,NA,Latvian,bow,Person/Thing,NA,luoks,multilingual-g2p
luk,StandardOrth,NA,NA,Czech,bow,Person/Thing,NA,luk,multilingual-g2p
łuk,StandardOrth,NA,NA,Polish,bow,Person/Thing,NA,wuk,epitran
фат,CyrillTrans,NA,NA,Ossetic,arrow,Person/Thing,NA,fat,
'velos,LatinTrans,NA,NA,Modern Greek,arrow,Person/Thing,NA,viləʊz,multilingual-g2p
freccia,StandardOrth,NA,NA,Italian,arrow,Person/Thing,NA,fret͡ʃːa,epitran
flèche,StandardOrth,NA,NA,French,arrow,Person/Thing,NA,flɛʃ,epitran
fletxa,StandardOrth,NA,NA,Catalan,arrow,Person/Thing,NA,flɛt͡ʃa,epitran
flecha,StandardOrth,NA,NA,Portuguese,arrow,Person/Thing,NA,flɛkɐ,epitran
săgeată,StandardOrth,NA,NA,Romanian,arrow,Person/Thing,NA,səd͡ʒeatə,epitran
pil,StandardOrth,NA,NA,Danish,arrow,Person/Thing,NA,,
pil,StandardOrth,NA,NA,Swedish,arrow,Person/Thing,NA,piːl,epitran
arrow,StandardOrth,NA,NA,English,arrow,Person/Thing,NA,æˈɹow,cmu.in.ipa
pijl,StandardOrth,NA,NA,Dutch,arrow,Person/Thing,NA,pɛjl,epitran
Pfeil,StandardOrth,NA,Original (M. R. Key),German,arrow,Person/Thing,FALSE,p͡fail,epitran
bulta,StandardOrth,NA,NA,Latvian,arrow,Person/Thing,NA,bultɐ,multilingual-g2p
šíp,StandardOrth,NA,NA,Czech,arrow,Person/Thing,NA,sip,multilingual-g2p
střela,StandardOrth,NA,NA,Czech,arrow,Person/Thing,NA,str̩ela,multilingual-g2p
strzała,StandardOrth,NA,NA,Polish,arrow,Person/Thing,NA,stʐawa,epitran
арц,CyrillTrans,NA,NA,Ossetic,spear,Person/Thing,NA,art͡s,
'lonxi,LatinTrans,NA,NA,Modern Greek,spear,Person/Thing,NA,lɒŋksi,multilingual-g2p
'ðori,LatinTrans,NA,NA,Modern Greek,spear,Person/Thing,NA,ðɔɹi,multilingual-g2p
a'kodio,LatinTrans,NA,NA,Modern Greek,spear,Person/Thing,NA,akəʊdɪəʊ,multilingual-g2p
lancia,StandardOrth,NA,NA,Italian,spear,Person/Thing,NA,lant͡ʃa,epitran
épieu,StandardOrth,NA,NA,French,spear,Person/Thing,NA,epjœ,epitran
lance,StandardOrth,NA,NA,French,spear,Person/Thing,NA,lan,epitran
llança,StandardOrth,NA,NA,Catalan,spear,Person/Thing,NA,ʎaŋķa,epitran
arpó,StandardOrth,NA,NA,Catalan,spear,Person/Thing,NA,aɾpo,epitran
lança,StandardOrth,NA,NA,Portuguese,spear,Person/Thing,NA,lɐnsɐ,epitran
lance,StandardOrth,NA,NA,Romanian,spear,Person/Thing,NA,lant͡ʃe,epitran
suliţă,StandardOrth,NA,NA,Romanian,spear,Person/Thing,NA,sulit͡sə,epitran
spyd,StandardOrth,NA,NA,Danish,spear,Person/Thing,NA,,
lanse,StandardOrth,NA,NA,Danish,spear,Person/Thing,NA,,
spjut,StandardOrth,NA,NA,Swedish,spear,Person/Thing,NA,spjʉːt,epitran
lans,StandardOrth,NA,NA,Swedish,spear,Person/Thing,NA,lɐns,epitran
spear,StandardOrth,NA,NA,English,spear,Person/Thing,NA,spɪˈɹ,cmu.in.ipa
speer,StandardOrth,NA,NA,Dutch,spear,Person/Thing,NA,speːr,epitran
spiets,StandardOrth,NA,NA,Dutch,spear,Person/Thing,NA,spiːts,epitran
lans,StandardOrth,NA,NA,Dutch,spear,Person/Thing,NA,lɑns,epitran
Speer,StandardOrth,NA,Original (M. R. Key),German,spear,Person/Thing,FALSE,speə,epitran
Spieß,StandardOrth,NA,Original (M. R. Key),German,spear,Person/Thing,FALSE,spiːs,epitran
Lanze,StandardOrth,NA,Original (M. R. Key),German,spear,Person/Thing,FALSE,lant͡sə,epitran
šk̩ēps,StandardOrth,NA,NA,Latvian,spear,Person/Thing,NA,skeps,multilingual-g2p
oštěp,StandardOrth,NA,NA,Czech,spear,Person/Thing,NA,ostep,multilingual-g2p
kopí,StandardOrth,NA,NA,Czech,spear,Person/Thing,NA,kopi,multilingual-g2p
włócznia,StandardOrth,NA,NA,Polish,spear,Person/Thing,NA,vwut͡ʂɲa,epitran
kopia,StandardOrth,NA,NA,Polish,spear,Person/Thing,NA,kɔpja,epitran
кард,CyrillTrans,NA,NA,Ossetic,sword,Person/Thing,NA,kard,
spa'θi,LatinTrans,NA,NA,Modern Greek,sword,Person/Thing,NA,spaθitəaɪ,multilingual-g2p
spada,StandardOrth,NA,NA,Italian,sword,Person/Thing,NA,spada,epitran
épée,StandardOrth,NA,NA,French,sword,Person/Thing,NA,epe,epitran
espasa,StandardOrth,NA,NA,Catalan,sword,Person/Thing,NA,ɛspasa,epitran
espada,StandardOrth,NA,NA,Portuguese,sword,Person/Thing,NA,ɛʃpɐdɐ,epitran
sabie,StandardOrth,NA,NA,Romanian,sword,Person/Thing,NA,sabie,epitran
spadă,StandardOrth,NA,NA,Romanian,sword,Person/Thing,NA,spadə,epitran
sværd,StandardOrth,NA,NA,Danish,sword,Person/Thing,NA,,
svärd,StandardOrth,NA,NA,Swedish,sword,Person/Thing,NA,svɛrd,epitran
sword,StandardOrth,NA,NA,English,sword,Person/Thing,NA,sɔˈɹd,cmu.in.ipa
zwaard,StandardOrth,NA,NA,Dutch,sword,Person/Thing,NA,zʋaːrt,epitran
Schwert,StandardOrth,NA,Original (M. R. Key),German,sword,Person/Thing,FALSE,ʃveət,epitran
zobens,StandardOrth,NA,NA,Latvian,sword,Person/Thing,NA,zuobens,multilingual-g2p
meč,StandardOrth,NA,NA,Czech,sword,Person/Thing,NA,mets,multilingual-g2p
miecz,StandardOrth,NA,NA,Polish,sword,Person/Thing,NA,mjɛt͡ʂ,epitran
топп,CyrillTrans,NA,NA,Ossetic,"gun, cannon",Person/Thing,NA,topp,
сармадзан,CyrillTrans,NA,NA,Ossetic,"gun, cannon",Person/Thing,NA,sarmad͡zan,
'oplo,LatinTrans,NA,NA,Modern Greek,"gun, cannon",Person/Thing,NA,ɒpləʊ,multilingual-g2p
tu'feki,LatinTrans,NA,NA,Modern Greek,"gun, cannon",Person/Thing,NA,tʌfɪki,multilingual-g2p
ka'noni,LatinTrans,NA,NA,Modern Greek,"gun, cannon",Person/Thing,NA,kanəʊni,multilingual-g2p
pistola,StandardOrth,NA,NA,Italian,"gun, cannon",Person/Thing,NA,pistola,epitran
cannone,StandardOrth,NA,NA,Italian,"gun, cannon",Person/Thing,NA,kanːone,epitran
fusil,StandardOrth,NA,NA,French,"gun, cannon",Person/Thing,NA,fyzil,epitran
canon,StandardOrth,NA,NA,French,"gun, cannon",Person/Thing,NA,kanɔ̃,epitran
escopeta,StandardOrth,NA,NA,Catalan,"gun, cannon",Person/Thing,NA,ɛskɔpɛta,epitran
canó,StandardOrth,NA,NA,Catalan,"gun, cannon",Person/Thing,NA,kano,epitran
arma,StandardOrth,NA,NA,Portuguese,"gun, cannon",Person/Thing,NA,ɐɾmɐ,epitran
pistola,StandardOrth,NA,NA,Portuguese,"gun, cannon",Person/Thing,NA,piʃtolɐ,epitran
canhão,StandardOrth,NA,NA,Portuguese,"gun, cannon",Person/Thing,NA,kɐnɐ̃w̃,epitran
puşcă,StandardOrth,NA,NA,Romanian,"gun, cannon",Person/Thing,NA,puʃkə,epitran
tun,StandardOrth,NA,NA,Romanian,"gun, cannon",Person/Thing,NA,tun,epitran
gevær,StandardOrth,NA,NA,Danish,"gun, cannon",Person/Thing,NA,,
bøsse,StandardOrth,NA,NA,Danish,"gun, cannon",Person/Thing,NA,,
kanon,StandardOrth,NA,NA,Danish,"gun, cannon",Person/Thing,NA,,
gevär,StandardOrth,NA,NA,Swedish,"gun, cannon",Person/Thing,NA,jeːvɛːr,epitran
bössa,StandardOrth,NA,NA,Swedish,"gun, cannon",Person/Thing,NA,bœsɑː,epitran
skjut-vapen,StandardOrth,NA,NA,Swedish,"gun, cannon",Person/Thing,NA,ɧʉːt-vɑːpeːn,epitran
kanon,StandardOrth,NA,NA,Swedish,"gun, cannon",Person/Thing,NA,kɑːnuːn,epitran
gun,StandardOrth,NA,NA,English,"gun, cannon",Person/Thing,NA,gʌˈn,cmu.in.ipa
cannon,StandardOrth,NA,NA,English,"gun, cannon",Person/Thing,NA,kæˈnʌn,cmu.in.ipa
geweer,StandardOrth,NA,NA,Dutch,"gun, cannon",Person/Thing,NA,ɣeːʋeːr,epitran
kanon,StandardOrth,NA,NA,Dutch,"gun, cannon",Person/Thing,NA,kaːnɔn,epitran
Gewehr,StandardOrth,NA,Original (M. R. Key),German,"gun, cannon",Person/Thing,FALSE,ɡeːveːə,epitran
Kanone,StandardOrth,NA,Original (M. R. Key),German,"gun, cannon",Person/Thing,FALSE,kaːnonə,epitran
lielgabals,StandardOrth,NA,NA,Latvian,"gun, cannon",Person/Thing,NA,lielɡabɐls,multilingual-g2p
puška,StandardOrth,NA,NA,Czech,"gun, cannon",Person/Thing,NA,puska,multilingual-g2p
dělo,StandardOrth,NA,NA,Czech,"gun, cannon",Person/Thing,NA,delo,multilingual-g2p
strzelba,StandardOrth,NA,NA,Polish,"gun, cannon",Person/Thing,NA,stʐɛlba,epitran
działo,StandardOrth,NA,NA,Polish,"gun, cannon",Person/Thing,NA,d͡ʑawɔ,epitran
armata,StandardOrth,NA,NA,Polish,"gun, cannon",Person/Thing,NA,armata,epitran
хотыхтæ,CyrillTrans,NA,NA,Ossetic,armor (defensive),Person/Thing,NA,χotɨχtə,
згъæртæ,CyrillTrans,NA,NA,Ossetic,armor (defensive),Person/Thing,NA,zʁərtə,
pano'plia,LatinTrans,NA,NA,Modern Greek,armor (defensive),Person/Thing,NA,panɒpliə,multilingual-g2p
armatura,StandardOrth,NA,NA,Italian,armor (defensive),Person/Thing,NA,armatura,epitran
armure,StandardOrth,NA,NA,French,armor (defensive),Person/Thing,NA,armyr,epitran
armadura,StandardOrth,NA,NA,Catalan,armor (defensive),Person/Thing,NA,aɾmaduɾa,epitran
armadura,StandardOrth,NA,NA,Portuguese,armor (defensive),Person/Thing,NA,ɐɾmɐduɾɐ,epitran
armură,StandardOrth,NA,NA,Romanian,armor (defensive),Person/Thing,NA,armurə,epitran
rustning,StandardOrth,NA,NA,Danish,armor (defensive),Person/Thing,NA,,
harnisk,StandardOrth,NA,NA,Danish,armor (defensive),Person/Thing,NA,,
vapen-rustning,StandardOrth,NA,NA,Swedish,armor (defensive),Person/Thing,NA,vɑːpeːn-rɵstnɪŋ,epitran
rustning,StandardOrth,NA,NA,Swedish,armor (defensive),Person/Thing,NA,rɵstnɪŋ,epitran
harnesk,StandardOrth,NA,NA,Swedish,armor (defensive),Person/Thing,NA,hɐrnɛɧ,epitran
armor,StandardOrth,NA,NA,English,armor (defensive),Person/Thing,NA,ɑˈɹmɚ,cmu.in.ipa
uitrusting,StandardOrth,NA,NA,Dutch,armor (defensive),Person/Thing,NA,œɥtrʏstɪnx,epitran
harnas,StandardOrth,NA,NA,Dutch,armor (defensive),Person/Thing,NA,hɑrnɑs,epitran
Rüstung,StandardOrth,NA,Original (M. R. Key),German,armor (defensive),Person/Thing,FALSE,rystuŋk,epitran
Harnisch,StandardOrth,NA,Original (M. R. Key),German,armor (defensive),Person/Thing,FALSE,haəniʃ,epitran
brun̩as,StandardOrth,NA,NA,Latvian,armor (defensive),Person/Thing,NA,bʀunɐs,multilingual-g2p
brnění,StandardOrth,NA,NA,Czech,armor (defensive),Person/Thing,NA,br̩neɲi,multilingual-g2p
zbroja,StandardOrth,NA,NA,Polish,armor (defensive),Person/Thing,NA,zbrɔja,epitran
така,CyrillTrans,NA,NA,Ossetic,helmet,Person/Thing,NA,taka,
згъæртæ,CyrillTrans,NA,NA,Ossetic,helmet,Person/Thing,NA,zʁərtə,
'kranos,LatinTrans,NA,NA,Modern Greek,helmet,Person/Thing,NA,kɹɑnəʊz,multilingual-g2p
elmo,StandardOrth,NA,NA,Italian,helmet,Person/Thing,NA,elmo,epitran
casque,StandardOrth,NA,NA,French,helmet,Person/Thing,NA,kasqɥ,epitran
casc,StandardOrth,NA,NA,Catalan,helmet,Person/Thing,NA,kask,epitran
elmo,StandardOrth,NA,NA,Portuguese,helmet,Person/Thing,NA,ɛlmo,epitran
capacete,StandardOrth,NA,NA,Portuguese,helmet,Person/Thing,NA,kɐpɐzɛtɛ,epitran
coif,StandardOrth,NA,NA,Romanian,helmet,Person/Thing,NA,koif,epitran
hjelm,StandardOrth,NA,NA,Danish,helmet,Person/Thing,NA,,
hjälm,StandardOrth,NA,NA,Swedish,helmet,Person/Thing,NA,jɛlm,epitran
helmet,StandardOrth,NA,NA,English,helmet,Person/Thing,NA,hɛˈlmʌt,cmu.in.ipa
helm,StandardOrth,NA,NA,Dutch,helmet,Person/Thing,NA,hɛlm,epitran
Helm,StandardOrth,NA,Original (M. R. Key),German,helmet,Person/Thing,FALSE,helm,epitran
k̩ivere,StandardOrth,NA,NA,Latvian,helmet,Person/Thing,NA,kiveʀe,multilingual-g2p
přílba,StandardOrth,NA,NA,Czech,helmet,Person/Thing,NA,pr̩il̩ba,multilingual-g2p
hełm,StandardOrth,NA,NA,Polish,helmet,Person/Thing,NA,xɛwm,epitran
уарт,CyrillTrans,NA,NA,Ossetic,shield,Person/Thing,NA,uart,
a'spiða,LatinTrans,NA,NA,Modern Greek,shield,Person/Thing,NA,aspɪðə,multilingual-g2p
scudo,StandardOrth,NA,NA,Italian,shield,Person/Thing,NA,ʃudo,epitran
bouclier,StandardOrth,NA,NA,French,shield,Person/Thing,NA,buklje,epitran
escut,StandardOrth,NA,NA,Catalan,shield,Person/Thing,NA,ɛskut,epitran
escudo,StandardOrth,NA,NA,Portuguese,shield,Person/Thing,NA,ɛʃkudo,epitran
scut,StandardOrth,NA,NA,Romanian,shield,Person/Thing,NA,skut,epitran
skjold,StandardOrth,NA,NA,Danish,shield,Person/Thing,NA,,
sköld,StandardOrth,NA,NA,Swedish,shield,Person/Thing,NA,sɕœld,epitran
shield,StandardOrth,NA,NA,English,shield,Person/Thing,NA,ʃiˈld,cmu.in.ipa
schild,StandardOrth,NA,NA,Dutch,shield,Person/Thing,NA,sxɪlt,epitran
Schild,StandardOrth,NA,Original (M. R. Key),German,shield,Person/Thing,FALSE,ʃilt,epitran
vairogs,StandardOrth,NA,NA,Latvian,shield,Person/Thing,NA,vaiʀuoɡs,multilingual-g2p
štít,StandardOrth,NA,NA,Czech,shield,Person/Thing,NA,scit,multilingual-g2p
tarcza,StandardOrth,NA,NA,Polish,shield,Person/Thing,NA,tart͡ʂa,epitran
фидар,CyrillTrans,NA,NA,Ossetic,fortress,Person/Thing,NA,fidar,
'frurio,LatinTrans,NA,NA,Modern Greek,fortress,Person/Thing,NA,fɹʊəɹɪəʊ,multilingual-g2p
fortezza,StandardOrth,NA,NA,Italian,fortress,Person/Thing,NA,fortet͡sa,epitran
caposaldo,StandardOrth,NA,NA,Italian,fortress,Person/Thing,NA,kaposaldo,epitran
château-fort,StandardOrth,NA,NA,French,fortress,Person/Thing,NA,ʃɑto-fɔrt,epitran
forteresse,StandardOrth,NA,NA,French,fortress,Person/Thing,NA,fɔrtɛr,epitran
fortalesa,StandardOrth,NA,NA,Catalan,fortress,Person/Thing,NA,fɔɾtalɛsa,epitran
fortaleza,StandardOrth,NA,NA,Portuguese,fortress,Person/Thing,NA,foɾtɐlɛzɐ,epitran
fortăreaţă,StandardOrth,NA,NA,Romanian,fortress,Person/Thing,NA,fortəreat͡sə,epitran
fæstning,StandardOrth,NA,NA,Danish,fortress,Person/Thing,NA,,
fästning,StandardOrth,NA,NA,Swedish,fortress,Person/Thing,NA,fɛstnɪŋ,epitran
fortress,StandardOrth,NA,NA,English,fortress,Person/Thing,NA,fɔˈɹtɹʌs,cmu.in.ipa
vesting,StandardOrth,NA,NA,Dutch,fortress,Person/Thing,NA,vɛstɪnx,epitran
fort,StandardOrth,NA,NA,Dutch,fortress,Person/Thing,NA,fɔrt,epitran
Festung,StandardOrth,NA,Original (M. R. Key),German,fortress,Person/Thing,FALSE,festuŋk,epitran
nocietinājums,StandardOrth,NA,NA,Latvian,fortress,Person/Thing,NA,nuotsietinajums,multilingual-g2p
cietoksnis,StandardOrth,NA,NA,Latvian,fortress,Person/Thing,NA,tsietuoksnis,multilingual-g2p
pevnost,StandardOrth,NA,NA,Czech,fortress,Person/Thing,NA,pevnost,multilingual-g2p
tvrz,StandardOrth,NA,NA,Czech,fortress,Person/Thing,NA,tvr̩s,multilingual-g2p
twierdza,StandardOrth,NA,NA,Polish,fortress,Person/Thing,NA,tvjɛrd͡za,epitran
forteca,StandardOrth,NA,NA,Polish,fortress,Person/Thing,NA,fɔrtɛt͡sa,epitran
мæсын,CyrillTrans,NA,NA,Ossetic,tower,Person/Thing,NA,məsɨn,
гæнах,CyrillTrans,NA,NA,Ossetic,tower,Person/Thing,NA,ɡənaχ,
'pirɣos,LatinTrans,NA,NA,Modern Greek,tower,Person/Thing,NA,piaɪɑɡaməəʊɛs,multilingual-g2p
torre,StandardOrth,NA,NA,Italian,tower,Person/Thing,NA,torːe,epitran
tour,StandardOrth,NA,NA,French,tower,Person/Thing,NA,tur,epitran
torre,StandardOrth,NA,NA,Catalan,tower,Person/Thing,NA,tɔɾɾɛ,epitran
torre,StandardOrth,NA,NA,Portuguese,tower,Person/Thing,NA,toʁɛ,epitran
turn,StandardOrth,NA,NA,Romanian,tower,Person/Thing,NA,turn,epitran
tårn,StandardOrth,NA,NA,Danish,tower,Person/Thing,NA,,
torn,StandardOrth,NA,NA,Swedish,tower,Person/Thing,NA,tɔrn,epitran
tower,StandardOrth,NA,NA,English,tower,Person/Thing,NA,tawˈɚ,cmu.in.ipa
toren,StandardOrth,NA,NA,Dutch,tower,Person/Thing,NA,toːrɛn,epitran
turm,StandardOrth,NA,Original (M. R. Key),German,tower,Person/Thing,FALSE,tuəm,epitran
tornis,StandardOrth,NA,NA,Latvian,tower,Person/Thing,NA,tuoʀnis,multilingual-g2p
věž,StandardOrth,NA,NA,Czech,tower,Person/Thing,NA,vez,multilingual-g2p
wieża,StandardOrth,NA,NA,Polish,tower,Person/Thing,NA,vjɛʐa,epitran
уæлахиз,CyrillTrans,NA,NA,Ossetic,victory,Person/Thing,NA,wælaχiz,
уæлахиздзинад,CyrillTrans,NA,NA,Ossetic,victory,Person/Thing,NA,wælaχizd͡zinad,
'niki,LatinTrans,NA,NA,Modern Greek,victory,Person/Thing,NA,nɪki,multilingual-g2p
vittoria,StandardOrth,NA,NA,Italian,victory,Person/Thing,NA,vitːoria,epitran
victoire,StandardOrth,NA,NA,French,victory,Person/Thing,NA,viktwar,epitran
victòria,StandardOrth,NA,NA,Catalan,victory,Person/Thing,NA,biktɔɾia,epitran
vitória,StandardOrth,NA,NA,Portuguese,victory,Person/Thing,NA,vitɔɾiɐ,epitran
victorie,StandardOrth,NA,NA,Romanian,victory,Person/Thing,NA,viktorie,epitran
biruinţă,StandardOrth,NA,NA,Romanian,victory,Person/Thing,NA,biruint͡sə,epitran
izbîndă,StandardOrth,NA,NA,Romanian,victory,Person/Thing,NA,izbɨndə,epitran
sejr,StandardOrth,NA,NA,Danish,victory,Person/Thing,NA,,
seger,StandardOrth,NA,NA,Swedish,victory,Person/Thing,NA,seːjeːr,epitran
victory,StandardOrth,NA,NA,English,victory,Person/Thing,NA,vɪˈktɚi,cmu.in.ipa
zege,StandardOrth,NA,NA,Dutch,victory,Person/Thing,NA,zeːɣeː,epitran
overwinning,StandardOrth,NA,NA,Dutch,victory,Person/Thing,NA,oːvɛrʋɪnnɪnx,epitran
sieg,StandardOrth,NA,Original (M. R. Key),German,victory,Person/Thing,FALSE,t͡siːk,epitran
uzvara,StandardOrth,NA,NA,Latvian,victory,Person/Thing,NA,uzvaʀɐ,multilingual-g2p
vítězství,StandardOrth,NA,NA,Czech,victory,Person/Thing,NA,vitesstvi,multilingual-g2p
zwycięstwo,StandardOrth,NA,NA,Polish,victory,Person/Thing,NA,zvɨt͡ɕɛ̃stvɔ,epitran
'ita,LatinTrans,NA,NA,Modern Greek,defeat,Person/Thing,NA,itə,multilingual-g2p
sconfitta,StandardOrth,NA,NA,Italian,defeat,Person/Thing,NA,ʃonfitːa,epitran
défaite,StandardOrth,NA,NA,French,defeat,Person/Thing,NA,defɛ,epitran
déroute,StandardOrth,NA,NA,French,defeat,Person/Thing,NA,deru,epitran
derrota,StandardOrth,NA,NA,Catalan,defeat,Person/Thing,NA,dɛɾɾɔta,epitran
derrota,StandardOrth,NA,NA,Portuguese,defeat,Person/Thing,NA,dɛʁotɐ,epitran
înfrîngere,StandardOrth,NA,NA,Romanian,defeat,Person/Thing,NA,ɨnfrɨnd͡ʒere,epitran
nederlag,StandardOrth,NA,NA,Danish,defeat,Person/Thing,NA,,
neder-lag,StandardOrth,NA,NA,Swedish,defeat,Person/Thing,NA,neːdeːr-lɑːɡ,epitran
defeat,StandardOrth,NA,NA,English,defeat,Person/Thing,NA,dɪfiˈt,cmu.in.ipa
nederlaag,StandardOrth,NA,NA,Dutch,defeat,Person/Thing,NA,neːdɛrlaːx,epitran
Niederlage,StandardOrth,NA,Original (M. R. Key),German,defeat,Person/Thing,FALSE,niːdeəlaɡə,epitran
sakāve,StandardOrth,NA,NA,Latvian,defeat,Person/Thing,NA,sakave,multilingual-g2p
porážka,StandardOrth,NA,NA,Czech,defeat,Person/Thing,NA,poraska,multilingual-g2p
porażka,StandardOrth,NA,NA,Polish,defeat,Person/Thing,NA,pɔraʐka,epitran
epi'tiθeme,LatinTrans,NA,NA,Modern Greek,attack,Person/Thing,NA,ɛpɪtiθitaɪmɛ,multilingual-g2p
aggredire,StandardOrth,NA,NA,Italian,attack,Person/Thing,NA,aɡːredire,epitran
attaquer,StandardOrth,NA,NA,French,attack,Person/Thing,NA,ataqɥe,epitran
atacar,StandardOrth,NA,NA,Catalan,attack,Person/Thing,NA,atakaɾ,epitran
atacar,StandardOrth,NA,NA,Portuguese,attack,Person/Thing,NA,ɐtɐkɐɾ,epitran
atac,StandardOrth,NA,NA,Romanian,attack,Person/Thing,NA,atak,epitran
angreb,StandardOrth,NA,NA,Danish,attack,Person/Thing,NA,,
anfall,StandardOrth,NA,NA,Swedish,attack,Person/Thing,NA,ɐnfɐl,epitran
attack,StandardOrth,NA,NA,English,attack,Person/Thing,NA,ʌtæˈk,cmu.in.ipa
aanvallen,StandardOrth,NA,NA,Dutch,attack,Person/Thing,NA,aːnvɑjɛn,epitran
Angriff,StandardOrth,NA,Original (M. R. Key),German,attack,Person/Thing,FALSE,aŋkrif,epitran
uzbrukt,StandardOrth,NA,NA,Latvian,attack,Person/Thing,NA,uzbʀukt,multilingual-g2p
útok,StandardOrth,NA,NA,Czech,attack,Person/Thing,NA,utok,multilingual-g2p
atak,StandardOrth,NA,NA,Polish,attack,Person/Thing,NA,atak,epitran
a'minome,LatinTrans,NA,NA,Modern Greek,defend,Action/Process,NA,amɪnəʊmeɪ,multilingual-g2p
difendere,StandardOrth,NA,NA,Italian,defend,Action/Process,NA,difendere,epitran
défendre,StandardOrth,NA,NA,French,defend,Action/Process,NA,defɑ̃dr,epitran
defensar,StandardOrth,NA,NA,Catalan,defend,Action/Process,NA,dɛfɛnsaɾ,epitran
defender,StandardOrth,NA,NA,Portuguese,defend,Action/Process,NA,dɛfɛndɛɾ,epitran
apărare,StandardOrth,NA,NA,Romanian,defend,Action/Process,NA,apərare,epitran
forsvar,StandardOrth,NA,NA,Danish,defend,Action/Process,NA,,
för-svar,StandardOrth,NA,NA,Swedish,defend,Action/Process,NA,føːr-svɑːr,epitran
defend,StandardOrth,NA,NA,English,defend,Action/Process,NA,dɪfɛˈnd,cmu.in.ipa
verdedigen,StandardOrth,NA,NA,Dutch,defend,Action/Process,NA,vɛrdeːdiːɣɛn,epitran
Verteidigung,StandardOrth,NA,Original (M. R. Key),German,defend,Action/Process,FALSE,feətaiediçuŋk,epitran
aizstāvēt,StandardOrth,NA,NA,Latvian,defend,Action/Process,NA,aizstavet,multilingual-g2p
aizstāvēties,StandardOrth,NA,NA,Latvian,defend,Action/Process,NA,aizstaveties,multilingual-g2p
obrana,StandardOrth,NA,NA,Czech,defend,Action/Process,NA,obrana,multilingual-g2p
obrona,StandardOrth,NA,NA,Polish,defend,Action/Process,NA,ɔbrɔna,epitran
(o)bronić,StandardOrth,NA,NA,Polish,defend,Action/Process,NA,(ɔ)brɔɲit͡ɕ,epitran
ipoxo'ro,LatinTrans,NA,NA,Modern Greek,retreat,Action/Process,NA,aɪpəksɒɹəʊ,multilingual-g2p
ritirarsi,StandardOrth,NA,NA,Italian,retreat,Action/Process,NA,ritirarsi,epitran
fuir,StandardOrth,NA,NA,French,retreat,Action/Process,NA,fɥir,epitran
retirar-se,StandardOrth,NA,NA,Catalan,retreat,Action/Process,NA,ɾɛtiɾaɾ-sɛ,epitran
retirar-se,StandardOrth,NA,NA,Portuguese,retreat,Action/Process,NA,ʁɛtiɾɐɾ-sɛ,epitran
retragere,StandardOrth,NA,NA,Romanian,retreat,Action/Process,NA,retrad͡ʒere,epitran
retræte,StandardOrth,NA,NA,Danish,retreat,Action/Process,NA,,
reträtt,StandardOrth,NA,NA,Swedish,retreat,Action/Process,NA,rɛtrɛt,epitran
åter-tåg,StandardOrth,NA,NA,Swedish,retreat,Action/Process,NA,oːteːr-toːɡ,epitran
retreat,StandardOrth,NA,NA,English,retreat,Action/Process,NA,ɹitɹiˈt,cmu.in.ipa
terugtrekken,StandardOrth,NA,NA,Dutch,retreat,Action/Process,NA,teːrʏxtrɛkkɛn,epitran
vluchten,StandardOrth,NA,NA,Dutch,retreat,Action/Process,NA,vlʏxtɛn,epitran
Rückzug,StandardOrth,NA,Original (M. R. Key),German,retreat,Action/Process,FALSE,rykt͡suk,epitran
atkāpties,StandardOrth,NA,NA,Latvian,retreat,Action/Process,NA,atkapties,multilingual-g2p
ústup,StandardOrth,NA,NA,Czech,retreat,Action/Process,NA,ustup,multilingual-g2p
rejterada,StandardOrth,NA,NA,Polish,retreat,Action/Process,NA,rɛjtɛrada,epitran
odwrót,StandardOrth,NA,NA,Polish,retreat,Action/Process,NA,ɔdvrut,epitran
para'ðinome,LatinTrans,NA,NA,Modern Greek,surrender,Action/Process,NA,paɹəðɪnəʊmeɪ,multilingual-g2p
arrendersi,StandardOrth,NA,NA,Italian,surrender,Action/Process,NA,arːendersi,epitran
céder,StandardOrth,NA,NA,French,surrender,Action/Process,NA,sede,epitran
rendir-se,StandardOrth,NA,NA,Catalan,surrender,Action/Process,NA,ɾɛndiɾ-sɛ,epitran
capitular,StandardOrth,NA,NA,Portuguese,surrender,Action/Process,NA,kɐpitulɐɾ,epitran
render-se,StandardOrth,NA,NA,Portuguese,surrender,Action/Process,NA,ʁɛndɛɾ-sɛ,epitran
