phon,Form
ʃɛlf,shelf
kændʌl,candle
læmp,lamp
tɔɹtʃ,torch
teɪbʌl,table
tʃɛɹ,chair
blæŋkʌt,blanket
pɪloʊ,pillow
bɛd,bed
lædɝ,ladder
tʃɪmni,chimney
stoʊv,stove
faɪɝpleɪs,fireplace
wɔl,wall
flɔɹ,floor
wɪndoʊ,window
ki,key
lætʃ,latch
,NA
lɑk,lock
,NA
dʒæm,jamb
ɹum,room
dɔɹ,door
ɡeɪt,gate
,NA
,NA
,NA
jɑɹd,yard
kɔɹt,court
tɛnt,tent
,NA
hʌt,hut
haʊs,house
dwɛl,dwell
laɪv,live
mɪɹɝ,mirror
soʊp,soap
ɔɪntmʌnt,ointment
ɹeɪzɝ,razor
bɹeɪd,braid
bɹʌʃ,brush
koʊm,comb
taʊʌl,towel
hæŋkɝtʃɪf,handkerchief
ɹæɡ,rag
tætu,tattoo
hɛdbænd,headband
hɛdɹɛs,headdress
ɪɹɪŋ,earring
bid,bead
nɛklʌs,necklace
bɹeɪslʌt,bracelet
ɹɪŋ,ring
dʒuʌl,jewel
ɔɹnʌmʌnt,ornament
ʌdɔɹnmʌnt,adornment
pɪn,pin
bʌtʌn,button
pɑkʌt,pocket
veɪl,veil
ɡlʌv,glove
bɛlt,belt
ɡɝdʌl,girdle
hæt,hat
kæp,cap
ʃumeɪkɝ,shoemaker
kɑblɝ,cobbler
ʃu,shoe
but,boot
stɑkɪŋ,stocking
sɑk,sock
tɹaʊzɝz,trousers
,NA
skɝt,skirt
kɑlɝ,collar
ʃɝt,shirt
koʊt,coat
,NA
pɑntʃoʊ,poncho
daɪ,dye
kloʊk,cloak
θɹɛd,thread
nidʌl,needle
,NA
soʊ,sew
lum,loom
wiv,weave
spɪndʌl,spindle
spɪn,spin
lɛðɝ,leather
fɝ,fur
fɛlt,felt
sɪlk,silk
kɑtʌn,cotton
lɪnʌn,linen
flæks,flax
wʊl,wool
klɔθ,cloth
teɪlɝ,tailor
kloʊðɪŋ,clothing
kloʊðz,clothes
,NA
,NA
ɛɡ,egg
,NA
bɪɹ,beer
waɪn,wine
mid,mead
bɛvɝɪdʒ,beverage
dɹɪŋk,drink
bʌtɝ,butter
tʃiz,cheese
mɪlk,milk
ʃʊɡɝ,sugar
mɪlk,milk
hʌni,honey
,NA
pɛpɝ,pepper
sɔlt,salt
ɡɹis,grease
fæt,fat
ɔɪl,oil
ɑlʌv,olive
ɡɹeɪp,grape
nʌt,nut
fɪɡ,fig
bʌntʃ,bunch
fɹut,fruit
pʌteɪtoʊ,potato
bin,bean
vɛdʒtʌbʌlz,vegetables
sup,soup
bɹɔθ,broth
sɔsʌdʒ,sausage
mit,meat
,NA
mɔɹtɝ,mortar
mɪl,mill
kɹʌʃ,crush
ɡɹaɪnd,grind
mil,meal
flaʊɝ,flour
nid,knead
doʊ,dough
bɹɛd,bread
stɝ,stir
mɪks,mix
skɹeɪp,scrape
sɪv,sieve
stɹeɪn,strain
pil,peel
sʌpɝ,supper
dɪnɝ,dinner
lʌntʃ,lunch
bɹɛkfʌst,breakfast
mil,meal
tɑŋz,tongs
fɔɹk,fork
naɪf,knife
spun,spoon
sɔsɝ,saucer
kʌp,cup
,NA
boʊl,bowl
pɪtʃɝ,pitcher
dʒʌɡ,jug
pleɪt,plate
dɪʃ,dish
pæn,pan
pɑt,pot
,NA
kɛtʌl,kettle
beɪk,bake
ʌvʌn,oven
ɹoʊst,roast
fɹaɪ,fry
bɔɪl,boil
kʊk,cook
tʃoʊk,choke
swɑloʊ,swallow
tʃu,chew
sʌk,suck
θɝst,thirst
fæmʌn,famine
hʌŋɡɝ,hunger
dɹɪŋk,drink
ɹɑtʌn,rotten
ɡɹin,green
,NA
ɹaɪp,ripe
ɹɑ,raw
kʊkt,cooked
fud,food
it,eat
neɪkʌd,naked
bɛɹ,bare
blaɪnd,blind
ɪntɑksʌkeɪtʌd,intoxicated
mjut,mute
dɛf,deaf
bɔld,bald
leɪm,lame
leɪzi,lazy
ɹɛst,rest
taɪɝd,tired
wɪɹi,weary
pɔɪzʌn,poison
mɛdʌsʌn,medicine
dɹʌɡ,drug
fʌzɪʃʌn,physician
kjʊɹ,cure
hil,heal
skɑɹ,scar
pʌs,pus
bɔɪl,boil
blɪstɝ,blister
ɪtʃ,itch
swɛlɪŋ,swelling
bɹuz,bruise
waʊnd,wound
sɔɹ,sore
koʊld,cold
ɡɔɪtɝ,goiter
fivɝ,fever
sɪk,sick
sɪknʌs,sickness
wɛl,well
hɛlθ,health
wik,weak
stɹɔŋ,strong
maɪti,mighty
paʊɝfʌl,powerful
ɡɹeɪv,grave
tum,tomb
bɛɹi,bury
kɔɹps,corpse
kɪl,kill
dɹaʊnd,drowned
daɪ,die
dɛd,dead
laɪv,live
lɪvɪŋ,living
laɪf,life
kʌnsiv,conceive
pɹɛɡnʌnt,pregnant
bɔɹn,born
bɪɡɛt,beget
beɪð,bathe
ʃɪvɝ,shiver
,NA
,NA
jɝʌneɪt,urinate
,NA
,NA
dɹim,dream
snɔɹ,snore
slip,sleep
dɹɪbʌl,dribble
lɪk,lick
baɪt,bite
vɑmʌt,vomit
spɪt,spit
pɝspaɪɹ,perspire
sniz,sneeze
kɑf,cough
hɪkʌp,hiccough
jɔn,yawn
ɡeɪp,gape
bɹið,breathe
bɹɛθ,breath
pinɪs,penis
tɛstɪkʌl,testicle
wum,womb
bʌtʌks,buttocks
hɪp,hip
weɪst,waist
ɪntɛstʌnz,intestines
ɡʌts,guts
stʌmʌk,stomach
splin,spleen
kɪdni,kidney
lɪvɝ,liver
lʌŋ,lung
hɑɹt,heart
neɪvʌl,navel
,NA
nɪpʌl,nipple
tit,teat
bɹɛst,breast
tʃɛst,chest
fɛðɝ,feather
wɪŋ,wing
toʊ,toe
fʊtpɹɪnt,footprint
hil,heel
æŋkʌl,ankle
fʊt,foot
ni,knee
,NA
θaɪ,thigh
lɛɡ,leg
klɔ,claw
fɪŋɡɝneɪl,fingernail
θʌm,thumb
fɪŋɡɝ,finger
,NA
hænd,hand
ɹɪst,wrist
ɛlboʊ,elbow
ɑɹmpɪt,armpit
ɑɹm,arm
kɑlɝboʊn,collarbone
,NA
ʃoʊldɝ,shoulder
θɹoʊt,throat
,NA
nɛk,neck
,NA
tuθ,tooth
ɡʌmz,gums
tʌŋ,tongue
lɪp,lip
bik,beak
maʊθ,mouth
mjukʌs,mucus
nɑstɹɪl,nostril
noʊz,nose
ɪɹwæks,earwax
,NA
iɹ,ear
blɪŋk,blink
aɪlæʃ,eyelash
aɪlɪd,eyelid
aɪbɹaʊ,eyebrow
aɪ,eye
tʃik,cheek
tʃɪn,chin
fɔɹhɛd,forehead
dʒɔ,jaw
feɪs,face
bɹeɪn,brain
,NA
tɛmpʌl,temple
skʌl,skull
hɛd,head
spaɪn,spine
bæk,back
teɪl,tail
hɔɹn,horn
ɹɪb,rib
boʊn,bone
veɪn,vein
ɑɹtɝi,artery
blʌd,blood
dændɹʌf,dandruff
,NA
,NA
bɪɹd,beard
hɛɹ,hair
flɛʃ,flesh
skɪn,skin
haɪd,hide
bɑdi,body
tɝtʌl,turtle
kɹɑkʌdaɪl,crocodile
ælʌɡeɪtɝ,alligator
lɪzɝd,lizard
fɹɑɡ,frog
sneɪl,snail
ɡɹæshɑpɝ,grasshopper
bʌtɝflaɪ,butterfly
faɪɝflaɪ,firefly
sneɪk,snake
wɝm,worm
mʌskitoʊ,mosquito
,NA
mɪdʒ,midge
næt,gnat
flaɪ,fly
wɑsp,wasp
bihaɪv,beehive
,NA
bi,bee
,NA
spaɪdɝ,spider
ænt,ant
kɑkɹoʊtʃ,cockroach
skɔɹpiʌn,scorpion
sɛntɪpid,centipede
fli,flea
nɪt,nit
laʊs,louse
ɪnsɛkt,insect
kæmʌl,camel
ɛlʌfʌnt,elephant
mʌŋki,monkey
dɪɹ,deer
fɑks,fox
bɛɹ,bear
laɪʌn,lion
wʊlf,wolf
,NA
,NA
weɪl,whale
pɔɹpʌs,porpoise
dɑlfʌn,dolphin
ʃɑɹk,shark
ʃɛl,shell
ɡɪl,gill
,NA
fɪn,fin
fɪʃ,fish
maʊs,mouse
ɹæt,rat
oʊpɑsʌm,opossum
kæt,cat
ɹæbʌt,rabbit
dɔɡ,dog
dʌv,dove
aʊl,owl
kɹoʊ,crow
pɛɹʌt,parrot
bæt,bat
vʌltʃɝ,vulture
hɔk,hawk
iɡʌl,eagle
siɡʌl,seagull
hɛɹʌn,heron
bɝd,bird
nɛst,nest
dʌk,duck
ɡus,goose
tʃɪkʌn,chicken
hɛn,hen
kɑk,cock
ɹustɝ,rooster
mjul,mule
faʊl,fowl
æs,ass
dɑŋki,donkey
foʊl,foal
koʊlt,colt
mɛɹ,mare
stæljʌn,stallion
hɔɹs,horse
kɪd,kid
,NA
ɡoʊt,goat
pɪɡ,pig
saʊ,sow
bɔɹ,boar
læm,lamb
ju,ewe
ɹæm,ram
ʃip,sheep
kæf,calf
kaʊ,cow
ɑks,ox
bʊl,bull
kætʌl,cattle
steɪbʌl,stable
stɔl,stall
,NA
pæstʃɝ,pasture
laɪvstɑk,livestock
fimeɪl,female
meɪl,male
ænʌmʌl,animal
ðeɪ,they
ju,you
wi,we
wi,we
wi,we
hi,he
ju,you
aɪ,i
fæmʌli,family
ɹɛlʌtɪvz,relatives
,NA
wɪdoʊɝ,widower
wɪdoʊ,widow
ɔɹfʌn,orphan
stɛpdɔtɝ,stepdaughter
stɛpsʌn,stepson
stɛpmʌðɝ,stepmother
stɛpfɑðɝ,stepfather
dɔtɝɪnlɔ,daughter-in-law
dɔtɝɪnlɔ,daughter-in-law
sʌnɪnlɔ,son-in-law
sʌnɪnlɔ,son-in-law
mʌðɝɪnlɔ,mother-in-law
mʌðɝɪnlɔ,mother-in-law
fɑðɝɪnlɔ,father-in-law
fɑðɝɪnlɔ,father-in-law
dɪsɛndʌnts,descendants
ænsɛstɝz,ancestors
kʌzʌn,cousin
nis,niece
nɛfju,nephew
,NA
ænt,aunt
,NA
,NA
,NA
ʌŋkʌl,uncle
ɡɹændsʌn,grandson
ɡɹændɔtɝ,granddaughter
,NA
ɡɹændmʌðɝ,grandmother
,NA
ɡɹændfɑðɝ,grandfather
twɪnz,twins
sɪblɪŋ,sibling
,NA
,NA
sɪstɝ,sister
,NA
,NA
bɹʌðɝ,brother
ɔfspɹɪŋ,offspring
dɔtɝ,daughter
sʌn,son
,NA
,NA
pɛɹʌnts,parents
mʌðɝ,mother
fɑðɝ,father
dɪvɔɹs,divorce
mɛɹɪdʒ,marriage
wɛdɪŋ,wedding
mɛɹi,marry
waɪf,wife
hʌzbʌnd,husband
ɪnfʌnt,infant
beɪbi,baby
tʃaɪld,child
,NA
ɡɝl,girl
,NA
bɔɪ,boy
fimeɪl,female
meɪl,male
wʊmʌn,woman
mæn,man
pɝsʌn,person
,NA
tʃɑɹkoʊl,charcoal
faɪɝwʊd,firewood
mætʃ,match
ɪkstɪŋɡwɪʃ,extinguish
laɪt,light
kɪndʌl,kindle
ɪɡnaɪt,ignite
bɝn,burn
bɝn,burn
ɛmbɝz,embers
æʃɪz,ashes
smoʊk,smoke
fleɪm,flame
faɪɝ,fire
wɛðɝ,weather
aɪs,ice
snoʊ,snow
ɹeɪn,rain
fɑɡ,fog
waɪnd,wind
klaʊd,cloud
ɛɹ,air
du,dew
ʃeɪd,shade
ʃædoʊ,shadow
dɑɹknʌs,darkness
laɪt,light
ɹeɪnboʊ,rainbow
stɔɹm,storm
θʌndɝ,thunder
laɪtnɪŋ,lightning
laɪtnɪŋ,lightning
stɑɹ,star
mun,moon
sʌn,sun
skaɪ,sky
ɝθkweɪk,earthquake
stoʊn,stone
ɹɑk,rock
wʊd,wood
tɹi,tree
wʊdz,woods
fɔɹʌst,forest
wɔtɝfɔl,waterfall
swɑmp,swamp
spɹɪŋ,spring
wɛl,well
wɝlpul,whirlpool
ɹɪvɝ,river
stɹim,stream
bɹʊk,brook
,NA
,NA
taɪd,tide
weɪv,wave
,NA
pɔɪnt,point
ɹif,reef
lʌɡun,lagoon
ɡʌlf,gulf
beɪ,bay
leɪk,lake
oʊʃʌn,ocean
foʊm,foam
ɹʌf,rough
si,sea
kɑm,calm
wɔtɝ,water
keɪv,cave
ʃɔɹ,shore
meɪnlænd,mainland
aɪlʌnd,island
væli,valley
pleɪn,plain
fild,field
klɪf,cliff
pɹɛsɪpʌs,precipice
maʊntʌn,mountain
hɪl,hill
mʌd,mud
sænd,sand
dʌst,dust
ɡɹaʊnd,ground
sɔɪl,soil
ɝθ,earth
lænd,land
wɝld,world
sʌmtaɪmz,sometimes
sun,soon
,NA
nɛvɝ,never
ʌɡɛn,again
deɪ,day
naɪt,night
dɔn,dawn
mɔɹnɪŋ,morning
nun,noon
mɪddeɪ,midday
æftɝnun,afternoon
ivnɪŋ,evening
tʌdeɪ,today
tʌmɑɹoʊ,tomorrow
,NA
jɛstɝdeɪ,yesterday
,NA
aʊɝ,hour
klɑk,clock
taɪmpis,timepiece
wik,week
sʌndeɪ,sunday
mʌndi,monday
tuzdi,tuesday
wɛnzdi,wednesday
θɝzdeɪ,thursday
fɹaɪdi,friday
sætɝdi,saturday
mʌnθ,month
jɪɹ,year
wɪntɝ,winter
spɹɪŋ,spring
sʌmɝ,summer
ɔtʌm,autumn
sizʌn,season
smɛl,smell
snɪf,sniff
smɛl,smell
fɹeɪɡɹʌnt,fragrant
,NA
stɪŋkɪŋ,stinking
,NA
teɪst,taste
swit,sweet
sɔlti,salty
bɪtɝ,bitter
æsʌd,acid
saʊɝ,sour
bɹækɪʃ,brackish
hiɹ,hear
lɪsʌn,listen
saʊnd,sound
nɔɪz,noise
laʊd,loud
kwaɪʌt,quiet
saɪlʌns,silence
si,see
lʊk,look
,NA
ʃoʊ,show
ʃaɪn,shine
bɹaɪt,bright
kʌlɝ,color
laɪt,light
dɑɹk,dark
waɪt,white
blæk,black
ɹɛd,red
blu,blue
ɡɹin,green
jɛloʊ,yellow
tʌtʃ,touch
pɪntʃ,pinch
fil,feel
hɑɹd,hard
sɑft,soft
ɹʌf,rough
smuð,smooth
ʃɑɹp,sharp
blʌnt,blunt
dʌl,dull
hɛvi,heavy
,NA
wɛt,wet
dæmp,damp
dɹaɪ,dry
hɑt,hot
wɔɹm,warm
koʊld,cold
klin,clean
dɝti,dirty
sɔɪld,soiled
ɹɪŋkʌld,wrinkled
soʊl,soul
spɪɹʌt,spirit
sɝpɹaɪzd,surprised
ʌstɑnɪʃt,astonished
,NA
lʌk,luck
mɪsfɔɹtʃʌn,misfortune
,NA
dʒɔɪfʌl,joyful
ɡlæd,glad
hæpi,happy
læf,laugh
smaɪl,smile
pleɪ,play
lʌv,love
kɪs,kiss
ɛmbɹeɪs,embrace
peɪn,pain
ɡɹif,grief
sɑɹoʊ,sorrow
sædnʌs,sadness
æŋzaɪʌti,anxiety
wɝi,worry
ɹʌɡɹɛt,regret
,NA
pɪti,pity
kɹaɪ,cry
wip,weep
tɛɹ,tear
ɡɹoʊn,groan
heɪt,hate
æŋɡɝ,anger
ɛnvi,envy
dʒɛlʌsi,jealousy
ʃeɪm,shame
pɹaʊd,proud
dɛɹ,dare
bɹeɪv,brave
fɪɹ,fear
fɹaɪt,fright
deɪndʒɝ,danger
dɪzaɪɝ,desire
wɑnt,want
tʃuz,choose
hoʊp,hope
feɪθfʌl,faithful
tɹu,true
laɪ,lie
,NA
dɪsit,deceit
fɝɡɪv,forgive
ɡʊd,good
bæd,bad
ɹaɪt,right
kɝɛkt,correct
ɹɔŋ,wrong
fɔlt,fault
mɪsteɪk,mistake
ɛɹɝ,error
bleɪm,blame
pɹeɪz,praise
bjutʌfʌl,beautiful
ʌɡli,ugly
ɡɹidi,greedy
klɛvɝ,clever
maɪnd,mind
θɪŋk,think
ɹʌflɛkt,reflect
θɪŋk,think
bɪliv,believe
ʌndɝstænd,understand
noʊ,know
ɡɛs,guess
ɪmʌteɪt,imitate
sim,seem
aɪdiʌ,idea
noʊʃʌn,notion
waɪz,wise
fulɪʃ,foolish
stupʌd,stupid
ɪnseɪn,insane
kɹeɪzi,crazy
lɝn,learn
stʌdi,study
titʃ,teach
pjupʌl,pupil
titʃɝ,teacher
skul,school
ɹɪmɛmbɝ,remember
fɝɡɛt,forget
klɪɹ,clear
pleɪn,plain
ʌbskjʊɹ,obscure
sikɹʌt,secret
ʃʊɹ,sure
sɝtʌn,certain
ɪkspleɪn,explain
ɪntɛntʃʌn,intention
pɝpʌs,purpose
kɑz,cause
daʊt,doubt
sʌspɛkt,suspect
bɪtɹeɪ,betray
nid,need
nʌsɛsʌti,necessity
izi,easy
dɪfʌkʌlt,difficult
tɹaɪ,try
ʌtɛmpt,attempt
weɪ,way
mænɝ,manner
ʌnd,and
bɪkɔz,because
ɪf,if
ɔɹ,or
jɛs,yes
ʌfɝmʌtɪv,affirmative
noʊ,no
nɛɡʌtɪv,negative
haʊ,how
,NA
,NA
wʌt,what
wɛn,when
wɛɹ,where
wɪtʃ,which
hu,who
waɪ,why
vɔɪs,voice
sɪŋ,sing
ʃaʊt,shout
,NA
wɪspɝ,whisper
mʌmbʌl,mumble
wɪsʌl,whistle
ʃɹik,shriek
skɹitʃ,screech
haʊl,howl
spik,speak
tɔk,talk
stʌtɝ,stutter
stæmɝ,stammer
seɪ,say
,NA
spitʃ,speech
saɪlʌnt,silent
læŋɡwʌdʒ,language
wɝd,word
neɪm,name
,NA
ɪnkwaɪɹ,inquire
ænsɝ,answer
ʌdmɪt,admit
kʌnfɛs,confess
dɪnaɪ,deny
æsk,ask
ɹɪkwɛst,request
pɹɑmʌs,promise
ɹʌfjuz,refuse
fɝbɪd,forbid
ɹibjuk,rebuke
skoʊld,scold
kɔl,call
sʌmʌn,summon
,NA
ʌnaʊns,announce
θɹɛtʌn,threaten
boʊst,boast
ɹaɪt,write
ɹɛd,read
peɪpɝ,paper
pɛn,pen
bʊk,book
poʊʌt,poet
flut,flute
dɹʌm,drum
hɔɹn,horn
tɹʌmpʌt,trumpet
ɹætʌl,rattle
kʌntɹi,country
,NA
sɪti,city
taʊn,town
vɪlʌdʒ,village
baʊndɝi,boundary
pipʌl,people
pɑpjʌlʌs,populace
tɹaɪb,tribe
klæn,clan
tʃif,chief
tʃiftʌn,chieftain
stæf,staff
,NA
ɹul,rule
ɡʌvɝn,govern
kɪŋ,king
ɹulɝ,ruler
kwin,queen
noʊbʌl,noble
noʊbʌlmʌn,nobleman
sɪtʌzʌn,citizen
sʌbdʒɛkt,subject
mæstɝ,master
sleɪv,slave
sɝvʌnt,servant
fɹimʌn,freeman
kʌmænd,command
ɔɹdɝ,order
oʊbeɪ,obey
lɛt,let
pɝmɪt,permit
fɹɛnd,friend
kʌmpænjʌn,companion
ɛnʌmi,enemy
