Form,alt_form,language,english.name,ontological.category,old.phon,phon,has.homophone
škoda,NA,Czech,pity,Thing,ʃkoda,ʃkoda,FALSE
slza,NA,Czech,tear (noun),Thing,slza,slza,FALSE
hněv,NA,Czech,anger,Thing,hɲev,hɲev,FALSE
zlost,NA,Czech,anger,Thing,zlost,zlost,FALSE
závist,NA,Czech,"envy, jealousy",Thing,zavist,zavist,FALSE
žárlivost,NA,Czech,"envy, jealousy",Thing,ʒarlivost,ʒarlivost,FALSE
stud,NA,Czech,shame (noun),Thing,stut,stut,FALSE
hanba,NA,Czech,shame (noun),Thing,hanba,hanba,FALSE
strach,NA,Czech,"fear, fright",Thing,strax,strax,FALSE
bázeň,NA,Czech,"fear, fright",Thing,bazeɲ,bazeɲ,FALSE
nebezpečí,NA,Czech,danger,Thing,nebespetʃi,nebespetʃ,FALSE
klam,NA,Czech,deceit,Thing,klam,klam,FALSE
šalba,NA,Czech,deceit,Thing,ʃalba,ʃalba,FALSE
podvod,NA,Czech,deceit,Thing,podvot,podvot,FALSE
vina,NA,Czech,fault,Thing,vina,vina,FALSE
chyba,NA,Czech,"mistake, error",Thing,xiba,xiba,FALSE
omyl,NA,Czech,"mistake, error",Thing,omil,omil,FALSE
blud,NA,Czech,"mistake, error",Thing,blut,blut,FALSE
hana,NA,Czech,blame,Thing,hana,hana,FALSE
chvála,NA,Czech,praise,Thing,xvala,xvala,FALSE
mysl,NA,Czech,mind,Thing,misl,misl,FALSE
myšlenka,NA,Czech,"idea, notion",Thing,miʃleŋka,miʃleŋka,FALSE
žák,NA,Czech,pupil,Thing,ʒak,ʒak,FALSE
učitel,NA,Czech,teacher,Thing,utʃitel,utʃitel,FALSE
škola,NA,Czech,school,Thing,ʃkola,ʃkola,FALSE
úmysl,NA,Czech,"intention, purpose",Thing,umisl,umisl,FALSE
záměr,NA,Czech,"intention, purpose",Thing,zamɲer,zamɲer,FALSE
účel,NA,Czech,"intention, purpose",Thing,utʃel,utʃel,FALSE
příčina,NA,Czech,cause,Thing,pritʃina,pritʃina,FALSE
pochybnost,NA,Czech,doubt,Thing,poxibnost,poxibnost,FALSE
potřeba,NA,Czech,"need, necessity",Thing,potreba,potreba,FALSE
nutnost,NA,Czech,"need, necessity",Thing,nutnost,nutnost,FALSE
způsob,NA,Czech,"way, manner",Thing,spusop,spusop,FALSE
hlas,NA,Czech,voice,Thing,hlas,hlas,FALSE
řeč,NA,Czech,speech (make a),Thing,retʃ,retʃ,FALSE
slovo,NA,Czech,word,Thing,slovo,slovo,FALSE
jméno,NA,Czech,name,Thing,jmeno,jmeno,FALSE
papír,NA,Czech,paper,Thing,papir,papir,FALSE
kniha,NA,Czech,book,Thing,kɲiha,kɲiha,FALSE
básník,NA,Czech,poet,Thing,basɲik,basɲik,FALSE
píšt’ala,NA,Czech,flute,Thing,piʃtala,piʃtala,FALSE
flétna,NA,Czech,flute,Thing,fletna,fletna,FALSE
buben,NA,Czech,drum,Thing,buben,buben,FALSE
řehtačka,NA,Czech,rattle,Thing,rehtatʃka,rehtatʃka,FALSE
chrastítko,NA,Czech,rattle,Thing,xrascitko,xrascitko,FALSE
vlast,NA,Czech,one's native country,Thing,vlast,vlast,FALSE
otčina,NA,Czech,one's native country,Thing,ottʃina,ottʃina,FALSE
město,NA,Czech,"city, town",Thing,mɲesto,mɲesto,FALSE
ves,NA,Czech,village,Thing,ves,ves,FALSE
hranice,NA,Czech,boundary,Thing,hraɲitse,hraɲitse,FALSE
lid,NA,Czech,people (populace),Thing,lit,lit,FALSE
národ,NA,Czech,people (populace),Thing,narot,narot,FALSE
kmen,NA,Czech,"tribe, clan",Thing,kmen,kmen,FALSE
rod,NA,Czech,"tribe, clan",Thing,rot,rot,FALSE
náčelník,NA,Czech,"chief, chieftain",Thing,natʃelɲik,natʃelɲik,FALSE
berla,NA,Czech,"staff, walking stick",Thing,berla,berla,FALSE
hůl(ka),NA,Czech,"staff, walking stick",Thing,hul,hul,FALSE
král,NA,Czech,"king, ruler",Thing,kral,kral,FALSE
královna,NA,Czech,queen,Thing,kralovna,kralovna,FALSE
šlechtic,NA,Czech,"noble, nobleman",Thing,ʃlexcits,ʃlexcits,FALSE
občan,NA,Czech,"citizen, subject",Thing,optʃan,optʃan,FALSE
pán,NA,Czech,master,Thing,pan,pan,FALSE
otrok,NA,Czech,slave,Thing,otrok,otrok,FALSE
sluha,NA,Czech,servant,Thing,sluha,sluha,FALSE
svobodný,NA,Czech,freeman,Thing,svobodni,svobodn,FALSE
přítel,NA,Czech,"friend, companion",Thing,pritel,pritel,FALSE
nepřítel,NA,Czech,enemy,Thing,nepritel,nepritel,FALSE
soused,NA,Czech,neighbor,Thing,soʊset,soʊset,FALSE
cizinec,NA,Czech,stranger,Thing,tsizinets,tsizinets,FALSE
host,NA,Czech,guest,Thing,host,host,FALSE
hostitel,NA,Czech,host,Thing,hoscitel,hoscitel,FALSE
obyčej,NA,Czech,custom,Thing,obitʃeɪ,obitʃeɪ,FALSE
zvyk,NA,Czech,custom,Thing,zvik,zvik,FALSE
mrav,NA,Czech,custom,Thing,mrav,mrav,FALSE
hádka,NA,Czech,"strife, quarrel",Thing,hatka,hatka,FALSE
spor,NA,Czech,"strife, quarrel",Thing,spor,spor,FALSE
svár,NA,Czech,"strife, quarrel",Thing,svar,svar,FALSE
prostitutka,NA,Czech,prostitute,Thing,proscitutka,proscitutka,FALSE
nevěstka,NA,Czech,prostitute,Thing,nevjestka,nevjestka,FALSE
kurva,NA,Czech,prostitute,Thing,kurva,kurva,FALSE
válka,NA,Czech,"war, battle",Thing,valka,valka,FALSE
mír,NA,Czech,peace,Thing,mir,mir,FALSE
vojsko,NA,Czech,army,Thing,vojsko,vojsko,FALSE
armáda,NA,Czech,army,Thing,armada,armada,FALSE
voják,NA,Czech,soldier,Thing,vojak,vojak,FALSE
vojín,NA,Czech,soldier,Thing,vojin,vojin,FALSE
zbraně,NA,Czech,"weapons, arms",Thing,zbraɲe,zbraɲe,FALSE
palice,NA,Czech,club,Thing,palitse,palitse,FALSE
obušek,NA,Czech,club,Thing,obuʃek,obuʃek,FALSE
bojová sekyra,NA,Czech,battle-ax,Thing,bojovasekira,bojovasekira,FALSE
prak,NA,Czech,sling,Thing,prak,prak,FALSE
luk,NA,Czech,bow,Thing,luk,luk,FALSE
šíp,NA,Czech,arrow,Thing,ʃip,ʃip,FALSE
střela,NA,Czech,arrow,Thing,strela,strela,FALSE
oštěp,NA,Czech,spear,Thing,oʃcep,oʃcep,FALSE
kopí,NA,Czech,spear,Thing,kopi,kop,FALSE
meč,NA,Czech,sword,Thing,metʃ,metʃ,FALSE
puška,NA,Czech,"gun, cannon",Thing,puʃka,puʃka,FALSE
dělo,NA,Czech,"gun, cannon",Thing,ɟelo,ɟelo,FALSE
brnění,NA,Czech,armor (defensive),Thing,brɲeɲi,brɲeɲ,FALSE
přílba,NA,Czech,helmet,Thing,prilba,prilba,FALSE
štít,NA,Czech,shield,Thing,ʃcit,ʃcit,FALSE
pevnost,NA,Czech,fortress,Thing,pevnost,pevnost,FALSE
tvrz,NA,Czech,fortress,Thing,tvrs,tvrs,FALSE
věž,NA,Czech,tower,Thing,vjeʃ,vjeʃ,FALSE
vítězství,NA,Czech,victory,Thing,vicesstvi,vicesstv,FALSE
porážka,NA,Czech,defeat,Thing,poraʃka,poraʃka,FALSE
útok,NA,Czech,attack,Thing,utok,utok,FALSE
zajatec,NA,Czech,"captive, prisoner",Thing,zajatets,zajatets,FALSE
stráž,NA,Czech,"guard, sentinel",Thing,straʃ,straʃ,FALSE
hlídka,NA,Czech,"guard, sentinel",Thing,hlitka,hlitka,FALSE
kořist,NA,Czech,"booty, spoils",Thing,korist,korist,FALSE
plen,NA,Czech,"booty, spoils",Thing,plen,plen,FALSE
záloha,NA,Czech,ambush,Thing,zaloha,zaloha,FALSE
rybář,NA,Czech,fisherman,Thing,ribar,ribar,FALSE
udice,NA,Czech,fishhook,Thing,uɟitse,uɟitse,FALSE
rybářská sít’,NA,Czech,fishnet,Thing,ribarskasit,ribarskasit,FALSE
past naryby,NA,Czech,fish trap,Thing,pastnaribi,pastnarib,FALSE
past,NA,Czech,trap (noun),Thing,past,past,FALSE
právo,NA,Czech,law,Thing,pravo,pravo,FALSE
soud,NA,Czech,court,Thing,soʊt,soʊt,FALSE
rozsudek,NA,Czech,judgment,Thing,rossudek,rossudek,FALSE
soudce,NA,Czech,judge (noun),Thing,soʊttse,soʊttse,FALSE
obžalovaný,NA,Czech,defendant,Thing,obʒalovani,obʒalovan,FALSE
svědek,NA,Czech,witness,Thing,svjedek,svjedek,FALSE
přísaha,NA,Czech,oath,Thing,prisaha,prisaha,FALSE
trest,NA,Czech,"penalty, punishment",Thing,trest,trest,FALSE
pokuta,NA,Czech,"penalty, punishment",Thing,pokuta,pokuta,FALSE
vězení,NA,Czech,"prison, jail",Thing,vjezeɲi,vjezeɲ,FALSE
žalář,NA,Czech,"prison, jail",Thing,ʒalar,ʒalar,FALSE
vražda,NA,Czech,murder,Thing,vraʒda,vraʒda,FALSE
cizoložtví,NA,Czech,adultery,Thing,tsizoloʃtvi,tsizoloʃtv,FALSE
násilné smilstvo,NA,Czech,rape,Thing,nasilnesmilstvo,nasilnesmilstvo,FALSE
znásilnění,NA,Czech,rape,Thing,znasilɲeɲi,znasilɲeɲ,FALSE
žhářství,NA,Czech,arson,Thing,ʃharstvi,ʃharstv,FALSE
křivá přísaha,NA,Czech,perjury,Thing,krivaprisaha,krivaprisaha,FALSE
křivopřisežnictví,NA,Czech,perjury,Thing,krivopriseʒɲitstvi,krivopriseʒɲitstv,FALSE
zloděj,NA,Czech,thief,Thing,zloɟej,zloɟej,FALSE
náboženství,NA,Czech,religion,Thing,naboʒenstvi,naboʒenstv,FALSE
víra,NA,Czech,religion,Thing,vira,vira,FALSE
bůh,NA,Czech,God,Thing,bux,bux,FALSE
chrám,NA,Czech,"temple, church",Thing,xram,xram,FALSE
oltář,NA,Czech,altar,Thing,oltar,oltar,FALSE
kněz,NA,Czech,priest,Thing,kɲes,kɲes,FALSE
pop,NA,Czech,priest,Thing,pop,pop,FALSE
peklo,NA,Czech,hell,Thing,peklo,peklo,FALSE
zlý duch,NA,Czech,demon (evil spirit),Thing,zlidux,zlidux,FALSE
démon,NA,Czech,demon (evil spirit),Thing,demon,demon,FALSE
modla,NA,Czech,idol,Thing,modla,modla,FALSE
bůžek,NA,Czech,idol,Thing,buʒek,buʒek,FALSE
kouzlo,NA,Czech,"magic, witchcraft, sorcery",Thing,koʊzlo,koʊzlo,FALSE
čarodějnictví,NA,Czech,"magic, witchcraft, sorcery",Thing,tʃaroɟejɲitstvi,tʃaroɟejɲitstv,FALSE
strašidlo,NA,Czech,"ghost, phantom",Thing,straʃidlo,straʃidlo,FALSE
příšera,NA,Czech,"ghost, phantom",Thing,priʃera,priʃera,FALSE
znamení,NA,Czech,"omen, portent",Thing,znameɲi,znameɲ,FALSE
přestati,NA,Czech,"cease, stop",Action,prestaci,prest,FALSE
dokončiti,NA,Czech,finish,Action,dokontʃici,dokontʃ,FALSE
skončiti,NA,Czech,finish,Action,skontʃici,skontʃ,FALSE
ukončiti,NA,Czech,finish,Action,ukontʃici,ukontʃ,FALSE
trvati,NA,Czech,"last, endure",Action,trvaci,trv,FALSE
začíti,NA,Czech,"begin, beginning",Action,zatʃici,zatʃ,FALSE
počíti,NA,Czech,"begin, beginning",Action,potʃici,potʃ,FALSE
prodlévati,NA,Czech,"retard, delay",Action,prodlevaci,prodlev,FALSE
meškati,NA,Czech,"retard, delay",Action,meʃkaci,meʃk,FALSE
odkládati,NA,Czech,"retard, delay",Action,otkladaci,otklad,FALSE
chvátati,NA,Czech,"hasten, hurry",Action,xvataci,xvat,FALSE
spěchati,NA,Czech,"hasten, hurry",Action,spjexaci,spjex,FALSE
kvapiti,NA,Czech,"hasten, hurry",Action,kvapici,kvap,FALSE
počítati,NA,Czech,count,Action,potʃitaci,potʃit,FALSE
měniti,NA,Czech,change,Action,mɲeɲici,mɲeɲ,FALSE
měřiti,NA,Czech,measure,Action,mɲerici,mɲer,FALSE
růsti,NA,Czech,grow,Action,rusci,rus,FALSE
skrýti,NA,Czech,"hide, conceal",Action,skrici,skr,FALSE
schovati,NA,Czech,"hide, conceal",Action,sxovaci,sxov,FALSE
zavříti,NA,Czech,"shut, close",Action,zavrici,zavr,FALSE
pokrýti,NA,Czech,cover,Action,pokrici,pokr,FALSE
otevříti,NA,Czech,open,Action,otevrici,otevr,FALSE
rozděliti,NA,Czech,divide,Action,rozɟelici,rozɟel,FALSE
odděliti,NA,Czech,separate,Action,odɟelici,odɟel,FALSE
odloučiti,NA,Czech,separate,Action,odloʊtʃici,odloʊtʃ,FALSE
spojiti,NA,Czech,"join, unite",Action,spojici,spoj,FALSE
sloučiti,NA,Czech,"join, unite",Action,sloʊtʃici,sloʊtʃ,FALSE
nahromaditi,NA,Czech,pile up,Action,nahromaɟici,nahromaɟ,FALSE
zdvihati,NA,Czech,pick up,Action,zdvihaci,zdvih,FALSE
sbírati,NA,Czech,"collect, gather",Action,zbiraci,zbir,FALSE
shromážditi,NA,Czech,"collect, gather",Action,shromaʒɟici,shromaʒɟ,FALSE
zůstati,NA,Czech,"remain, stay",Action,zustaci,zust,FALSE
čekati,NA,Czech,"remain, stay",Action,tʃekaci,tʃek,FALSE
ležeti,NA,Czech,lie down,Action,leʒeci,leʒ,FALSE
seděti,NA,Czech,sit,Action,seɟeci,seɟ,FALSE
postaviti,NA,Czech,put,Action,postavici,postav,FALSE
položiti,NA,Czech,put,Action,poloʒici,poloʒ,FALSE
klásti,NA,Czech,put,Action,klasci,klas,FALSE
vážiti,NA,Czech,weigh,Action,vaʒici,vaʒ,FALSE
děliti se,NA,Czech,share (distribute),Action,ɟelicise,ɟel,FALSE
sdíleti,NA,Czech,share (distribute),Action,zɟileci,zɟil,FALSE
prodati,NA,Czech,sell,Action,prodaci,prod,FALSE
koupiti,NA,Czech,buy,Action,koʊpici,koʊp,FALSE
vydělati,NA,Czech,earn,Action,viɟelaci,viɟel,FALSE
najmouti,NA,Czech,hire,Action,najmoʊci,najmoʊ,FALSE
zaplatiti,NA,Czech,pay (vb),Action,zaplacici,zaplac,FALSE
býti dlužen,NA,Czech,owe,Action,bicidluʒen,bicidluʒen,FALSE
vypůjčiti si,NA,Czech,borrow,Action,vipujtʃicisi,vipujtʃicisi,FALSE
zadlužiti se,NA,Czech,borrow,Action,zadluʒicise,zadluʒ,FALSE
půjčiti,NA,Czech,lend,Action,pujtʃici,pujtʃ,FALSE
propustiti,NA,Czech,"release, let go",Action,propuscici,propusc,FALSE
ztratiti,NA,Czech,lose,Action,stracici,strac,FALSE
nalézti,NA,Czech,find,Action,nalesci,nal,FALSE
najíti,NA,Czech,find,Action,najici,naj,FALSE
nacházeti,NA,Czech,find,Action,naxazeci,naxaz,FALSE
hledati,NA,Czech,"seek, look for",Action,hledaci,hled,FALSE
ublížiti,NA,Czech,"harm, injure, damage",Action,ubliʒici,ubliʒ,FALSE
poškoditi,NA,Czech,"harm, injure, damage",Action,poʃkoɟici,poʃkoɟ,FALSE
uškoditi,NA,Czech,"harm, injure, damage",Action,uʃkoɟici,uʃkoɟ,FALSE
zničiti,NA,Czech,destroy,Action,zɲitʃici,zɲitʃ,FALSE
zbořiti,NA,Czech,destroy,Action,zborici,zbor,FALSE
chovati,NA,Czech,"preserve, look after",Action,xovaci,xov,FALSE
chrániti,NA,Czech,"preserve, look after",Action,xraɲici,xraɲ,FALSE
vrátiti,NA,Czech,give back,Action,vracici,vrac,FALSE
držeti,NA,Czech,"keep, retain",Action,drʒeci,drʒ,FALSE
dostati,NA,Czech,"get, obtain",Action,dostaci,dost,FALSE
dobýti,NA,Czech,"get, obtain",Action,dobici,dob,FALSE
přistáti,NA,Czech,land (vb),Action,pristaci,prist,FALSE
veslovati,NA,Czech,row (vb),Action,veslovaci,veslov,FALSE
strkati,NA,Czech,"push, shove",Action,strkaci,strk,FALSE
šoupati,NA,Czech,"push, shove",Action,ʃoʊpaci,ʃoʊp,FALSE
honiti,NA,Czech,drive,Action,hoɲici,hoɲ,FALSE
poslati,NA,Czech,send,Action,poslaci,posl,FALSE
posílati,NA,Czech,send,Action,posilaci,posil,FALSE
přinésti,NA,Czech,bring,Action,prinesci,prin,FALSE
nositi,NA,Czech,carry (bear),Action,nosici,nos,FALSE
vstoupiti,NA,Czech,enter,Action,fstoʊpici,fstoʊp,FALSE
vejíti,NA,Czech,enter,Action,vejici,vej,FALSE
přiblížiti se,NA,Czech,approach,Action,pribliʒicise,pribliʒ,FALSE
přijíti,NA,Czech,"reach, arrive",Action,prijici,prij,FALSE
pronásledovati,NA,Czech,pursue,Action,pronasledovaci,pronasledov,FALSE
stíhati,NA,Czech,pursue,Action,scihaci,scih,FALSE
následovati,NA,Czech,follow,Action,nasledovaci,nasledov,FALSE
jíti za,NA,Czech,follow,Action,jiciza,jiciza,FALSE
utéci,NA,Czech,flee,Action,utetsi,ute,FALSE
prchnouti,NA,Czech,flee,Action,prxnoʊci,prx,FALSE
zmizeti,NA,Czech,disappear,Action,zmizeci,zmiz,FALSE
odejeti,NA,Czech,"go away, depart",Action,odejeci,odej,FALSE
přicházeti,NA,Czech,come,Action,prixazeci,prixaz,FALSE
vyjíti,NA,Czech,go out,Action,vijici,vij,FALSE
šplhati,NA,Czech,climb,Action,ʃplhaci,ʃplh,FALSE
choditi,NA,Czech,go,Action,xoɟici,xoɟ,FALSE
stoupati,NA,Czech,go up,Action,stoʊpaci,stoʊp,FALSE
běžeti,NA,Czech,run,Action,bjeʒeci,bjeʒ,FALSE
běhati,NA,Czech,run,Action,bjehaci,bjeh,FALSE
kulhati,NA,Czech,limp,Action,kulhaci,kulh,FALSE
tancovati,NA,Czech,dance,Action,tantsovaci,tantsov,FALSE
kopati,NA,Czech,kick,Action,kopaci,kop,FALSE
skočiti,NA,Czech,"jump, leap",Action,skotʃici,skotʃ,FALSE
skákati,NA,Czech,"jump, leap",Action,skakaci,skak,FALSE
klouznouti,NA,Czech,"slide, slip",Action,kloʊznoʊci,kloʊz,FALSE
krčiti se,NA,Czech,crouch,Action,krtʃicise,krtʃ,FALSE
hrbiti se,NA,Czech,crouch,Action,hrbicise,hrb,FALSE
klečeti,NA,Czech,kneel,Action,kletʃeci,kletʃ,FALSE
plaziti se,NA,Czech,"creep, crawl",Action,plazicise,plaz,FALSE
douti,NA,Czech,blow,Action,doʊci,doʊ,FALSE
letěti,NA,Czech,fly (vb),Action,lececi,lec,FALSE
plaviti se,NA,Czech,sail (vb),Action,plavicise,plav,FALSE
plouti,NA,Czech,sail (vb),Action,ploʊci,ploʊ,FALSE
plovati,NA,Czech,sail (vb),Action,plovaci,plov,FALSE
stříkati,NA,Czech,splash,Action,strikaci,strik,FALSE
cákati,NA,Czech,splash,Action,tsakaci,tsak,FALSE
ponořiti se,NA,Czech,dive,Action,ponoricise,ponor,FALSE
potopiti,NA,Czech,sink,Action,potopici,potop,FALSE
třásti,NA,Czech,shake,Action,trasci,tras,FALSE
chytiti,NA,Czech,catch (ball),Action,xicici,xic,FALSE
házeti,NA,Czech,throw,Action,hazeci,haz,FALSE
hoditi,NA,Czech,throw,Action,hoɟici,hoɟ,FALSE
vrhnouti,NA,Czech,throw,Action,vrhnoʊci,vrh,FALSE
padnouti,NA,Czech,fall,Action,padnoʊci,pad,FALSE
zvednouti,NA,Czech,"raise, lift",Action,zvednoʊci,zved,FALSE
povstati,NA,Czech,rise,Action,pofstaci,pofst,FALSE
splétati,NA,Czech,twist,Action,spletaci,splet,FALSE
svíjeti,NA,Czech,twist,Action,svijeci,svij,FALSE
stáčeti,NA,Czech,twist,Action,statʃeci,statʃ,FALSE
klesati,NA,Czech,drop (vb),Action,klesaci,kles,FALSE
trousiti,NA,Czech,drop (vb),Action,troʊsici,troʊs,FALSE
váleti,NA,Czech,roll,Action,valeci,val,FALSE
ovinouti,NA,Czech,"wind, wrap",Action,ovinoʊci,ovi,FALSE
točiti,NA,Czech,turn around,Action,totʃici,totʃ,FALSE
kroutiti,NA,Czech,turn around,Action,kroʊcici,kroʊc,FALSE
vrtěti,NA,Czech,turn around,Action,vrceci,vrc,FALSE
obrátiti,NA,Czech,turn over,Action,obracici,obrac,FALSE
hýbati,NA,Czech,move,Action,hibaci,hib,FALSE
vytesati,NA,Czech,carve,Action,vitesaci,vites,FALSE
ovívati,NA,Czech,fan (vb),Action,ovivaci,oviv,FALSE
rozdmýchati,NA,Czech,fan (vb),Action,rozdmixaci,rozdmix,FALSE
zformovati,NA,Czech,mold (clay etc),Action,sformovaci,sformov,FALSE
(vy)modelovati,NA,Czech,mold (clay etc),Action,modelovaci,modelov,FALSE
vytvořiti,NA,Czech,mold (clay etc),Action,vitvorici,vitvor,FALSE
odlíti,NA,Czech,cast (metals),Action,odlici,odl,FALSE
kouti,NA,Czech,forge,Action,koʊci,koʊ,FALSE
kovati,NA,Czech,forge,Action,kovaci,kov,FALSE
vyhloubiti,NA,Czech,hollow out,Action,vihloʊbici,vihloʊb,FALSE
vrtati,NA,Czech,bore,Action,vrtaci,vrt,FALSE
stavěti,NA,Czech,build,Action,stavjeci,stavj,FALSE
budovati,NA,Czech,build,Action,budovaci,budov,FALSE
mačkati,NA,Czech,"squeeze, wring",Action,matʃkaci,matʃk,FALSE
tisknouti,NA,Czech,press,Action,cisknoʊci,cisk,FALSE
tlačiti,NA,Czech,press,Action,tlatʃici,tlatʃ,FALSE
pověsiti,NA,Czech,hang up,Action,povjesici,povjes,FALSE
prostříti,NA,Czech,spread out,Action,prostrici,prostr,FALSE
stláti,NA,Czech,spread out,Action,stlaci,stl,FALSE
sypati,NA,Czech,spread out,Action,sipaci,sip,FALSE
táhnouti,NA,Czech,pull,Action,tahnoʊci,tah,FALSE
roztáhnouti,NA,Czech,stretch,Action,rostahnoʊci,rostah,FALSE
napínati,NA,Czech,stretch,Action,napinaci,napin,FALSE
trhati,NA,Czech,tear,Action,trhaci,trh,FALSE
štípati,NA,Czech,split,Action,ʃcipaci,ʃcip,FALSE
lámati,NA,Czech,break,Action,lamaci,lam,FALSE
lomiti,NA,Czech,break,Action,lomici,lom,FALSE
bodnouti,NA,Czech,stab,Action,bodnoʊci,bod,FALSE
sekati,NA,Czech,"chop, hew",Action,sekaci,sek,FALSE
tesati,NA,Czech,"chop, hew",Action,tesaci,tes,FALSE
káceti,NA,Czech,cut down,Action,katseci,kats,FALSE
porážeti,NA,Czech,cut down,Action,poraʒeci,poraʒ,FALSE
řezati,NA,Czech,cut,Action,rezaci,rez,FALSE
krájeti,NA,Czech,cut,Action,krajeci,kraj,FALSE
tlouci pěstí,NA,Czech,pound with fist,Action,tloʊtsipjesci,tloʊtsipj,FALSE
rozvázati,NA,Czech,untie,Action,rozvazaci,rozvaz,FALSE
vázati,NA,Czech,"tie, bind",Action,vazaci,vaz,FALSE
skládati,NA,Czech,fold,Action,skladaci,sklad,FALSE
zahýbati,NA,Czech,fold,Action,zahibaci,zahib,FALSE
kouřiti,NA,Czech,smoke (tobacco),Action,koʊrici,koʊr,FALSE
pěstovati,NA,Czech,plant (vb),Action,pjestovaci,pjestov,FALSE
sázeti,NA,Czech,plant (vb),Action,sazeci,saz,FALSE
mlátiti,NA,Czech,thresh,Action,mlacici,mlac,FALSE
kositi,NA,Czech,"mow, reap",Action,kosici,kos,FALSE
pluh,NA,Czech,plow,Action,plux,plux,FALSE
vzdělávati,NA,Czech,"cultivate, till",Action,vzɟelavaci,vzɟelav,FALSE
obdělávati,NA,Czech,"cultivate, till",Action,obɟelavaci,obɟelav,FALSE
bydleti,NA,Czech,"dwell, live",Action,bidleci,bidl,FALSE
obývati,NA,Czech,"dwell, live",Action,obivaci,obiv,FALSE
barviti,NA,Czech,dye,Action,barviti,barviti,FALSE
oblékati,NA,Czech,put on (clothes),Action,oblekaci,oblek,FALSE
ošatiti,NA,Czech,put on (clothes),Action,oʃacici,oʃac,FALSE
dojiti,NA,Czech,milk (vb),Action,dojici,doj,FALSE
škrábati,NA,Czech,scrape,Action,ʃkrabaci,ʃkrab,FALSE
prosíti,NA,Czech,"sieve, strain",Action,prosici,pros,FALSE
procediti,NA,Czech,"sieve, strain",Action,protseɟici,protseɟ,FALSE
loupati,NA,Czech,peel,Action,loʊpaci,loʊp,FALSE
vařiti ~ vříti,NA,Czech,boil (vb),Action,varici,var,FALSE
dusiti,NA,Czech,choke,Action,dusici,dus,FALSE
škrtiti,NA,Czech,choke,Action,ʃkrcici,ʃkrc,FALSE
hltati,NA,Czech,swallow,Action,hltaci,hlt,FALSE
žvýkati,NA,Czech,chew,Action,ʒvikaci,ʒvik,FALSE
odpočívat,NA,Czech,rest,Action,otpotʃivat,otpotʃivat,FALSE
hojiti,NA,Czech,"cure, heal",Action,hojici,hoj,FALSE
léčiti,NA,Czech,"cure, heal",Action,letʃici,letʃ,FALSE
pochovati,NA,Czech,bury (the dead),Action,poxovaci,poxov,FALSE
pohřbíti,NA,Czech,bury (the dead),Action,pohrbici,pohrb,FALSE
zabíti,NA,Czech,kill,Action,zabici,zab,FALSE
usmrtiti,NA,Czech,kill,Action,usmrcici,usmrc,FALSE
utopený,NA,Czech,drowned,Action,utopeni,utopeni,FALSE
umříti,NA,Czech,"die, dead",Action,umrici,umr,FALSE
mrtvý,NA,Czech,"die, dead",Action,mrtvi,mrtvi,FALSE
smrt,NA,Czech,"die, dead",Action,smrt,smrt,FALSE
živý,NA,Czech,"live, living, life",Action,ʒivi,ʒivi,FALSE
živoucí,NA,Czech,"live, living, life",Action,ʒivoʊtsi,ʒivoʊ,FALSE
život,NA,Czech,"live, living, life",Action,ʒivot,ʒivot,FALSE
roditi,NA,Czech,born (to be),Action,roɟici,roɟ,FALSE
zploditi,NA,Czech,beget (of father),Action,sploɟici,sploɟ,FALSE
chvěti se,NA,Czech,shiver,Action,xvjecise,xvje,FALSE
teteliti se,NA,Czech,shiver,Action,tetelicise,tetel,FALSE
souložiti,NA,Czech,have sexual intercourse,Action,soʊloʒici,soʊloʒ,FALSE
jebati,NA,Czech,have sexual intercourse,Action,jebaci,jeb,FALSE
lejno,NA,Czech,defecate,Action,leɪno,leɪno,FALSE
hnůj,NA,Czech,defecate,Action,hnuj,hnuj,FALSE
močiti,NA,Czech,urinate,Action,motʃici,motʃ,FALSE
prděti,NA,Czech,break wind,Action,prɟeci,prɟ,FALSE
bzdíti,NA,Czech,break wind,Action,bzɟici,bzɟ,FALSE
probuditi,NA,Czech,wake up,Action,probuɟici,probuɟ,FALSE
sen,NA,Czech,dream,Action,sen,sen,FALSE
chrápati,NA,Czech,snore,Action,xrapaci,xrap,FALSE
spaní,NA,Czech,sleep,Action,spaɲi,spaɲi,FALSE
spánek,NA,Czech,sleep,Action,spanek,spanek,FALSE
kapati,NA,Czech,dribble,Action,kapaci,kap,FALSE
lízati,NA,Czech,lick,Action,lizaci,liz,FALSE
kousati,NA,Czech,bite,Action,koʊsaci,koʊs,FALSE
hryzati,NA,Czech,bite,Action,hrizaci,hriz,FALSE
dáviti,NA,Czech,vomit,Action,davici,dav,FALSE
zvraceti,NA,Czech,vomit,Action,zvratseci,zvrats,FALSE
plivati,NA,Czech,spit,Action,plivaci,pliv,FALSE
pot,NA,Czech,perspire,Action,pot,pot,FALSE
potit se,NA,Czech,perspire,Action,pocitse,poci,FALSE
kýchati,NA,Czech,sneeze,Action,kixaci,kix,FALSE
kašlati,NA,Czech,cough,Action,kaʃlaci,kaʃl,FALSE
škytati,NA,Czech,hiccough,Action,ʃkitaci,ʃkit,FALSE
zívati,NA,Czech,"yawn, gape",Action,zivaci,ziv,FALSE
dýchati,NA,Czech,"breathe, breath",Action,dixaci,dix,FALSE
