language,ontological.category,marker,n,position
Malieng,Thing,j,30,Suffix
Malieng,Thing,k,53,Suffix
Malieng,Thing,m,27,Suffix
Malieng,Thing,n,45,Suffix
Malieng,Thing,ń,12,Suffix
Malieng,Thing,p,18,Suffix
Malieng,Thing,t,27,Suffix
Malieng,Thing,#,127,Prefix
Malieng,Thing,b,31,Prefix
Malieng,Thing,c,31,Prefix
Malieng,Thing,k,188,Prefix
Malieng,Thing,l,21,Prefix
Malieng,Thing,m,53,Prefix
Malieng,Thing,p,55,Prefix
Malieng,Thing,s,32,Prefix
Malieng,Thing,t,72,Prefix
Mansi,Action,#,10,Suffix
Mansi,Action,ŋkwe,4,Suffix
Mansi,Action,ŋkwe,4,Suffix
Mansi,Action,ɣuŋkwe,19,Suffix
Mansi,Action,aŋkwe,18,Suffix
Mansi,Action,iŋkwe,11,Suffix
Mansi,Action,laŋkwe,30,Suffix
Mansi,Action,tɨɣlaŋkwe,6,Suffix
Mansi,Action,tɨm,2,Suffix
Mansi,Action,taŋkwe,61,Suffix
Mansi,Action,talaŋkwe,7,Suffix
Mansi,Action,tuŋkwe,79,Suffix
Mansi,Action,uŋkwe,121,Suffix
Mansi,Action,upsa,2,Suffix
Mansi,Action,#,374,Prefix
Mansi,Thing,#,644,Suffix
Mansi,Thing,#,644,Prefix
Maonan,Action,#,204,Suffix
Maonan,Action,n,50,Suffix
Maonan,Action,#,254,Prefix
Maonan,Thing,#,389,Suffix
Maonan,Thing,n,112,Suffix
Maonan,Thing,#,443,Prefix
Maonan,Thing,t,58,Prefix
Maori,Action,#,228,Suffix
Maori,Action,a,85,Suffix
Maori,Action,aa,15,Suffix
Maori,Action,ahu,3,Suffix
Maori,Action,aro,10,Suffix
Maori,Action,atia,21,Suffix
Maori,Action,atu,6,Suffix
Maori,Action,ea,31,Suffix
Maori,Action,ere,11,Suffix
Maori,Action,ia,179,Suffix
Maori,Action,iki,4,Suffix
Maori,Action,oti,4,Suffix
Maori,Action,ua,30,Suffix
Maori,Action,uri,6,Suffix
Maori,Action,#,570,Prefix
Maori,Action,whaka,63,Prefix
Maori,Thing,#,476,Suffix
Maori,Thing,a,469,Suffix
Maori,Thing,ako,6,Suffix
Maori,Thing,apu,11,Suffix
Maori,Thing,aru,12,Suffix
Maori,Thing,ati,6,Suffix
Maori,Thing,ere,18,Suffix
Maori,Thing,ihi,12,Suffix
Maori,Thing,iri,13,Suffix
Maori,Thing,iti,19,Suffix
Maori,Thing,oko,8,Suffix
Maori,Thing,uru,13,Suffix
Maori,Thing,#,1063,Prefix
Mapudungun,Action,#,63,Suffix
Mapudungun,Action,ɨ,119,Suffix
Mapudungun,Action,a,52,Suffix
Mapudungun,Action,e,41,Suffix
Mapudungun,Action,tu,70,Suffix
Mapudungun,Action,#,345,Prefix
Mapudungun,Thing,#,496,Suffix
Mapudungun,Thing,a,105,Suffix
Mapudungun,Thing,u,118,Suffix
Mapudungun,Thing,#,719,Prefix
Marathi,Action,#,18,Suffix
Marathi,Action,ɳe,5,Suffix
Marathi,Action,aɳe,250,Suffix
Marathi,Action,ahoɳe,4,Suffix
Marathi,Action,avaɳe,34,Suffix
Marathi,Action,aviɳe,4,Suffix
Marathi,Action,deɳe,14,Suffix
Marathi,Action,eɳe,4,Suffix
Marathi,Action,geɳe,6,Suffix
Marathi,Action,hoɳe,2,Suffix
Marathi,Action,iɳe,3,Suffix
Marathi,Action,jeɳe,7,Suffix
Marathi,Action,paɖane,1,Suffix
Marathi,Action,#,352,Prefix
Marathi,Thing,#,229,Suffix
Marathi,Thing,a,366,Suffix
Marathi,Thing,ar,45,Suffix
Marathi,Thing,e,45,Suffix
Marathi,Thing,i,155,Suffix
Marathi,Thing,u,34,Suffix
Marathi,Thing,#,874,Prefix
Mari,Action,#,13,Suffix
Mari,Action,alaš,40,Suffix
Mari,Action,aš,292,Suffix
Mari,Action,aš,4,Suffix
Mari,Action,ašoɣəl,2,Suffix
Mari,Action,#,351,Prefix
Mari,Thing,#,791,Suffix
Mari,Thing,#,791,Prefix
Marquesan,Action,#,167,Suffix
Marquesan,Action,e,27,Suffix
Marquesan,Action,#,194,Prefix
Marquesan,Thing,#,99,Suffix
Marquesan,Thing,a,206,Suffix
Marquesan,Thing,e,64,Suffix
Marquesan,Thing,i,112,Suffix
Marquesan,Thing,o,61,Suffix
Marquesan,Thing,u,92,Suffix
Marquesan,Thing,#,634,Prefix
Mashco Piro,Action,#,4,Suffix
Mashco Piro,Action,a,28,Suffix
Mashco Piro,Action,ata,22,Suffix
Mashco Piro,Action,eta,6,Suffix
Mashco Piro,Action,ita,5,Suffix
Mashco Piro,Action,ka,30,Suffix
Mashco Piro,Action,#,39,Prefix
Mashco Piro,Action,ha,20,Prefix
Mashco Piro,Action,hi,29,Prefix
Mashco Piro,Action,ka,7,Prefix
Mashco Piro,Thing,#,87,Suffix
Mashco Piro,Thing,ɨ,26,Suffix
Mashco Piro,Thing,a,98,Suffix
Mashco Piro,Thing,i,81,Suffix
Mashco Piro,Thing,ľɨ,20,Suffix
Mashco Piro,Thing,nɨ,15,Suffix
Mashco Piro,Thing,rɨ,29,Suffix
Mashco Piro,Thing,#,334,Prefix
Mashco Piro,Thing,hi,22,Prefix
Mlabri,Action,#,234,Suffix
Mlabri,Action,#,234,Prefix
Mlabri,Thing,#,429,Suffix
Mlabri,Thing,#,429,Prefix
Mocoví,Action,#,313,Suffix
Mocoví,Action,#,136,Prefix
Mocoví,Action,i,41,Prefix
Mocoví,Action,na,28,Prefix
Mocoví,Action,no,16,Prefix
Mocoví,Action,ya,66,Prefix
Mocoví,Action,yo,26,Prefix
Mocoví,Thing,#,574,Suffix
Mocoví,Thing,o,45,Suffix
Mocoví,Thing,#,227,Prefix
Mocoví,Thing,lḳo,11,Prefix
Mocoví,Thing,la,140,Prefix
Mocoví,Thing,le,52,Prefix
Mocoví,Thing,li,18,Prefix
Mocoví,Thing,lo,62,Prefix
Mocoví,Thing,na,55,Prefix
Mocoví,Thing,ne,29,Prefix
Mocoví,Thing,no,25,Prefix
Modern Greek,Action,#,54,Suffix
Modern Greek,Action,ɑzəʊ,30,Suffix
Modern Greek,Action,əʊ,153,Suffix
Modern Greek,Action,əʊm,29,Suffix
Modern Greek,Action,ɪzəʊ,35,Suffix
Modern Greek,Action,aʊ,37,Suffix
Modern Greek,Action,inəʊ,23,Suffix
Modern Greek,Action,#,361,Prefix
Modern Greek,Thing,#,164,Suffix
Modern Greek,Thing,ə,214,Suffix
Modern Greek,Thing,əʊ,108,Suffix
Modern Greek,Thing,əʊz,153,Suffix
Modern Greek,Thing,i,259,Suffix
Modern Greek,Thing,#,898,Prefix
Mosetén,Action,#,48,Suffix
Mosetén,Action,e,41,Suffix
Mosetén,Action,eʔ,20,Suffix
Mosetén,Action,heʔ,18,Suffix
Mosetén,Action,i,124,Suffix
Mosetén,Action,ĩ,1,Suffix
Mosetén,Action,iʔ,12,Suffix
Mosetén,Action,ih,10,Suffix
Mosetén,Action,#,274,Prefix
Mosetén,Thing,#,343,Suffix
Mosetén,Thing,a,99,Suffix
Mosetén,Thing,i,80,Suffix
Mosetén,Thing,o,53,Suffix
Mosetén,Thing,#,575,Prefix
Movima,Action,#,122,Suffix
Movima,Action,aɬe,9,Suffix
Movima,Action,čeɬ,14,Suffix
Movima,Action,eɬe,16,Suffix
Movima,Action,ka,14,Suffix
Movima,Action,na,109,Suffix
Movima,Action,ni,11,Suffix
Movima,Action,#,295,Prefix
Movima,Thing,#,74,Suffix
Movima,Thing,a,231,Suffix
Movima,Thing,e,48,Suffix
Movima,Thing,es,9,Suffix
Movima,Thing,i,70,Suffix
Movima,Thing,o,82,Suffix
Movima,Thing,wanas,11,Suffix
Movima,Thing,#,525,Prefix
Muisca,Action,#,4,Suffix
Muisca,Action,ɨsuka,28,Suffix
Muisca,Action,a,8,Suffix
Muisca,Action,ansuka,18,Suffix
Muisca,Action,askua,37,Suffix
Muisca,Action,asuka,15,Suffix
Muisca,Action,ne,6,Suffix
Muisca,Action,skua,62,Suffix
Muisca,Action,suka,29,Suffix
Muisca,Action,#,99,Prefix
Muisca,Action,a,21,Prefix
Muisca,Action,cɨβ,17,Prefix
Muisca,Action,i,19,Prefix
Muisca,Action,β,51,Prefix
Muisca,Thing,#,45,Suffix
Muisca,Thing,ɨkɨ,7,Suffix
Muisca,Thing,a,237,Suffix
Muisca,Thing,e,63,Suffix
Muisca,Thing,kɨ,7,Suffix
Muisca,Thing,kuɨn,6,Suffix
Muisca,Thing,#,365,Prefix
Mulam,Action,#,252,Suffix
Mulam,Action,#,235,Prefix
Mulam,Action,l,17,Prefix
Mulam,Thing,#,514,Suffix
Mulam,Thing,#,298,Prefix
Mulam,Thing,k,80,Prefix
Mulam,Thing,m,53,Prefix
Mulam,Thing,t,83,Prefix
Mundurukú,Action,#,121,Suffix
Mundurukú,Action,#,84,Prefix
Mundurukú,Action,i,37,Prefix
Mundurukú,Thing,#,201,Suffix
Mundurukú,Thing,at,21,Suffix
Mundurukú,Thing,#,222,Prefix
Nahuatl (Sierra de Zacapoaxtla variety),Action,#,29,Suffix
Nahuatl (Sierra de Zacapoaxtla variety),Action,a,257,Suffix
Nahuatl (Sierra de Zacapoaxtla variety),Action,alis,3,Suffix
Nahuatl (Sierra de Zacapoaxtla variety),Action,i,67,Suffix
Nahuatl (Sierra de Zacapoaxtla variety),Action,ilis,3,Suffix
Nahuatl (Sierra de Zacapoaxtla variety),Action,tok,8,Suffix
Nahuatl (Sierra de Zacapoaxtla variety),Action,#,125,Prefix
Nahuatl (Sierra de Zacapoaxtla variety),Action,ki,161,Prefix
Nahuatl (Sierra de Zacapoaxtla variety),Action,mo,34,Prefix
Nahuatl (Sierra de Zacapoaxtla variety),Action,ta,47,Prefix
Nahuatl (Sierra de Zacapoaxtla variety),Thing,#,618,Suffix
Nahuatl (Sierra de Zacapoaxtla variety),Thing,#,308,Prefix
Nahuatl (Sierra de Zacapoaxtla variety),Thing,a,47,Prefix
Nahuatl (Sierra de Zacapoaxtla variety),Thing,i,149,Prefix
Nahuatl (Sierra de Zacapoaxtla variety),Thing,ki,24,Prefix
Nahuatl (Sierra de Zacapoaxtla variety),Thing,ta,90,Prefix
Nenets,Action,#,31,Suffix
Nenets,Action,a,24,Suffix
Nenets,Action,alc,3,Suffix
Nenets,Action,as,159,Suffix
Nenets,Action,ba,18,Suffix
Nenets,Action,darc,5,Suffix
Nenets,Action,erc,8,Suffix
Nenets,Action,es,27,Suffix
Nenets,Action,os,16,Suffix
Nenets,Action,rc,22,Suffix
Nenets,Action,#,292,Prefix
Nenets,Action,xa,21,Prefix
Nenets,Thing,#,313,Suffix
Nenets,Thing,a,215,Suffix
Nenets,Thing,o,42,Suffix
Nenets,Thing,#,544,Prefix
Nenets,Thing,na,26,Prefix
Nepali,Action,#,7,Suffix
Nepali,Action,nu,217,Suffix
Nepali,Action,#,224,Prefix
Nepali,Thing,#,85,Suffix
Nepali,Thing,a,209,Suffix
Nepali,Thing,ā,110,Suffix
Nepali,Thing,á,34,Suffix
Nepali,Thing,i,35,Suffix
Nepali,Thing,ī,59,Suffix
Nepali,Thing,ō,40,Suffix
Nepali,Thing,o,20,Suffix
Nepali,Thing,u,35,Suffix
Nepali,Thing,ū,4,Suffix
Nepali,Thing,#,631,Prefix
Ninam (Shirishana variety),Action,#,80,Suffix
Ninam (Shirishana variety),Action,a,113,Suffix
Ninam (Shirishana variety),Action,ele,5,Suffix
Ninam (Shirishana variety),Action,o,53,Suffix
Ninam (Shirishana variety),Action,#,251,Prefix
Ninam (Shirishana variety),Thing,#,389,Suffix
Ninam (Shirishana variety),Thing,a,71,Suffix
Ninam (Shirishana variety),Thing,#,460,Prefix
Nivaclé,Action,#,104,Suffix
Nivaclé,Action,#,104,Prefix
Nivaclé,Thing,#,484,Suffix
Nivaclé,Thing,#,484,Prefix
Nogai,Action,#,19,Suffix
Nogai,Action,aw,46,Suffix
Nogai,Action,berüw,18,Suffix
Nogai,Action,law,34,Suffix
Nogai,Action,lew,20,Suffix
Nogai,Action,lgan,2,Suffix
Nogai,Action,mak,14,Suffix
Nogai,Action,mek,6,Suffix
Nogai,Action,uw,204,Suffix
Nogai,Action,üw,113,Suffix
Nogai,Action,w,15,Suffix
Nogai,Action,#,491,Prefix
Nogai,Thing,#,1078,Suffix
Nogai,Thing,#,1078,Prefix
Northern Haida,Action,#,193,Suffix
Northern Haida,Action,áa,31,Suffix
Northern Haida,Action,áaŋ,11,Suffix
Northern Haida,Action,táa,18,Suffix
Northern Haida,Action,#,237,Prefix
Northern Haida,Action,ta,16,Prefix
Northern Haida,Thing,#,508,Suffix
Northern Haida,Thing,#,508,Prefix
Northern Saami,Action,#,11,Suffix
Northern Saami,Action,ɑstit,11,Suffix
Northern Saami,Action,ɑt,81,Suffix
Northern Saami,Action,et,35,Suffix
Northern Saami,Action,it,146,Suffix
Northern Saami,Action,t,7,Suffix
Northern Saami,Action,ut,38,Suffix
Northern Saami,Action,#,329,Prefix
Northern Saami,Thing,#,185,Suffix
Northern Saami,Thing,ɑ,189,Suffix
Northern Saami,Thing,ɑs,21,Suffix
Northern Saami,Thing,ɑt,23,Suffix
Northern Saami,Thing,i,226,Suffix
Northern Saami,Thing,is,19,Suffix
Northern Saami,Thing,u,101,Suffix
Northern Saami,Thing,#,764,Prefix
Nung-Fengshan,Action,#,273,Suffix
Nung-Fengshan,Action,n,60,Suffix
Nung-Fengshan,Action,#,168,Prefix
Nung-Fengshan,Action,h,39,Prefix
Nung-Fengshan,Action,l,37,Prefix
Nung-Fengshan,Action,š,33,Prefix
Nung-Fengshan,Action,t,56,Prefix
Nung-Fengshan,Thing,#,542,Suffix
Nung-Fengshan,Thing,n,115,Suffix
Nung-Fengshan,Thing,#,271,Prefix
Nung-Fengshan,Thing,h,56,Prefix
Nung-Fengshan,Thing,l,105,Prefix
Nung-Fengshan,Thing,m,36,Prefix
Nung-Fengshan,Thing,p,77,Prefix
Nung-Fengshan,Thing,š,50,Prefix
Nung-Fengshan,Thing,t,62,Prefix
Nung-Lazhai,Action,#,293,Suffix
Nung-Lazhai,Action,n,64,Suffix
Nung-Lazhai,Action,#,232,Prefix
Nung-Lazhai,Action,c,29,Prefix
Nung-Lazhai,Action,č,1,Prefix
Nung-Lazhai,Action,kj,22,Prefix
Nung-Lazhai,Action,s,16,Prefix
Nung-Lazhai,Action,t,57,Prefix
Nung-Lazhai,Thing,#,637,Suffix
Nung-Lazhai,Thing,n,115,Suffix
Nung-Lazhai,Thing,#,345,Prefix
Nung-Lazhai,Thing,c,64,Prefix
Nung-Lazhai,Thing,h,49,Prefix
Nung-Lazhai,Thing,kj,47,Prefix
Nung-Lazhai,Thing,m,47,Prefix
Nung-Lazhai,Thing,p,59,Prefix
Nung-Lazhai,Thing,s,51,Prefix
Nung-Lazhai,Thing,t,90,Prefix
Nung-Ninbei,Action,#,233,Suffix
Nung-Ninbei,Action,n,65,Suffix
Nung-Ninbei,Action,#,298,Prefix
Nung-Ninbei,Thing,#,601,Suffix
Nung-Ninbei,Thing,#,278,Prefix
Nung-Ninbei,Thing,c,29,Prefix
Nung-Ninbei,Thing,k,113,Prefix
Nung-Ninbei,Thing,l,52,Prefix
Nung-Ninbei,Thing,m,57,Prefix
Nung-Ninbei,Thing,p,72,Prefix
Nuu-chah-nulth,Action,#,202,Suffix
Nuu-chah-nulth,Action,a,73,Suffix
Nuu-chah-nulth,Action,ă,2,Suffix
Nuu-chah-nulth,Action,#,277,Prefix
Nuu-chah-nulth,Thing,#,351,Suffix
Nuu-chah-nulth,Thing,#,351,Prefix
Nyakur,Action,#,276,Suffix
Nyakur,Action,#,254,Prefix
Nyakur,Action,th,22,Prefix
Nyakur,Thing,#,555,Suffix
Nyakur,Thing,#,555,Prefix
Ossetic,Action,#,26,Suffix
Ossetic,Action,ард,2,Suffix
Ossetic,Action,дон,2,Suffix
Ossetic,Action,дæг,2,Suffix
Ossetic,Action,дæгас,2,Suffix
Ossetic,Action,кæнын,152,Suffix
Ossetic,Action,тæрæн,2,Suffix
Ossetic,Action,ын,395,Suffix
Ossetic,Action,#,583,Prefix
Ossetic,Thing,#,1240,Suffix
Ossetic,Thing,#,1240,Prefix
Páez,Action,#,298,Suffix
Páez,Action,#,298,Prefix
Páez,Thing,#,594,Suffix
Páez,Thing,#,594,Prefix
Paliu,Action,#,169,Suffix
Paliu,Action,t,45,Suffix
Paliu,Action,#,214,Prefix
Paliu,Thing,#,489,Suffix
Paliu,Thing,#,489,Prefix
Panare,Action,#,102,Suffix
Panare,Action,ə,45,Suffix
Panare,Action,ka,50,Suffix
Panare,Action,n,23,Suffix
Panare,Action,pa,11,Suffix
Panare,Action,#,167,Prefix
Panare,Action,a,64,Prefix
Panare,Thing,#,305,Suffix
Panare,Thing,a,109,Suffix
Panare,Thing,e,54,Suffix
Panare,Thing,#,468,Prefix
Pear,Action,#,249,Suffix
Pear,Action,#,192,Prefix
Pear,Action,k,57,Prefix
Pear,Thing,#,554,Suffix
Pear,Thing,#,554,Prefix
Persian,Action,#,40,Suffix
Persian,Action,ærmɑn,2,Suffix
Persian,Action,æstæn,7,Suffix
Persian,Action,dɑdæn,15,Suffix
Persian,Action,dɑštæn,12,Suffix
Persian,Action,dæn,34,Suffix
Persian,Action,ftæn,10,Suffix
Persian,Action,gereftæn,5,Suffix
Persian,Action,idæn,63,Suffix
Persian,Action,kærdæn,88,Suffix
Persian,Action,ræftæn,5,Suffix
Persian,Action,šodæn,7,Suffix
Persian,Action,stæn,8,Suffix
Persian,Action,tæn,11,Suffix
Persian,Action,xordæn,6,Suffix
Persian,Action,xtæn,13,Suffix
Persian,Action,zɑn,2,Suffix
Persian,Action,zædæn,9,Suffix
Persian,Action,#,337,Prefix
Persian,Thing,#,855,Suffix
Persian,Thing,#,855,Prefix
Phong,Action,#,238,Suffix
Phong,Action,m,29,Suffix
Phong,Action,#,267,Prefix
Phong,Thing,#,570,Suffix
Phong,Thing,#,262,Prefix
Phong,Thing,k,165,Prefix
Phong,Thing,m,37,Prefix
Phong,Thing,s,65,Prefix
Phong,Thing,t,41,Prefix
Pilagá,Action,#,318,Suffix
Pilagá,Action,#,112,Prefix
Pilagá,Action,da,15,Prefix
Pilagá,Action,de,13,Prefix
Pilagá,Action,na,36,Prefix
Pilagá,Action,ne,34,Prefix
Pilagá,Action,ya,44,Prefix
Pilagá,Action,yi,64,Prefix
Pilagá,Thing,#,569,Suffix
Pilagá,Thing,aʁa,26,Suffix
Pilagá,Thing,o,49,Suffix
Pilagá,Thing,#,261,Prefix
Pilagá,Thing,la,122,Prefix
Pilagá,Thing,le,87,Prefix
Pilagá,Thing,li,31,Prefix
Pilagá,Thing,lo,52,Prefix
Pilagá,Thing,na,39,Prefix
Pilagá,Thing,ne,52,Prefix
Polci,Action,#,242,Suffix
Polci,Action,i,40,Suffix
Polci,Action,#,282,Prefix
Polci,Thing,#,437,Suffix
Polci,Thing,a,94,Suffix
Polci,Thing,i,82,Suffix
Polci,Thing,#,613,Prefix
Polish,Action,#,52,Suffix
Polish,Action,ɕtɕ,20,Suffix
Polish,Action,ɛtɕ,34,Suffix
Polish,Action,ɛts,9,Suffix
Polish,Action,ʒɨtɕ,13,Suffix
Polish,Action,atɕ,235,Suffix
Polish,Action,atɕɕɛ,15,Suffix
Polish,Action,itɕ,98,Suffix
Polish,Action,itɕɕɛ,16,Suffix
Polish,Action,nɔɲtɕ,32,Suffix
Polish,Action,tɕ,25,Suffix
Polish,Action,tɕɕɛ,9,Suffix
Polish,Action,tʃɨtɕ,17,Suffix
Polish,Action,#,575,Prefix
Polish,Thing,#,732,Suffix
Polish,Thing,a,344,Suffix
Polish,Thing,#,1076,Prefix
Portuguese,Action,#,17,Suffix
Portuguese,Action,ɛɾəsɨ,2,Suffix
Portuguese,Action,ɹ,4,Suffix
Portuguese,Action,ɾətʊ,2,Suffix
Portuguese,Action,aɹ,241,Suffix
Portuguese,Action,aɾəsɨ,9,Suffix
Portuguese,Action,adʊ,2,Suffix
Portuguese,Action,eɹ,53,Suffix
Portuguese,Action,iɹ,48,Suffix
Portuguese,Action,oɹ,3,Suffix
Portuguese,Action,#,381,Prefix
Portuguese,Thing,#,92,Suffix
Portuguese,Thing,ɐ,339,Suffix
Portuguese,Thing,ɑl,7,Suffix
Portuguese,Thing,ɨ,92,Suffix
Portuguese,Thing,ʊ,354,Suffix
Portuguese,Thing,aɹ,21,Suffix
Portuguese,Thing,oɹ,13,Suffix
Portuguese,Thing,#,918,Prefix
Prai,Action,#,890,Suffix
Prai,Action,#,890,Prefix
Prai,Thing,#,1520,Suffix
Prai,Thing,#,1520,Prefix
Puinave,Action,k,3,Suffix
Puinave,Action,#,1,Prefix
Puinave,Action,d,2,Prefix
Puinave,Thing,#,300,Suffix
Puinave,Thing,a,45,Suffix
Puinave,Thing,#,345,Prefix
Punjabi,Action,#,2,Suffix
Punjabi,Action,ṇā,33,Suffix
Punjabi,Action,ā,3,Suffix
Punjabi,Action,a,2,Suffix
Punjabi,Action,aṇā,67,Suffix
Punjabi,Action,āṇā,25,Suffix
Punjabi,Action,aṇa,2,Suffix
Punjabi,Action,aṭhī,2,Suffix
Punjabi,Action,anā,123,Suffix
Punjabi,Action,ānā,25,Suffix
Punjabi,Action,ana,7,Suffix
Punjabi,Action,āna,1,Suffix
Punjabi,Action,lenā,5,Suffix
Punjabi,Action,nā,20,Suffix
Punjabi,Action,na,1,Suffix
Punjabi,Action,#,318,Prefix
Punjabi,Thing,#,45,Suffix
Punjabi,Thing,a,454,Suffix
Punjabi,Thing,ā,247,Suffix
Punjabi,Thing,āṁ,5,Suffix
Punjabi,Thing,ī,201,Suffix
Punjabi,Thing,i,9,Suffix
Punjabi,Thing,#,961,Prefix
Pusing,Action,#,281,Suffix
Pusing,Action,#,281,Prefix
Pusing,Thing,#,561,Suffix
Pusing,Thing,#,561,Prefix
Qau Kelao,Action,#,167,Suffix
Qau Kelao,Action,#,134,Prefix
Qau Kelao,Action,t,33,Prefix
Qau Kelao,Thing,#,377,Suffix
Qau Kelao,Thing,#,300,Prefix
Qau Kelao,Thing,p,77,Prefix
Qawasqar,Action,#,127,Suffix
Qawasqar,Action,as,22,Suffix
Qawasqar,Action,#,149,Prefix
Qawasqar,Thing,#,349,Suffix
Qawasqar,Thing,#,321,Prefix
Qawasqar,Thing,ce,28,Prefix
Rapa Nui,Action,a,75,Suffix
Rapa Nui,Action,ā,5,Suffix
Rapa Nui,Action,e,46,Suffix
Rapa Nui,Action,i,85,Suffix
Rapa Nui,Action,ī,3,Suffix
Rapa Nui,Action,o,57,Suffix
Rapa Nui,Action,u,68,Suffix
Rapa Nui,Action,ū,8,Suffix
Rapa Nui,Action,#,294,Prefix
Rapa Nui,Action,haka,53,Prefix
Rapa Nui,Thing,#,76,Suffix
Rapa Nui,Thing,a,222,Suffix
Rapa Nui,Thing,ā,13,Suffix
Rapa Nui,Thing,e,102,Suffix
Rapa Nui,Thing,ē,6,Suffix
Rapa Nui,Thing,i,100,Suffix
Rapa Nui,Thing,ī,13,Suffix
Rapa Nui,Thing,u,97,Suffix
Rapa Nui,Thing,ū,6,Suffix
Rapa Nui,Thing,#,635,Prefix
Romani,Action,#,286,Suffix
Romani,Action,isar,54,Suffix
Romani,Action,#,340,Prefix
Romani,Thing,#,283,Suffix
Romani,Thing,a,226,Suffix
Romani,Thing,ar,18,Suffix
Romani,Thing,i,185,Suffix
Romani,Thing,o,268,Suffix
Romani,Thing,#,980,Prefix
Romanian,Action,#,64,Suffix
Romanian,Action,a,146,Suffix
Romanian,Action,e,69,Suffix
Romanian,Action,i,27,Suffix
Romanian,Action,#,306,Prefix
Romanian,Thing,#,444,Suffix
Romanian,Thing,ə,208,Suffix
Romanian,Thing,je,30,Suffix
Romanian,Thing,#,682,Prefix
Rotuman,Action,#,4,Suffix
Rotuman,Action,ʔɔki,32,Suffix
Rotuman,Action,a,65,Suffix
Rotuman,Action,ā,4,Suffix
Rotuman,Action,e,40,Suffix
Rotuman,Action,i,78,Suffix
Rotuman,Action,o,44,Suffix
Rotuman,Action,ō,2,Suffix
Rotuman,Action,u,47,Suffix
Rotuman,Action,ū,3,Suffix
Rotuman,Action,#,319,Prefix
Rotuman,Thing,#,10,Suffix
Rotuman,Thing,a,249,Suffix
Rotuman,Thing,ā,12,Suffix
Rotuman,Thing,e,72,Suffix
Rotuman,Thing,ē,10,Suffix
Rotuman,Thing,i,146,Suffix
Rotuman,Thing,o,60,Suffix
Rotuman,Thing,ō,6,Suffix
Rotuman,Thing,u,117,Suffix
Rotuman,Thing,ū,2,Suffix
Rotuman,Thing,#,684,Prefix
Rumai,Action,#,205,Suffix
Rumai,Action,#,205,Prefix
Rumai,Thing,#,408,Suffix
Rumai,Thing,#,408,Prefix
Russian,Action,#,28,Suffix
Russian,Action,at,164,Suffix
Russian,Action,atsja,21,Suffix
Russian,Action,eč,4,Suffix
Russian,Action,esti,8,Suffix
Russian,Action,et,23,Suffix
Russian,Action,it,113,Suffix
Russian,Action,itsja,14,Suffix
Russian,Action,kryt,3,Suffix
Russian,Action,nut,12,Suffix
Russian,Action,nutsja,3,Suffix
Russian,Action,t,25,Suffix
Russian,Action,ti,14,Suffix
Russian,Action,tsja,1,Suffix
Russian,Action,#,433,Prefix
Russian,Thing,#,601,Suffix
Russian,Thing,a,227,Suffix
Russian,Thing,ka,73,Suffix
Russian,Thing,#,901,Prefix
Rutul,Action,#,30,Suffix
Rutul,Action,ɨn,16,Suffix
Rutul,Action,ɨxɨn,10,Suffix
Rutul,Action,dxum,2,Suffix
Rutul,Action,gɨn,8,Suffix
Rutul,Action,hɨʔɨn,81,Suffix
Rutul,Action,in,57,Suffix
Rutul,Action,n,4,Suffix
Rutul,Action,qɨʔɨn,4,Suffix
Rutul,Action,qɨn,20,Suffix
Rutul,Action,un,64,Suffix
Rutul,Action,wɨʔɨn,21,Suffix
Rutul,Action,wɨn,13,Suffix
Rutul,Action,xɨn,13,Suffix
Rutul,Action,yɨxɨn,6,Suffix
Rutul,Action,#,349,Prefix
Rutul,Thing,#,830,Suffix
Rutul,Thing,#,830,Prefix
Samre,Action,#,238,Suffix
Samre,Action,t,39,Suffix
Samre,Action,#,242,Prefix
Samre,Action,p,35,Prefix
Samre,Thing,#,590,Suffix
Samre,Thing,#,394,Prefix
Samre,Thing,kh,61,Prefix
Samre,Thing,m,41,Prefix
Samre,Thing,s,60,Prefix
Samre,Thing,th,34,Prefix
Sanapaná (Angaité dialect),Action,#,34,Suffix
Sanapaná (Angaité dialect),Action,a,20,Suffix
Sanapaná (Angaité dialect),Action,aayi,11,Suffix
Sanapaná (Angaité dialect),Action,akmi,13,Suffix
Sanapaná (Angaité dialect),Action,aski,14,Suffix
Sanapaná (Angaité dialect),Action,ayi,7,Suffix
Sanapaná (Angaité dialect),Action,i,19,Suffix
Sanapaná (Angaité dialect),Action,inki,21,Suffix
Sanapaná (Angaité dialect),Action,iyi,33,Suffix
Sanapaná (Angaité dialect),Action,ki,70,Suffix
Sanapaná (Angaité dialect),Action,ma,30,Suffix
Sanapaná (Angaité dialect),Action,ok,14,Suffix
Sanapaná (Angaité dialect),Action,#,21,Prefix
Sanapaná (Angaité dialect),Action,a,28,Prefix
Sanapaná (Angaité dialect),Action,ak,25,Prefix
Sanapaná (Angaité dialect),Action,an,66,Prefix
Sanapaná (Angaité dialect),Action,anka,9,Prefix
Sanapaná (Angaité dialect),Action,anyi,6,Prefix
Sanapaná (Angaité dialect),Action,ap,87,Prefix
Sanapaná (Angaité dialect),Action,apka,20,Prefix
Sanapaná (Angaité dialect),Action,apta,11,Prefix
Sanapaná (Angaité dialect),Action,apyi,11,Prefix
Sanapaná (Angaité dialect),Action,miny,2,Prefix
