actions.removed,things.removed,mut.info,words.remaining,language
-6,-1,0.02786211988895876,0.7676855895196506,Nogai
-4,-1,0.05401198274494075,0.8917808219178082,Rutul
-5,-2,0.03971439766719426,0.75642965204236,Selkup
-6,-1,0.05711688728167336,0.801920768307323,Tabasaran (Northern dialect Khanag subdialect)
-5,-2,0.04688467226482866,0.6338535414165666,Tabasaran (Southern dialect)
-5,-1,0.046209950741178334,0.9429559204840103,Judeo-Tat
-4,-2,0.05286994296616934,0.8773148148148148,Tindi
-5,-1,0.058579345061957146,0.8849077090119435,Tsakhur
-3,-1,0.04631621411522071,0.8756281407035176,Tsez (Sagada dialect)
-6,-1,0.05136292585489993,0.849438202247191,Udi
-5,-1,0.056722524907205425,0.8387096774193549,Udmurt
-4,-1,0.03356943531381975,0.8633017875920084,Bezhta
-3,-1,0.0238455242365491,0.8683574879227053,Tsez (Mokok dialect)
-1,-1,0.045504967543171355,0.9730700179533214,Panare
-3,-1,0.06027770820591905,0.9491525423728814,Macushi
-1,-1,0.05848889655106538,0.9949579831932773,Wai Wai
-3,-2,0.03439244419958396,0.9567901234567902,Spanish
-4,-2,0.03997160698637154,0.8351195383347073,Breton
-2,-1,0.04463144439386801,0.9921507064364207,Yiddish
-4,-2,0.05478089083879533,0.8688639551192145,Bulgarian
-5,-2,0.0595674172640104,0.7888730385164051,Serbo-Croatian
-4,-2,0.040720150235544456,0.8263002944062807,Russian
-5,-1,0.04503736870288696,0.7724795640326976,Albanian (Tosk variety)
-3,-1,0.037558108035973294,0.9788359788359788,Armenian (Eastern variety)
-3,-1,0.03793642631332074,0.9761904761904762,Armenian (Western variety)
-5,-2,0.037783739290059515,0.7521531100478469,Romani
-7,-1,0.028858159210617212,0.8576675849403123,Persian
-1,-1,0.024841891414415073,0.9526362823949955,Jamaican Creole (Limonese Creole dialect)
-1,-1,0.05980088288590671,0.994,Basque
-1,-1,0.03743794437318543,0.945054945054945,Zuni
-1,-1,0.009873003167735069,0.9755164498852333,Hawaiian
-1,-1,0.019737907421681227,0.9880774962742176,Rapa Nui
-1,-1,0.023906267341136378,0.9627791563275434,Rotuman
-1,-1,0.017984247139131087,0.9809428284854563,Tongan
-1,-1,0.05378083777698087,0.9607250755287009,Páez
-7,-2,0.050683349490893474,0.6728323699421965,Cayapa
-1,-1,0.0118864190530863,0.9065420560747663,Epena
-6,-1,0.05625705176310881,0.6533996683250415,Puinave
-1,-1,0.0412520353146435,0.9154334038054969,Yaruro
-5,-2,0.04468693888688345,0.6183035714285714,Ninam (Shirishana variety)
-6,-2,0.05914987126245273,0.589242053789731,Yanomámi
-3,-1,0.058283876863673485,0.9694749694749695,Cofán
-1,-1,0.031650529777860335,0.981021897810219,Tuyuca
-4,-1,0.038661135266518105,0.880466472303207,Aguaruna
-1,-1,0.03528184307327304,0.9629629629629629,Yagua
-5,-2,0.053465604894440556,0.8974719101123596,Wapishana
-3,-1,0.02202503938079882,0.937733499377335,Waurá
-1,-1,0.03438356913842439,0.9711711711711711,Catuquina
-1,-1,0.03821689321867842,1,Movima
-1,-1,0.009092750603574616,0.9953810623556582,Aché
-1,-1,0.008084510104315925,0.95707656612529,Chiriguano
-1,-1,0.015740521475091685,0.9780047132757266,Guaraní
-1,-1,0.016511350972369335,0.9465370595382746,Wayampi
-2,-2,0.05106729727162276,0.9647519582245431,Ayoreo
-3,-3,0.06007535938355502,0.9364548494983278,Sanapaná (Angaité dialect)
-3,-3,0.044614680525241875,0.9861849096705633,Sanapaná (Enlhet dialect)
-5,-3,0.03514237888368307,0.8635607321131448,Lengua
-1,-1,0.05114681963482002,0.9946879150066401,Mocoví
-2,-2,0.05528506831715042,0.9832904884318766,Pilagá
-2,-2,0.021655351327682874,0.9134253450439147,Chorote
-1,-1,0.05166352643517859,0.9923664122137404,Wichí
-2,-2,0.033090408694656556,0.9080234833659491,Nivaclé
-3,-1,0.0410321566353116,0.905788876276958,Mapudungun
-3,-2,0.045030368719069076,0.6878612716763006,Selknam
-2,-2,0.06043126811996277,0.9714285714285714,Toba
-7,-1,0.05526369797807287,0.6943620178041543,Uncunwee
-1,-1,0.016564990392514283,0.9389204545454546,Central Thai
-1,-1,0.01822353554729848,0.9105882352941177,Southern Tai (Songkhla variety)
-1,-1,0.017007544229199287,0.8843537414965986,Thai (Korat variety)
-1,-1,0.01603666622102346,0.8461538461538461,Khamuang (Chiang Mai variety)
-1,-1,0.024736404989693053,0.863849765258216,Shan
-1,-1,0.011470404984353512,0.8631178707224335,Sui
-4,-1,0.06227128956007521,0.8315911730545877,Ingush
-3,-1,0.05707356261392023,0.9773950484391819,Kryz
-6,-1,0.05338099486079239,0.8019512195121952,Tsova-Tush
-4,-1,0.05922145791038078,0.8643617021276596,Archi (variety 2)
-2,-2,0.05579787238013382,0.9705882352941176,Bengali
-5,-1,0.06127275936072531,0.9033203125,Hindi
-7,-1,0.05197202001777657,0.8372352285395763,Marathi
-5,-2,0.04097833313352042,0.7961290322580645,Nepali
-4,-2,0.02823148809886934,0.9511545293072824,Punjabi
-6,-3,0.04874385581068887,0.816304347826087,Tamil
-1,-1,0.00121822338831094,1,Wa
-1,-1,0.039570304217351394,0.8743169398907104,Paliu
-1,-1,0.020220354552779835,0.8953068592057761,Cuoi
-1,-1,0.04416253674486008,0.8860759493670886,Vietnamese
-1,-1,0.014966268455512072,0.9123809523809524,LiHa
-1,-1,0.036978647584273855,0.89749430523918,Phong
-1,-1,0.027922788108079293,0.9473684210526315,Kha Poong
-1,-1,0.031066937929908733,0.9312602291325696,Malieng
-1,-1,0.027064197333982323,0.9766606822262118,Nyakur
-1,-1,0.01613587701432222,1,Kasong
-1,-1,0.003683578522932741,1,Samre
-1,-1,0.010425561027447114,1,Chong
-1,-1,0.04088285243594245,0.9513513513513514,Surin Khmer
-3,-3,0.059554241038201394,0.7585034013605442,De'kwana
-2,-2,0.04324933797058373,0.9628865979381444,Hausa
-1,-1,0.02320340191729902,0.9937106918238994,Polci
-3,-1,0.05385773714180159,0.9514563106796117,Nahuatl (Sierra de Zacapoaxtla variety)
-1,-1,0.01196586741298895,0.9093333333333333,Chatino (Zacatepec variety)
-1,-1,0.045680490119135816,1,Karok
-1,-1,0.028997840179583796,0.944153577661431,Seri
-1,-1,0.041873139464018334,0.9613445378151261,Nuu-chah-nulth
-3,-1,0.04910325964884198,0.7139479905437353,Bella Coola
-6,-3,0.041845062144530806,0.6752577319587629,Muisca
-3,-1,0.061620091614780374,0.8292682926829268,Colorado
-1,-1,0.0064220406924873205,0.9517819706498952,Waorani
-3,-3,0.059954596245710784,0.8840070298769771,Goajiro
-3,-1,0.004817020847780867,0.9659685863874345,Ignaciano
-3,-3,0.025767210613441293,0.757527733755943,Trinitario
-4,-2,0.04564919822691829,0.8134920634920635,Yavitero
-3,-1,0.008432234244152724,0.9926144756277696,Aymara
-4,-2,0.048386866524028446,0.6067226890756302,Chipaya
-2,-2,0.04085486389689897,0.9116094986807388,Mosetén
-1,-1,0.00860209772309446,0.9717114568599717,Araona
-3,-1,0.00233574425447851,0.9494799405646359,Cavineña
-1,-1,0.012507496472986003,0.9824561403508771,Ese Ejja
-1,-1,0.03602690582700812,0.9739263803680982,Chácobo
-3,-1,0.03019800193680077,0.9121951219512195,Shipibo-Conibo
-3,-1,0.04711895403294712,0.9648609077598829,Yaminahua
-1,-1,0.01249035605264421,0.94529262086514,Cayuvava
-4,-1,0.045849070545546086,0.8231884057971014,Mundurukú
-1,-1,0.01070481862928571,0.9685863874345549,Sirionó
-1,-1,0.044722391951694994,0.9242424242424242,Karajá
-1,-1,0.052133929913489585,0.9540816326530612,Trumai
-5,-2,0.053041648595169855,0.9395509499136442,Kunza
-1,-1,0.05975438822084115,0.9163265306122449,Tehuelche
-1,-1,0.047238627890535435,0.9956896551724138,Yagán
-1,-1,0.029332704181700503,0.8770161290322581,Tai Khün
-1,-1,0.007162140638940287,0.8700361010830325,Zhuang-Longzhou
-7,-1,0.04651573591124417,0.7655677655677655,Mahasu Pahari (Kotghari dialect)
-5,-3,0.0464768548090188,0.8557353976073188,Telugu
-1,-1,0.03266613975546558,0.9230769230769231,Pear
-2,-2,0.0467715637324664,0.9063545150501672,Northern Haida
-1,-1,0.009844836803995992,0.996413199426112,Maori
-1,-1,0.006120642040838979,0.9758656873032528,Tuamotuan
-7,-2,0.055269037731068706,0.4953560371517028,Yuwana
-4,-4,0.0623958723727833,0.875,Itonama
-2,-2,0.05148929162447619,0.7253694581280788,Kaingáng
-2,-2,0.03198807281325942,0.9098591549295775,Maca
-1,-1,0.024362013881943242,0.8340163934426229,Nung-Fengshan
-1,-1,0.014186187436513866,0.882494004796163,Nung-Ninbei
-1,-1,0.013751465321673716,0.9422632794457275,Hlai (Baoting variety)
-1,-1,0.014701924887210364,0.75,Sanchong Kelao
-1,-1,0.02211410791789702,0.8298429319371727,Keme (Kemie variety)
-1,-1,0.02351976936048342,0.9425287356321839,Pusing
-1,-1,0.027808406765797777,0.9076305220883534,Iduh
-1,-1,0.03122379700995921,0.9917355371900827,Tsimshian
-1,-1,0.023951236851788314,0.9544468546637744,Marquesan
-3,-1,0.0493442397214602,0.9129082426127527,Siona
-1,-1,0.006798957704510277,0.8253275109170306,Nung-Lazhai
-1,-1,0.023800890064619162,0.8629441624365483,Lakkia
-1,-1,0.02290702039981866,0.8199233716475096,Langja Buyang
-1,-1,0.04033796946921751,0.7786259541984732,Ecun Buyang
-1,-1,0.021863845241729272,0.6470588235294118,Qau Kelao
-2,-2,0.04616163707252137,0.75,Tibetan
-1,-1,0.033475804103419646,0.9119718309859155,Bulang
-1,-1,0.04753108377191412,0.8786610878661087,Xu
-2,-2,0.04678011894590649,0.2857142857142857,Rumai
-1,-1,0.043639441342653774,0.9609929078014184,Mlabri
-1,-1,0.02535448240256926,0.9213483146067416,Tum
-1,-1,0.03256524414917013,0.9969879518072289,Ahlao Th
-1,-1,0.04807754093059273,0.8087248322147651,Mang Ch
-1,-1,0.03638633442531552,0.9839080459770115,Tlingit
-1,-1,0.013920870235360093,0.9137254901960784,Embera
-1,-1,0.007724389117003904,0.9660326086956522,Tacana
-7,-2,0.05911966563063093,0.5190114068441065,Cashibo
-3,-2,0.04109101565843003,0.926,Gününa Küne
-1,-1,0.04412690649029236,0.991304347826087,Qawasqar
-3,-2,0.059367242604299306,0.7409948542024014,Avestan
-1,-1,0.0149844282726711,0.7912087912087912,Tai Lü
-1,-1,0.03906707386601348,0.9803921568627451,Upper Chehalis
-1,-1,0.02089647193583157,0.8249258160237388,Dehong
-1,-1,0.054488197922365,0.7769784172661871,Canela
-2,-2,0.03466070927667181,0.7548076923076923,Baure
-1,-1,0.058055682310326345,0.9701986754966887,Barí
-4,-2,0.042014036319113664,0.8637413394919169,Mashco Piro
-5,-1,0.06139934499100894,0.8694539249146758,Ossetic
-5,-3,0.05850225893929792,0.858560794044665,Modern Greek
-4,-2,0.0510133678084377,0.969258589511754,Italian
-4,-1,0.047826860071772406,0.769298245614035,French
-3,-2,0.05886899718627655,0.8940092165898618,Catalan
-3,-2,0.03912069805545905,0.9328358208955224,Portuguese
-3,-2,0.03880813318126564,0.8747252747252747,Romanian
-3,-2,0.054501105245113673,0.74,Swedish
-1,-1,0.02985787271520298,0.9772933696639419,English
-6,-3,0.03563049203477116,0.4960691823899371,Dutch
-4,-2,0.05592268115070662,0.8747375787263821,German
-4,-2,0.05948778085986593,0.9040983606557377,Latvian
-5,-1,0.06112456509720633,0.8836140888208269,Czech
-6,-1,0.043202514153901306,0.8437935843793585,Polish
-3,-2,0.05507261544138041,0.6687116564417178,Danish
-5,-1,0.08726446049902342,0.8891129032258065,Khinalug
-2,-4,0.07860151532967567,0.6099290780141844,Pacaas Novos
