Form,transcription,englishName,language,englishPOS,languageFamily,alt_transcription,alt_form,concepticonID,phon,method,ontologicalCategory,include
edény,Standard,dish,Hungarian,noun,Uralic,Phonemic,edeeɲ,481,edeeɲ,original,Thing,FALSE
serpenyő,Standard,pan,Hungarian,noun,Uralic,Phonemic,šerpeɲöö,31,serpeɲoo,original,Thing,FALSE
fazék,Standard,"pot, cooking vessel",Hungarian,noun,Uralic,Phonemic,fazeek,1462,fazeek,original,Thing,FALSE
üst,Standard,kettle,Hungarian,noun,Uralic,Phonemic,üšt,854,ust,original,Thing,FALSE
szomy(úság),Standard,thirst,Hungarian,NA,Uralic,Phonemic,somy(uušaag),848,somy,original,Thing,FALSE
éhség,Standard,famine,Hungarian,noun,Uralic,Phonemic,eehšeeg,199,eehseeg,original,Thing,FALSE
étel,Standard,food,Hungarian,noun,Uralic,Phonemic,eetel,256,eetel,original,Thing,FALSE
méreg,Standard,poison,Hungarian,noun,Uralic,Phonemic,meereg,655,meereg,original,Thing,FALSE
orvosság,Standard,"medicine, drug",Hungarian,noun,Uralic,Phonemic,orwoššaag,1372,orwossaag,original,Thing,FALSE
orvos,Standard,physician,Hungarian,noun,Uralic,Phonemic,orwoš,597,orwos,original,Thing,FALSE
heg,Standard,scar,Hungarian,noun,Uralic,Phonemic,heg,497,heg,original,Thing,FALSE
forradás,Standard,scar,Hungarian,noun,Uralic,Phonemic,forradaaš,497,forradaas,original,Thing,FALSE
genny,Standard,pus,Hungarian,noun,Uralic,Phonemic,genɲ,1808,genɲ,original,Thing,FALSE
kelés,Standard,boil (noun),Hungarian,noun,Uralic,Phonemic,keleeš,793,kelees,original,Thing,FALSE
tályog,Standard,boil (noun),Hungarian,noun,Uralic,Phonemic,taalʸog,793,taalog,original,Thing,FALSE
(víz)hólyag,Standard,blister,Hungarian,noun,Uralic,Phonemic,(wiiz)hoolʸag,1584,hoolag,original,Thing,FALSE
viszketés,Standard,itch,Hungarian,noun,Uralic,Phonemic,wisketeeš,148,wisketees,original,Thing,FALSE
feldagad ~ felpuffad,Standard,swelling,Hungarian,noun,Uralic,Phonemic,feldagad ~ felpuffad,1903,feldagad,original,Thing,FALSE
véraláfutás,Standard,bruise,Hungarian,noun,Uralic,Phonemic,weeralaafutaaš,1148,weeralaafutaas,original,Thing,FALSE
seb,Standard,"wound, sore",Hungarian,noun,Uralic,Phonemic,šeb,1109,seb,original,Thing,FALSE
meghűlés,Standard,cold (catarrh),Hungarian,noun,Uralic,Phonemic,meghüüleeš,102,meghuulees,original,Thing,FALSE
golyva,Standard,goiter,Hungarian,noun,Uralic,Phonemic,golʸwa,1957,golwa,original,Thing,FALSE
láz,Standard,fever,Hungarian,noun,Uralic,Phonemic,laaz,1534,laaz,original,Thing,FALSE
sír,Standard,"grave, tomb",Hungarian,noun,Uralic,Phonemic,šiir,1773,siir,original,Thing,FALSE
hulla,Standard,corpse,Hungarian,noun,Uralic,Phonemic,hulla,767,hulla,original,Thing,FALSE
tetem,Standard,corpse,Hungarian,noun,Uralic,Phonemic,tetem,767,tetem,original,Thing,FALSE
pénisz,Standard,penis,Hungarian,noun,Uralic,Phonemic,peenis,1222,peenis,original,Thing,FALSE
here,Standard,testicle,Hungarian,noun,Uralic,Phonemic,here,797,here,original,Thing,FALSE
anyaméh,Standard,womb,Hungarian,noun,Uralic,Phonemic,aɲameeh,804,aɲameeh,original,Thing,FALSE
far,Standard,buttocks,Hungarian,noun,Uralic,Phonemic,far,834,far,original,Thing,FALSE
czípő,Standard,hip,Hungarian,noun,Uralic,Phonemic,čiipöö,1745,ciipoo,original,Thing,FALSE
nyak,Standard,waist,Hungarian,noun,Uralic,Phonemic,ɲak,1681,ɲak,original,Thing,FALSE
tarkó,Standard,waist,Hungarian,noun,Uralic,Phonemic,tarkoo,1681,tarkoo,original,Thing,FALSE
belek,Standard,"intestines, guts",Hungarian,noun,Uralic,Phonemic,belek,1991,belek,original,Thing,FALSE
gyomor,Standard,stomach,Hungarian,noun,Uralic,Phonemic,dʸomor,819,domor,original,Thing,FALSE
lép,Standard,spleen,Hungarian,noun,Uralic,Phonemic,leep,1744,leep,original,Thing,FALSE
vese,Standard,kidney,Hungarian,noun,Uralic,Phonemic,weše,489,wese,original,Thing,FALSE
máy,Standard,liver,Hungarian,noun,Uralic,Phonemic,maay,1224,maay,original,Thing,FALSE
tüdő,Standard,lung,Hungarian,noun,Uralic,Phonemic,tüdöö,688,tudoo,original,Thing,FALSE
szív,Standard,heart,Hungarian,noun,Uralic,Phonemic,siiw,1223,siiw,original,Thing,FALSE
köldök,Standard,navel,Hungarian,noun,Uralic,Phonemic,köldök,1838,koldok,original,Thing,FALSE
tőgy,Standard,udder,Hungarian,noun,Uralic,Phonemic,töödʸ,154,tood,original,Thing,FALSE
mellbimbó,Standard,"nipple, teat",Hungarian,noun,Uralic,Phonemic,mellbimboo,796,mellbimboo,original,Thing,FALSE
mell ~ emlő,Standard,breast (of woman),Hungarian,noun,Uralic,Phonemic,mell ~ emlöö,1402,mell,original,Thing,FALSE
toll ~ madártoll,Standard,feather,Hungarian,noun,Uralic,Phonemic,toll ~ madaartoll,1201,toll,original,Thing,FALSE
szárny,Standard,wing,Hungarian,noun,Uralic,Phonemic,saarɲ,1257,saarɲ,original,Thing,FALSE
lábuyy,Standard,toe,Hungarian,noun,Uralic,Phonemic,laabuyy,1389,laabuyy,original,Thing,FALSE
lábnyom,Standard,footprint,Hungarian,noun,Uralic,Phonemic,laabɲom,318,laabɲom,original,Thing,FALSE
boka,Standard,ankle,Hungarian,noun,Uralic,Phonemic,boka,803,boka,original,Thing,FALSE
láb,Standard,foot,Hungarian,noun,Uralic,Phonemic,laab,1301,laab,original,Thing,FALSE
térd,Standard,knee,Hungarian,noun,Uralic,Phonemic,teerd,1371,teerd,original,Thing,FALSE
lábikra,Standard,calf of leg,Hungarian,noun,Uralic,Phonemic,laabikra,498,laabikra,original,Thing,FALSE
comb(czont),Standard,thigh,Hungarian,noun,Uralic,Phonemic,c̷omb(čont),800,comb,original,Thing,FALSE
karom,Standard,claw,Hungarian,noun,Uralic,Phonemic,karom,72,karom,original,Thing,FALSE
köröm,Standard,fingernail,Hungarian,noun,Uralic,Phonemic,köröm,1258,korom,original,Thing,FALSE
hüvelykuyy,Standard,thumb,Hungarian,noun,Uralic,Phonemic,hüwelʸkuyy,1781,huwelkuyy,original,Thing,FALSE
uyy,Standard,finger,Hungarian,noun,Uralic,Phonemic,uyy,1303,uyy,original,Thing,FALSE
tenyér,Standard,palm of hand,Hungarian,noun,Uralic,Phonemic,teɲeer,1183,teɲeer,original,Thing,FALSE
kéz,Standard,hand,Hungarian,noun,Uralic,Phonemic,keez,1277,keez,original,Thing,FALSE
czukló,Standard,wrist,Hungarian,noun,Uralic,Phonemic,čukloo,799,cukloo,original,Thing,FALSE
könyök,Standard,elbow,Hungarian,noun,Uralic,Phonemic,köɲök,981,koɲok,original,Thing,FALSE
hónaly,Standard,armpit,Hungarian,noun,Uralic,Phonemic,hoonaly,1886,hoonaly,original,Thing,FALSE
kar,Standard,arm,Hungarian,noun,Uralic,Phonemic,kar,1673,kar,original,Thing,FALSE
kulczczont,Standard,collarbone,Hungarian,noun,Uralic,Phonemic,kulččont,1994,kulccont,original,Thing,FALSE
lapocka,Standard,shoulderblade,Hungarian,noun,Uralic,Phonemic,lapoc̷ka,172,lapocka,original,Thing,FALSE
váll,Standard,shoulder,Hungarian,noun,Uralic,Phonemic,waall,1482,waall,original,Thing,FALSE
torok,Standard,throat,Hungarian,noun,Uralic,Phonemic,torok,1346,torok,original,Thing,FALSE
nyakszirt,Standard,nape of neck,Hungarian,noun,Uralic,Phonemic,ɲaksirt,1347,ɲaksirt,original,Thing,FALSE
zápfog,Standard,molartooth,Hungarian,noun,Uralic,Phonemic,zaapfog,1049,zaapfog,original,Thing,FALSE
fog,Standard,tooth,Hungarian,noun,Uralic,Phonemic,fog,1380,fog,original,Thing,FALSE
íny,Standard,gums,Hungarian,noun,Uralic,Phonemic,iiɲ,139,iiɲ,original,Thing,FALSE
nyelv,Standard,tongue,Hungarian,noun,Uralic,Phonemic,ɲelw,1205,ɲelw,original,Thing,FALSE
ayak,Standard,lip,Hungarian,noun,Uralic,Phonemic,ayak,478,ayak,original,Thing,FALSE
(madár)czőr,Standard,beak,Hungarian,noun,Uralic,Phonemic,(madaar)čöör,73,coor,original,Thing,FALSE
száy,Standard,mouth,Hungarian,noun,Uralic,Phonemic,saay,674,saay,original,Thing,FALSE
takony,Standard,mucus (nasal),Hungarian,noun,Uralic,Phonemic,takoɲ,208,takoɲ,original,Thing,FALSE
orrlyuk,Standard,nostril,Hungarian,noun,Uralic,Phonemic,orrlʸuk,1178,orrluk,original,Thing,FALSE
orr,Standard,nose,Hungarian,noun,Uralic,Phonemic,orr,1221,orr,original,Thing,TRUE
fülzsír,Standard,earwax,Hungarian,noun,Uralic,Phonemic,fülžiir,32,fulziir,original,Thing,FALSE
fülcimpa,Standard,earlobe,Hungarian,noun,Uralic,Phonemic,fülc̷impa,18,fulcimpa,original,Thing,FALSE
fül,Standard,ear,Hungarian,noun,Uralic,Phonemic,fül,1247,ful,original,Thing,FALSE
szempilla,Standard,eyelash,Hungarian,noun,Uralic,Phonemic,sempilla,1540,sempilla,original,Thing,FALSE
szemhéy,Standard,eyelid,Hungarian,noun,Uralic,Phonemic,semheey,17,semheey,original,Thing,FALSE
szemöldök,Standard,eyebrow,Hungarian,noun,Uralic,Phonemic,semöldök,1173,semoldok,original,Thing,FALSE
szem,Standard,eye,Hungarian,noun,Uralic,Phonemic,sem,1248,sem,original,Thing,TRUE
orca,Standard,cheek,Hungarian,noun,Uralic,Phonemic,orc̷a,1730,orca,original,Thing,FALSE
áll,Standard,chin,Hungarian,noun,Uralic,Phonemic,aall,1510,aall,original,Thing,FALSE
homlok,Standard,forehead,Hungarian,noun,Uralic,Phonemic,homlok,123,homlok,original,Thing,FALSE
állkapocz,Standard,jaw,Hungarian,noun,Uralic,Phonemic,aallkapoč,798,aallkapoc,original,Thing,FALSE
arc,Standard,face,Hungarian,noun,Uralic,Phonemic,arc̷,1560,arc,original,Thing,FALSE
agy,Standard,brain,Hungarian,noun,Uralic,Phonemic,adʸ,1583,ad,original,Thing,FALSE
halánték,Standard,"side of head, temple",Hungarian,noun,Uralic,Phonemic,halaanteek,1604,halaanteek,original,Thing,FALSE
koponya,Standard,skull,Hungarian,noun,Uralic,Phonemic,kopoɲa,1605,kopoɲa,original,Thing,FALSE
fey,Standard,head,Hungarian,noun,Uralic,Phonemic,fey,1256,fey,original,Thing,FALSE
gerincoszlop,Standard,spine,Hungarian,noun,Uralic,Phonemic,gerinc̷oslop,805,gerincoslop,original,Thing,FALSE
hátgerinc,Standard,spine,Hungarian,noun,Uralic,Phonemic,haatgerinc̷,805,haatgerinc,original,Thing,FALSE
hát,Standard,back,Hungarian,noun,Uralic,Phonemic,haat,1291,haat,original,Thing,FALSE
farok,Standard,tail,Hungarian,noun,Uralic,Phonemic,farok,1220,farok,original,Thing,FALSE
szarv,Standard,horn,Hungarian,noun,Uralic,Phonemic,sarw,1393,sarw,original,Thing,FALSE
borda,Standard,rib,Hungarian,noun,Uralic,Phonemic,borda,801,borda,original,Thing,FALSE
czont,Standard,bone,Hungarian,noun,Uralic,Phonemic,čont,1394,cont,original,Thing,FALSE
véna,Standard,"vein, artery",Hungarian,noun,Uralic,Phonemic,weena,525,weena,original,Thing,FALSE
ütőér,Standard,"vein, artery",Hungarian,noun,Uralic,Phonemic,ütööeer,525,utooeer,original,Thing,FALSE
vér,Standard,blood,Hungarian,noun,Uralic,Phonemic,weer,946,weer,original,Thing,FALSE
(hay)korpa,Standard,dandruff,Hungarian,noun,Uralic,Phonemic,(hay)korpa,576,korpa,original,Thing,FALSE
szőr(zet),Standard,body hair,Hungarian,noun,Uralic,Phonemic,söör(zet),189,soor,original,Thing,FALSE
szakáll,Standard,beard,Hungarian,noun,Uralic,Phonemic,sakaall,678,sakaall,original,Thing,FALSE
hayszál ~ hay,Standard,hair (head),Hungarian,noun,Uralic,Phonemic,haysaal ~ hay,1040,haysaal,original,Thing,FALSE
test,Standard,body,Hungarian,noun,Uralic,Phonemic,tešt,1480,test,original,Thing,FALSE
teknősbéka,Standard,turtle,Hungarian,noun,Uralic,Phonemic,teknööšbeeka,112,teknoosbeeka,original,Thing,FALSE
krokodil,Standard,"crocodile, alligator",Hungarian,noun,Uralic,Phonemic,krokodil,1857,krokodil,original,Thing,FALSE
alligátor,Standard,"crocodile, alligator",Hungarian,noun,Uralic,Phonemic,alligaator,1857,alligaator,original,Thing,FALSE
gyík,Standard,lizard,Hungarian,noun,Uralic,Phonemic,dʸiik,632,diik,original,Thing,FALSE
béka,Standard,frog,Hungarian,noun,Uralic,Phonemic,beeka,503,beeka,original,Thing,FALSE
cziga,Standard,snail,Hungarian,noun,Uralic,Phonemic,čiga,1543,ciga,original,Thing,TRUE
szöczke,Standard,grasshopper,Hungarian,noun,Uralic,Phonemic,söčke,607,socke,original,Thing,FALSE
lepke,Standard,butterfly,Hungarian,noun,Uralic,Phonemic,lepke,1791,lepke,original,Thing,FALSE
pillangó,Standard,butterfly,Hungarian,noun,Uralic,Phonemic,pillangoo,1791,pillangoo,original,Thing,FALSE
szentyánosbogár,Standard,firefly,Hungarian,noun,Uralic,Phonemic,sentyaanošbogaar,206,sentyaanosbogaar,original,Thing,FALSE
kígyó,Standard,snake,Hungarian,noun,Uralic,Phonemic,kiidʸoo,730,kiidoo,original,Thing,FALSE
kukac,Standard,worm,Hungarian,noun,Uralic,Phonemic,kukac̷,1219,kukac,original,Thing,FALSE
féreg,Standard,worm,Hungarian,noun,Uralic,Phonemic,feereg,1219,feereg,original,Thing,FALSE
moszkitó,Standard,mosquito,Hungarian,noun,Uralic,Phonemic,moskitoo,1509,moskitoo,original,Thing,FALSE
szúnyog,Standard,"sandfly (midge), gnat",Hungarian,noun,Uralic,Phonemic,suuɲog,95,suuɲog,original,Thing,FALSE
légy,Standard,fly,Hungarian,noun,Uralic,Phonemic,leedʸ,1504,leed,original,Thing,FALSE
darázs,Standard,wasp,Hungarian,noun,Uralic,Phonemic,daraaž,1517,daraaz,original,Thing,FALSE
méhkas,Standard,beehive,Hungarian,noun,Uralic,Phonemic,meehkaš,88,meehkas,original,Thing,FALSE
kaptár,Standard,beehive,Hungarian,noun,Uralic,Phonemic,kaptaar,88,kaptaar,original,Thing,FALSE
méhviasz,Standard,beeswax,Hungarian,noun,Uralic,Phonemic,meehwias,1931,meehwias,original,Thing,FALSE
méh,Standard,bee,Hungarian,noun,Uralic,Phonemic,meeh,665,meeh,original,Thing,FALSE
pókháló,Standard,spider web,Hungarian,noun,Uralic,Phonemic,pookhaaloo,1065,pookhaaloo,original,Thing,FALSE
pók,Standard,spider,Hungarian,noun,Uralic,Phonemic,pook,843,pook,original,Thing,FALSE
hangya,Standard,ant,Hungarian,noun,Uralic,Phonemic,handʸa,587,handa,original,Thing,FALSE
porosz,Standard,cockroach,Hungarian,noun,Uralic,Phonemic,poros,1575,poros,original,Thing,FALSE
skorpió,Standard,scorpion,Hungarian,noun,Uralic,Phonemic,škorpioo,1538,skorpioo,original,Thing,FALSE
százlábú,Standard,centipede,Hungarian,noun,Uralic,Phonemic,saazlaabuu,1974,saazlaabuu,original,Thing,FALSE
bolha,Standard,flea,Hungarian,noun,Uralic,Phonemic,bolha,232,bolha,original,Thing,FALSE
tetűpete,Standard,nit (louse egg),Hungarian,noun,Uralic,Phonemic,tetüüpete,267,tetuupete,original,Thing,FALSE
tetű,Standard,louse,Hungarian,NA,Uralic,Phonemic,tetüü,1392,tetuu,original,Thing,FALSE
rovar,Standard,insect,Hungarian,noun,Uralic,Phonemic,rowar,620,rowar,original,Thing,FALSE
teve,Standard,camel,Hungarian,noun,Uralic,Phonemic,tewe,1871,tewe,original,Thing,FALSE
elefánt,Standard,elephant,Hungarian,noun,Uralic,Phonemic,elefaant,1290,elefaant,original,Thing,FALSE
mayom,Standard,monkey,Hungarian,noun,Uralic,Phonemic,mayom,1350,mayom,original,Thing,TRUE
szarvas,Standard,deer,Hungarian,noun,Uralic,Phonemic,sarwaš,1936,sarwas,original,Thing,FALSE
róka,Standard,fox,Hungarian,noun,Uralic,Phonemic,rooka,1312,rooka,original,Thing,FALSE
medve,Standard,bear,Hungarian,noun,Uralic,Phonemic,medwe,1820,medwe,original,Thing,TRUE
oroszlán,Standard,lion,Hungarian,noun,Uralic,Phonemic,oroslaan,1386,oroslaan,original,Thing,FALSE
farkas,Standard,wolf,Hungarian,noun,Uralic,Phonemic,farkaš,522,farkas,original,Thing,FALSE
ráya,Standard,stingray,Hungarian,noun,Uralic,Phonemic,raaya,1910,raaya,original,Thing,FALSE
bálna,Standard,whale,Hungarian,noun,Uralic,Phonemic,baalna,957,baalna,original,Thing,FALSE
cet,Standard,whale,Hungarian,noun,Uralic,Phonemic,c̷et,957,cet,original,Thing,FALSE
delfin,Standard,"porpoise, dolphin",Hungarian,noun,Uralic,Phonemic,delfin,1479,delfin,original,Thing,FALSE
cápa,Standard,shark,Hungarian,noun,Uralic,Phonemic,c̷aapa,1110,caapa,original,Thing,FALSE
kagyuló,Standard,shell,Hungarian,noun,Uralic,Phonemic,kadʸuloo,598,kaduloo,original,Thing,FALSE
kopoltyú,Standard,gill,Hungarian,noun,Uralic,Phonemic,kopoltʸuu,1916,kopoltuu,original,Thing,FALSE
pikkely,Standard,fishscale,Hungarian,noun,Uralic,Phonemic,pikkelʸ,266,pikkel,original,Thing,FALSE
uszony,Standard,fin (dorsal),Hungarian,noun,Uralic,Phonemic,usoɲ,213,usoɲ,original,Thing,FALSE
hal,Standard,fish,Hungarian,noun,Uralic,Phonemic,hal,227,hal,original,Thing,FALSE
oposzszum(egér),Standard,opossum,Hungarian,noun,Uralic,Phonemic,opossum(egeer),309,opossum,original,Thing,FALSE
maczka,Standard,cat,Hungarian,noun,Uralic,Phonemic,mačka,1208,macka,original,Thing,TRUE
nyúl,Standard,rabbit,Hungarian,noun,Uralic,Phonemic,ɲuul,1136,ɲuul,original,Thing,FALSE
galamb,Standard,dove,Hungarian,noun,Uralic,Phonemic,galamb,1853,galamb,original,Thing,FALSE
bagoly,Standard,owl,Hungarian,noun,Uralic,Phonemic,bagolʸ,735,bagol,original,Thing,FALSE
varyú,Standard,crow,Hungarian,noun,Uralic,Phonemic,waryuu,913,waryuu,original,Thing,FALSE
papagáy,Standard,parrot,Hungarian,noun,Uralic,Phonemic,papagaay,882,papagaay,original,Thing,FALSE
denevér,Standard,bat,Hungarian,noun,Uralic,Phonemic,deneweer,1793,deneweer,original,Thing,FALSE
dögevő,Standard,vulture,Hungarian,noun,Uralic,Phonemic,dögewöö,1185,dogewoo,original,Thing,FALSE
sólyom,Standard,hawk,Hungarian,noun,Uralic,Phonemic,šoolʸom,307,soolom,original,Thing,FALSE
sas,Standard,eagle,Hungarian,noun,Uralic,Phonemic,šaš,1905,sas,original,Thing,FALSE
sirály,Standard,seagull,Hungarian,noun,Uralic,Phonemic,širaalʸ,950,siraal,original,Thing,FALSE
kóczag,Standard,heron,Hungarian,noun,Uralic,Phonemic,koočag,758,koocag,original,Thing,FALSE
madár,Standard,bird,Hungarian,noun,Uralic,Phonemic,madaar,937,madaar,original,Thing,FALSE
fészek,Standard,nest,Hungarian,noun,Uralic,Phonemic,feesek,539,feesek,original,Thing,FALSE
kacza,Standard,duck,Hungarian,noun,Uralic,Phonemic,kača,1360,kaca,original,Thing,TRUE
liba,Standard,goose,Hungarian,noun,Uralic,Phonemic,liba,1187,liba,original,Thing,FALSE
czibe ~ czirke,Standard,chicken,Hungarian,noun,Uralic,Phonemic,čibe ~ čirke,1318,cibe,original,Thing,FALSE
tyúk,Standard,hen,Hungarian,noun,Uralic,Phonemic,tʸuuk,1514,tuuk,original,Thing,FALSE
kakas,Standard,"cock, rooster",Hungarian,noun,Uralic,Phonemic,kakaš,1511,kakas,original,Thing,FALSE
öszvér,Standard,mule,Hungarian,noun,Uralic,Phonemic,ösweer,890,osweer,original,Thing,FALSE
háziszárnyas,Standard,fowl,Hungarian,noun,Uralic,Phonemic,haazisaarɲaš,265,haazisaarɲas,original,Thing,FALSE
baromfi,Standard,fowl,Hungarian,noun,Uralic,Phonemic,baromfi,265,baromfi,original,Thing,FALSE
szamár,Standard,"ass, donkey",Hungarian,noun,Uralic,Phonemic,samaar,1862,samaar,original,Thing,FALSE
czikó,Standard,"foal, colt",Hungarian,noun,Uralic,Phonemic,čikoo,1647,cikoo,original,Thing,FALSE
kanca,Standard,mare,Hungarian,noun,Uralic,Phonemic,kanc̷a,938,kanca,original,Thing,FALSE
cződör,Standard,stallion,Hungarian,noun,Uralic,Phonemic,čöödör,936,coodor,original,Thing,FALSE
mén,Standard,stallion,Hungarian,noun,Uralic,Phonemic,meen,936,meen,original,Thing,FALSE
ló (mén),Standard,horse (equine),Hungarian,noun,Uralic,Phonemic,loo (meen),615,loo,original,Thing,FALSE
keczkegida,Standard,kid,Hungarian,noun,Uralic,Phonemic,kečkegida,1972,keckegida,original,Thing,FALSE
bakkeczke,Standard,he-goat,Hungarian,noun,Uralic,Phonemic,bakkečke,264,bakkecke,original,Thing,FALSE
keczke,Standard,goat,Hungarian,noun,Uralic,Phonemic,kečke,1502,kecke,original,Thing,FALSE
malac,Standard,pig,Hungarian,noun,Uralic,Phonemic,malac̷,1337,malac,original,Thing,FALSE
disznó,Standard,sow (2),Hungarian,noun,Uralic,Phonemic,disnoo,1351,disnoo,original,Thing,FALSE
sertés,Standard,sow (2),Hungarian,noun,Uralic,Phonemic,šerteeš,1351,sertees,original,Thing,FALSE
vaddisznó,Standard,boar,Hungarian,noun,Uralic,Phonemic,waddisnoo,1348,waddisnoo,original,Thing,FALSE
kisbárány,Standard,lamb,Hungarian,noun,Uralic,Phonemic,kišbaaraaɲ,820,kisbaaraaɲ,original,Thing,FALSE
nőstényyuh,Standard,ewe,Hungarian,noun,Uralic,Phonemic,nööšteeɲyuh,1345,noosteeɲyuh,original,Thing,FALSE
kos,Standard,ram,Hungarian,noun,Uralic,Phonemic,koš,1344,kos,original,Thing,FALSE
ürü,Standard,ram,Hungarian,noun,Uralic,Phonemic,ürü,1344,uru,original,Thing,FALSE
yuh,Standard,ram,Hungarian,noun,Uralic,Phonemic,yuh,1344,yuh,original,Thing,FALSE
birka,Standard,sheep,Hungarian,noun,Uralic,Phonemic,birka,1331,birka,original,Thing,FALSE
boryú,Standard,calf,Hungarian,noun,Uralic,Phonemic,boryuu,1989,boryuu,original,Thing,FALSE
tehén,Standard,cow,Hungarian,noun,Uralic,Phonemic,teheen,1007,teheen,original,Thing,FALSE
ökör,Standard,ox,Hungarian,noun,Uralic,Phonemic,ökör,1169,okor,original,Thing,FALSE
bika,Standard,bull,Hungarian,noun,Uralic,Phonemic,bika,1008,bika,original,Thing,FALSE
marha,Standard,cattle (bovine),Hungarian,noun,Uralic,Phonemic,marha,1153,marha,original,Thing,FALSE
istálló,Standard,"stable, stall",Hungarian,noun,Uralic,Phonemic,ištaalloo,851,istaalloo,original,Thing,FALSE
pásztor,Standard,herdsman,Hungarian,noun,Uralic,Phonemic,paastor,263,paastor,original,Thing,FALSE
legelő,Standard,pasture,Hungarian,noun,Uralic,Phonemic,legelöö,649,legeloo,original,Thing,FALSE
állatállomány,Standard,livestock,Hungarian,noun,Uralic,Phonemic,aallataallomaaɲ,631,aallataallomaaɲ,original,Thing,FALSE
állat,Standard,animal,Hungarian,noun,Uralic,Phonemic,aallat,619,aallat,original,Thing,FALSE
czalád,Standard,family,Hungarian,noun,Uralic,Phonemic,čalaad,194,calaad,original,Thing,FALSE
rokon,Standard,"relatives, kinsmen",Hungarian,noun,Uralic,Phonemic,rokon,1644,rokon,original,Thing,FALSE
özvegyember,Standard,widower,Hungarian,noun,Uralic,Phonemic,özwedʸember,1981,ozwedember,original,Thing,FALSE
özvegy,Standard,widow,Hungarian,noun,Uralic,Phonemic,özwedʸ,1756,ozwed,original,Thing,FALSE
árva,Standard,orphan,Hungarian,noun,Uralic,Phonemic,aarwa,1149,aarwa,original,Thing,FALSE
mostohal(e)ány,Standard,stepdaughter,Hungarian,noun,Uralic,Phonemic,moštohal(e)aaɲ,1058,mostohalaaɲ,original,Thing,FALSE
mostohafiú,Standard,stepson,Hungarian,noun,Uralic,Phonemic,moštohafiuu,1059,mostohafiuu,original,Thing,FALSE
mostohánya,Standard,stepmother,Hungarian,noun,Uralic,Phonemic,moštohaaɲa,236,mostohaaɲa,original,Thing,FALSE
mostohápa,Standard,stepfather,Hungarian,noun,Uralic,Phonemic,moštohaapa,237,mostohaapa,original,Thing,FALSE
leszármazottak,Standard,descendants,Hungarian,noun,Uralic,Phonemic,lesaarmazottak,490,lesaarmazottak,original,Thing,FALSE
ősök,Standard,ancestors,Hungarian,noun,Uralic,Phonemic,ööšök,1669,oosok,original,Thing,FALSE
elődök,Standard,ancestors,Hungarian,noun,Uralic,Phonemic,elöödök,1669,eloodok,original,Thing,FALSE
unokatestvér,Standard,cousin,Hungarian,noun,Uralic,Phonemic,unokateštweer,1643,unokatestweer,original,Thing,FALSE
unokahúg,Standard,niece,Hungarian,noun,Uralic,Phonemic,unokahuug,1642,unokahuug,original,Thing,FALSE
unokaöcz,Standard,nephew,Hungarian,noun,Uralic,Phonemic,unokaöč,1063,unokaoc,original,Thing,FALSE
nagynéni (apai),Standard,father's sister,Hungarian,NA,Uralic,Phonemic,nadʸneeni (apai),170,nadneeni,original,Thing,FALSE
nagybáczi,Standard,uncle,Hungarian,noun,Uralic,Phonemic,nadʸbaači,1327,nadbaaci,original,Thing,FALSE
(fiú)unoka,Standard,grandson,Hungarian,noun,Uralic,Phonemic,(fiuu)unoka,1618,unoka,original,Thing,FALSE
öregaszszony,Standard,old woman,Hungarian,noun,Uralic,Phonemic,öregassoɲ,907,oregassoɲ,original,Thing,FALSE
nagyanya,Standard,grandmother,Hungarian,noun,Uralic,Phonemic,nadʸaɲa,1496,nadaɲa,original,Thing,FALSE
öregember,Standard,old man,Hungarian,noun,Uralic,Phonemic,öregember,406,oregember,original,Thing,FALSE
nagyapa,Standard,grandfather,Hungarian,noun,Uralic,Phonemic,nadʸapa,1383,nadapa,original,Thing,FALSE
ikrek,Standard,twins,Hungarian,noun,Uralic,Phonemic,ikrek,1005,ikrek,original,Thing,FALSE
testvér,Standard,sibling,Hungarian,noun,Uralic,Phonemic,teštweer,1640,testweer,original,Thing,FALSE
húg,Standard,younger sister,Hungarian,noun,Uralic,Phonemic,huug,1761,huug,original,Thing,FALSE
nővér,Standard,older sister,Hungarian,noun,Uralic,Phonemic,nööweer,1758,nooweer,original,Thing,FALSE
öcz,Standard,younger brother,Hungarian,noun,Uralic,Phonemic,öč,1760,oc,original,Thing,FALSE
bátya,Standard,older brother,Hungarian,noun,Uralic,Phonemic,baatʸa,1759,baata,original,Thing,FALSE
fivér ~ fiútestvér,Standard,brother,Hungarian,noun,Uralic,Phonemic,fiweer ~ fiuuteštweer,1262,fiweer,original,Thing,FALSE
utód,Standard,offspring (son or daughter),Hungarian,noun,Uralic,Phonemic,utood,1801,utood,original,Thing,FALSE
l(e)ány,Standard,daughter,Hungarian,noun,Uralic,Phonemic,l(e)aaɲ,1357,laaɲ,original,Thing,FALSE
fiú,Standard,son,Hungarian,noun,Uralic,Phonemic,fiuu,1620,fiuu,original,Thing,FALSE
feleség,Standard,married woman,Hungarian,noun,Uralic,Phonemic,felešeeg,426,feleseeg,original,Thing,FALSE
hitves,Standard,married woman,Hungarian,noun,Uralic,Phonemic,hitweš,426,hitwes,original,Thing,FALSE
házasember,Standard,married man,Hungarian,noun,Uralic,Phonemic,haazašember,424,haazasember,original,Thing,FALSE
