Form,transcription,englishName,language,englishPOS,languageFamily,alt_transcription,alt_form,concepticonID,phon,method,ontologicalCategory,include
naaien,StandardOrth,sew,Dutch,verb,Indo-European,NA,NA,NA,najɛn,NA,Action,FALSE
spinnen,StandardOrth,spin,Dutch,verb,Indo-European,NA,NA,NA,spɪnnɛn,NA,Action,FALSE
kleden,StandardOrth,put on (clothes),Dutch,verb,Indo-European,NA,NA,NA,kledɛn,NA,Action,FALSE
melken,StandardOrth,milk (vb),Dutch,verb,Indo-European,NA,NA,NA,mɛlkɛn,NA,Action,FALSE
pletten,StandardOrth,"crush, grind",Dutch,verb,Indo-European,NA,NA,NA,plɛttɛn,NA,Action,FALSE
malen,StandardOrth,"crush, grind",Dutch,verb,Indo-European,NA,NA,NA,malɛn,NA,Action,FALSE
kneden,StandardOrth,knead,Dutch,verb,Indo-European,NA,NA,NA,knedɛn,NA,Action,FALSE
schrapen,StandardOrth,scrape,Dutch,verb,Indo-European,NA,NA,NA,srapɛn,NA,Action,FALSE
raspen,StandardOrth,scrape,Dutch,verb,Indo-European,NA,NA,NA,rɑspɛn,NA,Action,FALSE
zeven,StandardOrth,"sieve, strain",Dutch,verb,Indo-European,NA,NA,NA,zevɛn,NA,Action,FALSE
schillen,StandardOrth,peel,Dutch,verb,Indo-European,NA,NA,NA,sxɪjɛn,NA,Action,FALSE
bakken,StandardOrth,bake,Dutch,verb,Indo-European,NA,NA,NA,bɑkkɛn,NA,Action,FALSE
koken,StandardOrth,boil (vb),Dutch,verb,Indo-European,NA,NA,NA,kokɛn,NA,Action,FALSE
bereiden,StandardOrth,cook,Dutch,verb,Indo-European,NA,NA,NA,berɛjɪdɛn,NA,Action,FALSE
stikken,StandardOrth,choke,Dutch,verb,Indo-European,NA,NA,NA,stɪkkɛn,NA,Action,FALSE
slikken,StandardOrth,swallow,Dutch,verb,Indo-European,NA,NA,NA,slɪkkɛn,NA,Action,FALSE
kauwen,StandardOrth,chew,Dutch,verb,Indo-European,NA,NA,NA,kawywɛn,NA,Action,FALSE
zuigen,StandardOrth,suck,Dutch,verb,Indo-European,NA,NA,NA,zœɥɪɣɛn,NA,Action,FALSE
drinken,StandardOrth,drink,Dutch,verb,Indo-European,NA,NA,NA,trɪnkɛn,NA,Action,TRUE
eten,StandardOrth,eat,Dutch,verb,Indo-European,NA,NA,NA,etɛn,NA,Action,TRUE
uitrusten,StandardOrth,rest,Dutch,verb,Indo-European,NA,NA,NA,œɥtrʏstɛn,NA,Action,FALSE
genezen,StandardOrth,"cure, heal",Dutch,verb,Indo-European,NA,NA,NA,ɣenɛzɛn,NA,Action,FALSE
helen,StandardOrth,"cure, heal",Dutch,verb,Indo-European,NA,NA,NA,helɛn,NA,Action,FALSE
begraven,StandardOrth,bury (the dead),Dutch,verb,Indo-European,NA,NA,NA,bɛxravɛn,NA,Action,FALSE
doden,StandardOrth,kill,Dutch,verb,Indo-European,NA,NA,NA,dodɛn,NA,Action,FALSE
verdronken,StandardOrth,drowned,Dutch,verb,Indo-European,NA,NA,NA,vɛrtrɔnkɛn,NA,Action,FALSE
sterven,StandardOrth,"die, dead",Dutch,verb,Indo-European,NA,NA,NA,stɛrvɛn,NA,Action,FALSE
dood,StandardOrth,"die, dead",Dutch,verb,Indo-European,NA,NA,NA,dot,NA,Action,FALSE
leven,StandardOrth,"live, living, life",Dutch,NA,Indo-European,NA,NA,NA,levɛn,NA,Action,FALSE
levend,StandardOrth,"live, living, life",Dutch,NA,Indo-European,NA,NA,NA,levɛnt,NA,Action,FALSE
conceptie,StandardOrth,conceive,Dutch,verb,Indo-European,NA,NA,NA,cɔnsɛptie,NA,Action,FALSE
geboren,StandardOrth,born (to be),Dutch,verb,Indo-European,NA,NA,NA,ɣeborɛn,NA,Action,FALSE
baren,StandardOrth,born (to be),Dutch,verb,Indo-European,NA,NA,NA,barɛn,NA,Action,FALSE
verwekken,StandardOrth,beget (of father),Dutch,verb,Indo-European,NA,NA,NA,vɛrʋɛkkɛn,NA,Action,FALSE
voortbrengen,StandardOrth,beget (of father),Dutch,verb,Indo-European,NA,NA,NA,vortprɛŋɛn,NA,Action,FALSE
rillen,StandardOrth,shiver,Dutch,verb,Indo-European,NA,NA,NA,rɪjɛn,NA,Action,FALSE
trillen,StandardOrth,shiver,Dutch,verb,Indo-European,NA,NA,NA,trɪjɛn,NA,Action,FALSE
vrijen,StandardOrth,have sexual intercourse,Dutch,verb,Indo-European,NA,NA,NA,vrijɛn,NA,Action,FALSE
ontlasting,StandardOrth,defecate,Dutch,verb,Indo-European,NA,NA,NA,ɔntlɑstɪnx,NA,Action,FALSE
drek,StandardOrth,defecate,Dutch,verb,Indo-European,NA,NA,NA,trɛk,NA,Action,FALSE
poep,StandardOrth,defecate,Dutch,verb,Indo-European,NA,NA,NA,pup,NA,Action,FALSE
poepen,StandardOrth,defecate,Dutch,verb,Indo-European,NA,NA,NA,puɛpɛn,NA,Action,FALSE
urineren,StandardOrth,urinate,Dutch,verb,Indo-European,NA,NA,NA,yrinerɛn,NA,Action,FALSE
pissen,StandardOrth,urinate,Dutch,verb,Indo-European,NA,NA,NA,pɪssɛn,NA,Action,FALSE
veesten,StandardOrth,break wind,Dutch,verb,Indo-European,NA,NA,NA,vestɛn,NA,Action,FALSE
ontwaken,StandardOrth,wake up,Dutch,verb,Indo-European,NA,NA,NA,ɔntʋakɛn,NA,Action,FALSE
droom,StandardOrth,dream,Dutch,verb,Indo-European,NA,NA,NA,trom,NA,Action,FALSE
dromen,StandardOrth,dream,Dutch,verb,Indo-European,NA,NA,NA,tromɛn,NA,Action,FALSE
snurken,StandardOrth,snore,Dutch,verb,Indo-European,NA,NA,NA,snʏrkɛn,NA,Action,FALSE
slapen,StandardOrth,sleep,Dutch,verb,Indo-European,NA,NA,NA,slapɛn,NA,Action,TRUE
slaap,StandardOrth,sleep,Dutch,verb,Indo-European,NA,NA,NA,slap,NA,Action,FALSE
kwijlen,StandardOrth,dribble,Dutch,verb,Indo-European,NA,NA,NA,kʋɛjlɛn,NA,Action,FALSE
likken,StandardOrth,lick,Dutch,verb,Indo-European,NA,NA,NA,lɪkkɛn,NA,Action,FALSE
bijten,StandardOrth,bite,Dutch,verb,Indo-European,NA,NA,NA,bɛjtɛn,NA,Action,TRUE
braken,StandardOrth,vomit,Dutch,verb,Indo-European,NA,NA,NA,prakɛn,NA,Action,FALSE
spuwen,StandardOrth,spit,Dutch,verb,Indo-European,NA,NA,NA,spyʋɛn,NA,Action,FALSE
zweten,StandardOrth,perspire,Dutch,verb,Indo-European,NA,NA,NA,zʋetɛn,NA,Action,FALSE
zweet,StandardOrth,perspire,Dutch,verb,Indo-European,NA,NA,NA,zʋet,NA,Action,FALSE
niezen,StandardOrth,sneeze,Dutch,verb,Indo-European,NA,NA,NA,niɛzɛn,NA,Action,FALSE
hoesten,StandardOrth,cough,Dutch,verb,Indo-European,NA,NA,NA,hustɛn,NA,Action,FALSE
hikken,StandardOrth,hiccough,Dutch,verb,Indo-European,NA,NA,NA,hɪkkɛn,NA,Action,FALSE
gapen,StandardOrth,"yawn, gape",Dutch,verb,Indo-European,NA,NA,NA,ɣapɛn,NA,Action,FALSE
geeuwen,StandardOrth,"yawn, gape",Dutch,verb,Indo-European,NA,NA,NA,ɣeyʋɛn,NA,Action,FALSE
ademen,StandardOrth,"breathe, breath",Dutch,verb,Indo-European,NA,NA,NA,ademɛn,NA,Action,FALSE
adem,StandardOrth,"breathe, breath",Dutch,verb,Indo-European,NA,NA,NA,adɛm,NA,Action,FALSE
knipperen,StandardOrth,blink,Dutch,verb,Indo-European,NA,NA,NA,knɪpperɛn,NA,Action,FALSE
trouwen,StandardOrth,marry,Dutch,verb,Indo-European,NA,NA,NA,trɑwywɛn,NA,Action,FALSE
huwen,StandardOrth,marry,Dutch,verb,Indo-European,NA,NA,NA,hyʋɛn,NA,Action,FALSE
blussen,StandardOrth,extinguish,Dutch,verb,Indo-European,NA,NA,NA,plʏssɛn,NA,Action,FALSE
aansteken,StandardOrth,"light, kindle, ignite",Dutch,verb,Indo-European,NA,NA,NA,anstekɛn,NA,Action,FALSE
ontsteken,StandardOrth,"light, kindle, ignite",Dutch,verb,Indo-European,NA,NA,NA,ɔntstekɛn,NA,Action,FALSE
branden,StandardOrth,burn (vb intrans),Dutch,verb,Indo-European,NA,NA,NA,prɑndɛn,NA,Action,FALSE
ruiken,StandardOrth,smell (vb intrans),Dutch,verb,Indo-European,NA,NA,NA,rœɥɪkɛn,NA,Action,FALSE
snuffelen,StandardOrth,sniff,Dutch,verb,Indo-European,NA,NA,NA,snʏffelɛn,NA,Action,FALSE
smaken,StandardOrth,taste,Dutch,verb,Indo-European,NA,NA,NA,smakɛn,NA,Action,FALSE
horen,StandardOrth,hear,Dutch,verb,Indo-European,NA,NA,NA,horɛn,NA,Action,FALSE
luisteren,StandardOrth,listen,Dutch,verb,Indo-European,NA,NA,NA,lœɥsterɛn,NA,Action,TRUE
zien,StandardOrth,see,Dutch,verb,Indo-European,NA,NA,NA,zin,NA,Action,FALSE
kijken,StandardOrth,"look, look at",Dutch,verb,Indo-European,NA,NA,NA,kɛjkɛn,NA,Action,TRUE
bekijken,StandardOrth,"look, look at",Dutch,verb,Indo-European,NA,NA,NA,bekɛjkɛn,NA,Action,FALSE
tonen,StandardOrth,show,Dutch,verb,Indo-European,NA,NA,NA,tonɛn,NA,Action,FALSE
schijnen,StandardOrth,shine,Dutch,verb,Indo-European,NA,NA,NA,sxɛjnɛn,NA,Action,FALSE
glanzen,StandardOrth,shine,Dutch,verb,Indo-European,NA,NA,NA,xlɑnzɛn,NA,Action,FALSE
aanraken,StandardOrth,touch,Dutch,verb,Indo-European,NA,NA,NA,anrakɛn,NA,Action,FALSE
voelen,StandardOrth,feel,Dutch,verb,Indo-European,NA,NA,NA,vuɛlɛn,NA,Action,FALSE
lachen,StandardOrth,laugh,Dutch,verb,Indo-European,NA,NA,NA,laxɛn,NA,Action,TRUE
glimlachen,StandardOrth,smile,Dutch,verb,Indo-European,NA,NA,NA,xlɪmlaxɛn,NA,Action,FALSE
spelen,StandardOrth,play,Dutch,verb,Indo-European,NA,NA,NA,spelɛn,NA,Action,TRUE
liefde,StandardOrth,love,Dutch,verb,Indo-European,NA,NA,NA,lifde,NA,Action,FALSE
beminnen,StandardOrth,love,Dutch,verb,Indo-European,NA,NA,NA,bemɪnnɛn,NA,Action,FALSE
kussen,StandardOrth,kiss,Dutch,verb,Indo-European,NA,NA,NA,kʏssɛn,NA,Action,FALSE
omarmen,StandardOrth,embrace,Dutch,verb,Indo-European,NA,NA,NA,omɑrmɛn,NA,Action,FALSE
betreuren,StandardOrth,"regret, be sorry",Dutch,verb,Indo-European,NA,NA,NA,bɛtrøʏrɛn,NA,Action,FALSE
berouwen,StandardOrth,"regret, be sorry",Dutch,verb,Indo-European,NA,NA,NA,berɑwywɛn,NA,Action,FALSE
wenen,StandardOrth,"cry, weep",Dutch,verb,Indo-European,NA,NA,NA,ʋenɛn,NA,Action,FALSE
huilen,StandardOrth,"cry, weep",Dutch,verb,Indo-European,NA,NA,NA,hœɥɪlɛn,NA,Action,TRUE
steunen,StandardOrth,groan,Dutch,verb,Indo-European,NA,NA,NA,støʏnɛn,NA,Action,FALSE
stenen,StandardOrth,groan,Dutch,verb,Indo-European,NA,NA,NA,stenɛn,NA,Action,FALSE
kreunen,StandardOrth,groan,Dutch,verb,Indo-European,NA,NA,NA,krøʏnɛn,NA,Action,FALSE
haat,StandardOrth,hate,Dutch,verb,Indo-European,NA,NA,NA,hat,NA,Action,FALSE
wagen,StandardOrth,dare,Dutch,verb,Indo-European,NA,NA,NA,ʋaɣɛn,NA,Action,FALSE
durven,StandardOrth,dare,Dutch,verb,Indo-European,NA,NA,NA,dʏrvɛn,NA,Action,FALSE
begeren,StandardOrth,"desire, want",Dutch,verb,Indo-European,NA,NA,NA,beɣɛrɛn,NA,Action,FALSE
verlangen,StandardOrth,"desire, want",Dutch,verb,Indo-European,NA,NA,NA,vɛrlɑŋɛn,NA,Action,FALSE
willen,StandardOrth,"desire, want",Dutch,verb,Indo-European,NA,NA,NA,ʋɪjɛn,NA,Action,FALSE
kiezen,StandardOrth,choose,Dutch,verb,Indo-European,NA,NA,NA,kiɛzɛn,NA,Action,FALSE
hoop,StandardOrth,hope,Dutch,verb,Indo-European,NA,NA,NA,hop,NA,Action,FALSE
leugen,StandardOrth,"lie, tell lies",Dutch,verb,Indo-European,NA,NA,NA,løʏɣɛn,NA,Action,FALSE
liegen,StandardOrth,"lie, tell lies",Dutch,verb,Indo-European,NA,NA,NA,liɛɣɛn,NA,Action,FALSE
vergeven,StandardOrth,forgive,Dutch,verb,Indo-European,NA,NA,NA,vɛrɣevɛn,NA,Action,FALSE
denken,StandardOrth,think (= reflect),Dutch,verb,Indo-European,NA,NA,NA,dɛnkɛn,NA,Action,FALSE
menen,StandardOrth,think (= be of the opinion),Dutch,verb,Indo-European,NA,NA,NA,menɛn,NA,Action,FALSE
geloven,StandardOrth,think (= be of the opinion),Dutch,verb,Indo-European,NA,NA,NA,ɣelovɛn,NA,Action,FALSE
verstaan,StandardOrth,understand,Dutch,verb,Indo-European,NA,NA,NA,vɛrstan,NA,Action,FALSE
begrijpen,StandardOrth,understand,Dutch,verb,Indo-European,NA,NA,NA,bɛxrɛjpɛn,NA,Action,FALSE
weten,StandardOrth,know,Dutch,verb,Indo-European,NA,NA,NA,ʋetɛn,NA,Action,FALSE
kennen,StandardOrth,know,Dutch,verb,Indo-European,NA,NA,NA,kɛnnɛn,NA,Action,FALSE
raden,StandardOrth,guess,Dutch,verb,Indo-European,NA,NA,NA,radɛn,NA,Action,FALSE
imiteren,StandardOrth,imitate,Dutch,verb,Indo-European,NA,NA,NA,imɪterɛn,NA,Action,FALSE
leren,StandardOrth,learn,Dutch,verb,Indo-European,NA,NA,NA,lerɛn,NA,Action,FALSE
studeren,StandardOrth,study,Dutch,verb,Indo-European,NA,NA,NA,styderɛn,NA,Action,FALSE
onderwijzen,StandardOrth,teach,Dutch,verb,Indo-European,NA,NA,NA,ɔndɛrʋɛjzɛn,NA,Action,FALSE
gedenken,StandardOrth,remember,Dutch,verb,Indo-European,NA,NA,NA,ɣedɛnkɛn,NA,Action,FALSE
heugen,StandardOrth,remember,Dutch,verb,Indo-European,NA,NA,NA,høʏɣɛn,NA,Action,FALSE
vergeten,StandardOrth,forget,Dutch,verb,Indo-European,NA,NA,NA,vɛrɣetɛn,NA,Action,FALSE
verklaren,StandardOrth,explain,Dutch,verb,Indo-European,NA,NA,NA,vɛrklarɛn,NA,Action,FALSE
uitleggen,StandardOrth,explain,Dutch,verb,Indo-European,NA,NA,NA,œɥtlɛxɣɛn,NA,Action,FALSE
verdenken,StandardOrth,suspect,Dutch,verb,Indo-European,NA,NA,NA,vɛrdɛnkɛn,NA,Action,FALSE
verraden,StandardOrth,betray,Dutch,verb,Indo-European,NA,NA,NA,vɛrradɛn,NA,Action,FALSE
proberen,StandardOrth,"try, attempt",Dutch,verb,Indo-European,NA,NA,NA,proberɛn,NA,Action,FALSE
pogen,StandardOrth,"try, attempt",Dutch,verb,Indo-European,NA,NA,NA,poɣɛn,NA,Action,FALSE
zingen,StandardOrth,sing,Dutch,verb,Indo-European,NA,NA,NA,zɪŋɛn,NA,Action,TRUE
schreeuwen,StandardOrth,"shout, cry out",Dutch,verb,Indo-European,NA,NA,NA,sreyʋɛn,NA,Action,FALSE
roepen,StandardOrth,"shout, cry out",Dutch,verb,Indo-European,NA,NA,NA,ruɛpɛn,NA,Action,FALSE
fluisteren,StandardOrth,whisper,Dutch,verb,Indo-European,NA,NA,NA,flœɥsterɛn,NA,Action,FALSE
mompelen,StandardOrth,mumble,Dutch,verb,Indo-European,NA,NA,NA,mɔmpelɛn,NA,Action,FALSE
fluiten,StandardOrth,whistle,Dutch,verb,Indo-European,NA,NA,NA,flœɥɪtɛn,NA,Action,FALSE
krijsen,StandardOrth,"shriek, screech",Dutch,verb,Indo-European,NA,NA,NA,krɛjsɛn,NA,Action,FALSE
brullen,StandardOrth,howl,Dutch,verb,Indo-European,NA,NA,NA,prʏjɛn,NA,Action,FALSE
spreken,StandardOrth,"speak, talk",Dutch,verb,Indo-European,NA,NA,NA,sprekɛn,NA,Action,FALSE
praten,StandardOrth,"speak, talk",Dutch,verb,Indo-European,NA,NA,NA,pratɛn,NA,Action,FALSE
stotteren,StandardOrth,"stutter, stammer",Dutch,verb,Indo-European,NA,NA,NA,stɔtterɛn,NA,Action,FALSE
stamelen,StandardOrth,"stutter, stammer",Dutch,verb,Indo-European,NA,NA,NA,stamelɛn,NA,Action,FALSE
zeggen,StandardOrth,say,Dutch,verb,Indo-European,NA,NA,NA,zɛxɣɛn,NA,Action,FALSE
vertellen,StandardOrth,tell story,Dutch,verb,Indo-European,NA,NA,NA,vɛrtɛjɛn,NA,Action,FALSE
zwijgen,StandardOrth,silent (be),Dutch,NA,Indo-European,NA,NA,NA,zʋɛjɣɛn,NA,Action,FALSE
vragen,StandardOrth,"ask (question, inquire)",Dutch,verb,Indo-European,NA,NA,NA,vraɣɛn,NA,Action,FALSE
antwoorden,StandardOrth,answer,Dutch,verb,Indo-European,NA,NA,NA,ɑntʋordɛn,NA,Action,FALSE
loochenen,StandardOrth,deny,Dutch,verb,Indo-European,NA,NA,NA,loɔxenɛn,NA,Action,FALSE
ontkennen,StandardOrth,deny,Dutch,verb,Indo-European,NA,NA,NA,ɔntkɛnnɛn,NA,Action,FALSE
verzoeken,StandardOrth,"ask, request",Dutch,verb,Indo-European,NA,NA,NA,vɛrzuɛkɛn,NA,Action,FALSE
beloven,StandardOrth,promise,Dutch,verb,Indo-European,NA,NA,NA,belovɛn,NA,Action,FALSE
weigeren,StandardOrth,refuse,Dutch,verb,Indo-European,NA,NA,NA,ʋɛjɪɣerɛn,NA,Action,FALSE
afslaan,StandardOrth,refuse,Dutch,verb,Indo-European,NA,NA,NA,ɑfslan,NA,Action,FALSE
verbieden,StandardOrth,forbid,Dutch,verb,Indo-European,NA,NA,NA,vɛrbiɛdɛn,NA,Action,FALSE
berispen,StandardOrth,"rebuke, scold",Dutch,verb,Indo-European,NA,NA,NA,berɪspɛn,NA,Action,FALSE
bekijven,StandardOrth,"rebuke, scold",Dutch,verb,Indo-European,NA,NA,NA,bekɛjvɛn,NA,Action,FALSE
noemen,StandardOrth,call (=name),Dutch,verb,Indo-European,NA,NA,NA,nuɛmɛn,NA,Action,FALSE
heten,StandardOrth,call (=name),Dutch,verb,Indo-European,NA,NA,NA,hetɛn,NA,Action,FALSE
aankondigen,StandardOrth,announce,Dutch,verb,Indo-European,NA,NA,NA,ankɔndiɣɛn,NA,Action,FALSE
dreigen,StandardOrth,threaten,Dutch,verb,Indo-European,NA,NA,NA,trɛjɪɣɛn,NA,Action,FALSE
pochen,StandardOrth,boast,Dutch,verb,Indo-European,NA,NA,NA,poxɛn,NA,Action,FALSE
pralen,StandardOrth,boast,Dutch,verb,Indo-European,NA,NA,NA,pralɛn,NA,Action,FALSE
opscheppen,StandardOrth,boast,Dutch,verb,Indo-European,NA,NA,NA,ɔpsxɛppɛn,NA,Action,FALSE
schrijven,StandardOrth,write,Dutch,verb,Indo-European,NA,NA,NA,srɛjvɛn,NA,Action,FALSE
lezen,StandardOrth,read,Dutch,verb,Indo-European,NA,NA,NA,lezɛn,NA,Action,FALSE
regeren,StandardOrth,"rule, govern",Dutch,verb,Indo-European,NA,NA,NA,reɣɛrɛn,NA,Action,FALSE
besturen,StandardOrth,"rule, govern",Dutch,verb,Indo-European,NA,NA,NA,bɛstyrɛn,NA,Action,FALSE
bevelen,StandardOrth,"command, order",Dutch,verb,Indo-European,NA,NA,NA,bevɛlɛn,NA,Action,FALSE
gebieden,StandardOrth,"command, order",Dutch,verb,Indo-European,NA,NA,NA,ɣebiɛdɛn,NA,Action,FALSE
gehoorzamen,StandardOrth,obey,Dutch,verb,Indo-European,NA,NA,NA,ɣehorzamɛn,NA,Action,FALSE
toelaten,StandardOrth,"let, permit",Dutch,verb,Indo-European,NA,NA,NA,tuɛlatɛn,NA,Action,FALSE
veroorloven,StandardOrth,"let, permit",Dutch,verb,Indo-European,NA,NA,NA,verorlovɛn,NA,Action,FALSE
helpen,StandardOrth,"help, aid",Dutch,verb,Indo-European,NA,NA,NA,hɛlpɛn,NA,Action,FALSE
verhinderen,StandardOrth,"hinder, prevent",Dutch,verb,Indo-European,NA,NA,NA,vɛrhɪnderɛn,NA,Action,FALSE
beletten,StandardOrth,"hinder, prevent",Dutch,verb,Indo-European,NA,NA,NA,belɛttɛn,NA,Action,FALSE
voorkomen,StandardOrth,"hinder, prevent",Dutch,verb,Indo-European,NA,NA,NA,vorkomɛn,NA,Action,FALSE
ontmoeten,StandardOrth,meet,Dutch,verb,Indo-European,NA,NA,NA,ɔntmuɛtɛn,NA,Action,FALSE
kampen,StandardOrth,fight (vb),Dutch,verb,Indo-European,NA,NA,NA,kɑmpɛn,NA,Action,FALSE
vechten,StandardOrth,fight (vb),Dutch,verb,Indo-European,NA,NA,NA,vɛxtɛn,NA,Action,FALSE
verdedigen,StandardOrth,defend,Dutch,verb,Indo-European,NA,NA,NA,vɛrdediɣɛn,NA,Action,FALSE
terugtrekken,StandardOrth,retreat,Dutch,verb,Indo-European,NA,NA,NA,terʏxtrɛkkɛn,NA,Action,FALSE
overgeven,StandardOrth,surrender,Dutch,verb,Indo-European,NA,NA,NA,ovɛrɣevɛn,NA,Action,FALSE
jagen,StandardOrth,hunt,Dutch,verb,Indo-European,NA,NA,NA,jaɣɛn,NA,Action,FALSE
schieten,StandardOrth,shoot,Dutch,verb,Indo-European,NA,NA,NA,sxiɛtɛn,NA,Action,FALSE
missen,StandardOrth,miss (target),Dutch,verb,Indo-European,NA,NA,NA,mɪssɛn,NA,Action,FALSE
oordelen,StandardOrth,judge (vb),Dutch,verb,Indo-European,NA,NA,NA,ordelɛn,NA,Action,FALSE
zweren,StandardOrth,swear,Dutch,verb,Indo-European,NA,NA,NA,zʋerɛn,NA,Action,FALSE
aanklagen,StandardOrth,accuse,Dutch,verb,Indo-European,NA,NA,NA,anklaɣɛn,NA,Action,FALSE
beschuldigen,StandardOrth,accuse,Dutch,verb,Indo-European,NA,NA,NA,bɛsxʏldiɣɛn,NA,Action,FALSE
veroordelen,StandardOrth,condemn,Dutch,verb,Indo-European,NA,NA,NA,verordelɛn,NA,Action,FALSE
vrijspreken,StandardOrth,acquit,Dutch,verb,Indo-European,NA,NA,NA,vrɛjsprekɛn,NA,Action,FALSE
stelen,StandardOrth,steal,Dutch,verb,Indo-European,NA,NA,NA,stelɛn,NA,Action,FALSE
aanbidden,StandardOrth,worship,Dutch,verb,Indo-European,NA,NA,NA,anbɪtdɛn,NA,Action,FALSE
vereren,StandardOrth,worship,Dutch,verb,Indo-European,NA,NA,NA,verɛrɛn,NA,Action,FALSE
bidden,StandardOrth,pray,Dutch,verb,Indo-European,NA,NA,NA,bɪtdɛn,NA,Action,FALSE
prediken,StandardOrth,preach,Dutch,verb,Indo-European,NA,NA,NA,predikɛn,NA,Action,FALSE
zegenen,StandardOrth,bless,Dutch,verb,Indo-European,NA,NA,NA,zeɣɛnɛn,NA,Action,FALSE
vervloeken,StandardOrth,curse,Dutch,verb,Indo-European,NA,NA,NA,vɛrvluɛkɛn,NA,Action,FALSE
vasten,StandardOrth,fast (vb),Dutch,verb,Indo-European,NA,NA,NA,vɑstɛn,NA,Action,FALSE
dikwijls,StandardOrth,often,Dutch,other,Indo-European,NA,NA,NA,dɪkʋɛjls,NA,Other,FALSE
vaak,StandardOrth,often,Dutch,other,Indo-European,NA,NA,NA,vak,NA,Other,FALSE
altijd,StandardOrth,always,Dutch,other,Indo-European,NA,NA,NA,ɑltɛjt,NA,Other,FALSE
bereid,StandardOrth,ready,Dutch,other,Indo-European,NA,NA,NA,berɛjt,NA,Other,FALSE
gereed,StandardOrth,ready,Dutch,other,Indo-European,NA,NA,NA,ɣeret,NA,Other,FALSE
langzaam,StandardOrth,slow,Dutch,other,Indo-European,NA,NA,NA,lɑnxzam,NA,Other,FALSE
vlug,StandardOrth,"swift, fast, quick",Dutch,other,Indo-European,NA,NA,NA,vlʏx,NA,Other,FALSE
snel,StandardOrth,"swift, fast, quick",Dutch,other,Indo-European,NA,NA,NA,snɛl,NA,Other,FALSE
gauw,StandardOrth,"swift, fast, quick",Dutch,other,Indo-European,NA,NA,NA,ɣaw,NA,Other,FALSE
ras,StandardOrth,"swift, fast, quick",Dutch,other,Indo-European,NA,NA,NA,rɑs,NA,Other,FALSE
dadelijk,StandardOrth,immediately,Dutch,other,Indo-European,NA,NA,NA,dadelɛjk,NA,Other,FALSE
onmiddellijk,StandardOrth,immediately,Dutch,other,Indo-European,NA,NA,NA,ɔnmɪtdɛjɛjk,NA,Other,FALSE
nu,StandardOrth,now,Dutch,other,Indo-European,NA,NA,NA,ny,NA,Other,FALSE
laat,StandardOrth,late,Dutch,other,Indo-European,NA,NA,NA,lat,NA,Other,FALSE
vroeg,StandardOrth,early,Dutch,other,Indo-European,NA,NA,NA,vrux,NA,Other,FALSE
oud,StandardOrth,old,Dutch,other,Indo-European,NA,NA,NA,ɑwt,NA,Other,FALSE
jong,StandardOrth,young,Dutch,other,Indo-European,NA,NA,NA,jɔnx,NA,Other,FALSE
nieuw,StandardOrth,new,Dutch,other,Indo-European,NA,NA,NA,niw,NA,Other,FALSE
driemaal,StandardOrth,three times,Dutch,other,Indo-European,NA,NA,NA,triɛmal,NA,Other,FALSE
derde,StandardOrth,third,Dutch,other,Indo-European,NA,NA,NA,dɛrde,NA,Other,FALSE
tweemaal,StandardOrth,two times,Dutch,other,Indo-European,NA,NA,NA,tʋeɛmal,NA,Other,FALSE
tweede,StandardOrth,second,Dutch,other,Indo-European,NA,NA,NA,tʋeɛde,NA,Other,FALSE
laatste,StandardOrth,last,Dutch,other,Indo-European,NA,NA,NA,latste,NA,Other,FALSE
eerste,StandardOrth,first,Dutch,other,Indo-European,NA,NA,NA,erste,NA,Other,FALSE
alleen,StandardOrth,"alone, only",Dutch,other,Indo-European,NA,NA,NA,ɑjen,NA,Other,FALSE
enig,StandardOrth,"alone, only",Dutch,other,Indo-European,NA,NA,NA,enɪx,NA,Other,FALSE
slechts,StandardOrth,"alone, only",Dutch,other,Indo-European,NA,NA,NA,slɛxts,NA,Other,FALSE
ledig,StandardOrth,empty,Dutch,other,Indo-European,NA,NA,NA,ledɪx,NA,Other,FALSE
leeg,StandardOrth,empty,Dutch,other,Indo-European,NA,NA,NA,lex,NA,Other,FALSE
vol,StandardOrth,full,Dutch,other,Indo-European,NA,NA,NA,vɔl,NA,Other,FALSE
beetje,StandardOrth,some,Dutch,other,Indo-European,NA,NA,NA,betje,NA,Other,FALSE
weinig,StandardOrth,"little (quantity), few",Dutch,other,Indo-European,NA,NA,NA,ʋɛjɪnɪx,NA,Other,FALSE
genoeg,StandardOrth,enough,Dutch,other,Indo-European,NA,NA,NA,ɣenux,NA,Other,FALSE
meer,StandardOrth,more,Dutch,other,Indo-European,NA,NA,NA,mer,NA,Other,FALSE
veel,StandardOrth,"much, many",Dutch,other,Indo-European,NA,NA,NA,vel,NA,Other,FALSE
vele,StandardOrth,"much, many",Dutch,other,Indo-European,NA,NA,NA,vele,NA,Other,FALSE
menige,StandardOrth,"much, many",Dutch,other,Indo-European,NA,NA,NA,meniɣe,NA,Other,FALSE
ieder,StandardOrth,"every, all",Dutch,other,Indo-European,NA,NA,NA,iɛdɛr,NA,Other,FALSE
elk,StandardOrth,"every, all",Dutch,other,Indo-European,NA,NA,NA,ɛlk,NA,Other,FALSE
al,StandardOrth,"every, all",Dutch,other,Indo-European,NA,NA,NA,ɑl,NA,Other,FALSE
